stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,31.54,0,2.63,0,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.12,0,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,15.73,0,12.59,0,91.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.86,0,0,0,72.38,0,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,52,10,0,17,0,0,0,20,0,2,0,0,0,0,0,2,52,0,0,50,1126,4,0,8,0,0,0,1,13,5,8,51,154,0,0,4,0,0
 24-34,0,0,0,0,27.91,1.64,0,35.3,0,0,3.28,26.27,0,0.82,0,0.82,0.82,5.75,0.82,0.82,222.45,0.82,0.82,98.5,1723.8,5.75,7.39,14.78,0,0,0.82,0,0.82,0.82,3.28,4.1,241.33,0,0,22.16,0,0
 36-46,0,0,0,0,11.28,0,0,23.36,4.03,0.81,1.61,102.32,0,3.22,1.61,0,1.61,4.83,0.81,0.81,280.37,0,0.81,65.26,1537.22,0.81,2.42,7.25,0,0,2.42,0,0,0,4.83,0,242.51,0,0,20.14,0,0.81
 48-58,0,0,0,0,5.74,0,0,57.38,5.16,0.57,2.3,176.16,0,2.87,0,0,0,5.74,0.57,2.87,372.4,0,4.02,51.07,987.52,0.57,4.02,8.03,0,0,2.3,0,0,0.57,4.59,0,123.37,0,2.3,12.62,0,2.3
 60-70,0,0,0,0,3.93,0.98,0,54.97,6.87,0,1.96,129.56,0,1.96,0,0,0,2.94,0,0,422.05,0.98,1.96,39.26,810.74,0,5.89,9.82,0,0,0.98,0,0,0.98,7.85,0,51.04,0,2.94,4.91,0,0
 72-82,0,0,0,0,7.85,3.93,0,133.51,4.91,0,3.93,144.3,0.98,5.89,1.96,0.98,1.96,6.87,0,0,604.7,0,4.91,60.86,601.76,0,9.82,12.76,0.98,0,0.98,0,0,0.98,2.94,0,27.49,0,5.89,23.56,5.89,2.94
 84-94,0,0,0,0,10.62,5.31,0,142.31,5.31,2.12,2.12,73.28,0,0,0,2.12,1.06,7.43,1.06,4.25,411.01,0,5.31,52.04,305.87,0,6.37,29.74,0,1.06,3.19,0,0,1.06,9.56,0,18.05,0,5.31,26.55,2.12,1.06
 96-106,0,0,1.09,0,17.49,3.28,2.19,109.28,6.56,3.28,1.09,74.31,2.19,3.28,4.37,2.19,1.09,9.84,2.19,0,340.97,1.09,4.37,37.16,271.03,0,22.95,25.14,0,5.46,5.46,1.09,0,1.09,7.65,0,13.11,1.09,5.46,29.51,4.37,1.09
108-118,0,0,0,0,15.32,1.53,0,72.77,9.96,1.53,0.77,61.28,0.77,3.06,0.77,3.06,0.77,5.36,0.77,0,300.26,0,1.53,32.94,315.58,0.77,12.26,31.4,0.77,4.6,0.77,0,0,0,11.49,0,3.83,0,1.53,22.21,0,1.53
120,0,0,0,0,23.52,1.96,0,101.91,19.6,0,3.92,70.55,1.96,1.96,0,0,0,9.8,1.96,0,243.01,1.96,1.96,29.4,339.04,0,3.92,15.68,0,0,0,0,0,3.92,3.92,0,0,0,5.88,13.72,1.96,0
