stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,1,21,5,0,16,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,5,110,0,0,1,1,0,0,16,2,0,22,32,0,0,1,0,0
 24-34,0,0,1.64,9.03,1.64,0,33.66,0.82,0,0.82,3.28,0,0,0.82,0.82,2.46,0,0,2.46,0,25.45,0,0.82,8.21,271.7,0.82,0.82,0,0,0,0.82,0,4.1,0,7.39,41.86,0,0,0,0,1.64
 36-46,0,0,0,10.47,0.81,0,29.81,0.81,0.81,0.81,4.03,1.61,0,0,0,0,0,0,0.81,0,22.56,0,0.81,8.06,146.63,0,0.81,1.61,0,0,0,0,5.64,0,0.81,25.78,0,0,4.03,0,0
 48-58,0.57,0,0,4.02,0,0,51.64,0.57,0.57,0,12.62,0.57,0,0.57,0.57,0,0,0,0.57,0.57,31.56,0,0.57,9.18,152.63,0,0.57,1.15,0,0,0.57,0,2.3,0.57,0,19.51,0,0.57,1.72,0,0.57
 60-70,0,0,0.98,9.82,0,0,44.17,0.98,0,0.98,6.87,15.7,0,0,1.96,1.96,1.96,0,0,0,34.35,0,0.98,6.87,145.27,0,1.96,0.98,0,0,1.96,0,2.94,0,0,13.74,0,0,0,0,0.98
 72-82,0,0,0,4.91,0,0,53.01,0.98,0,2.94,13.74,31.41,0,0,14.72,0,0,0,0,0,27.49,0,0.98,2.94,109.95,0,0.98,2.94,0,0.98,2.94,0,3.93,0.98,0,3.93,0,0,5.89,0,0.98
 84-94,0,0,0,11.68,1.06,1.06,28.68,2.12,0,2.12,5.31,79.65,0,0,14.87,3.19,1.06,1.06,0,1.06,23.36,1.06,2.12,6.37,57.35,1.06,2.12,1.06,0,0,20.18,0,8.5,0,0,2.12,1.06,0,4.25,0,1.06
 96-106,0,0,0,17.49,2.19,0,28.41,2.19,4.37,2.19,7.65,67.76,0,0,14.21,1.09,0,2.19,0,1.09,16.39,0,0,7.65,52.46,1.09,0,0,0,0,25.14,0,10.93,1.09,0,2.19,1.09,1.09,2.19,0,0
108-118,0,0.77,0.77,32.94,1.53,7.66,22.98,1.53,3.06,3.06,9.96,58.21,0,0,19.92,5.36,1.53,0,3.06,0.77,22.98,0.77,1.53,7.66,52.09,0,1.53,1.53,0,0,34.47,0,10.72,0.77,0,1.53,2.3,0.77,3.06,1.53,0
120,0,0,0,27.44,3.92,0,15.68,0,1.96,0,11.76,27.44,0,0,31.36,0,0,1.96,1.96,0,11.76,0,0,5.88,37.24,0,0,3.92,0,0,15.68,0,9.8,1.96,0,1.96,0,0,0,0,0
