stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,698.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,122.59,1728.56,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,6.13,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,36.8,0,23.66,0,0,0,144.58,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,1295.96,102.52,0,0,260.24,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.03,0,78.67,0,6.29,0,270.64,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,890.59,97.56,0,0,343.02,0,6.29,3.15,47.2,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,8,70,13,0,85,0,0,0,7,4,2,1,0,0,0,0,0,0,24,0,0,34,482,37,0,1,11,1,0,66,21,2,62,100,0,0,6,0,0
 24-34,0,0,0,2.46,31.19,0.82,0,143.65,0,1.64,1.64,13.13,2.46,0,1.64,0,0.82,0,1.64,0,0.82,54.18,0,0.82,33.66,383.34,10.67,2.46,3.28,0,13.95,0,0,9.85,3.28,13.13,52.53,0,0,19.7,0,1.64
 36-46,0,0,0,0.81,19.34,0,0,222.36,0,0.81,1.61,12.89,0,0,0.81,0,0,0,0.81,0,0,70.09,1.61,0.81,18.53,195.78,11.28,0.81,2.42,0,8.06,0,0.81,3.22,0.81,0,23.36,0,0,11.28,0,1.61
 48-58,0.57,0,0,0,11.48,0,0,269.69,2.87,7.46,2.87,17.79,0.57,1.15,1.15,0,0.57,1.15,0.57,0,0,84.92,0.57,0.57,17.79,127.96,4.59,1.15,4.02,0,8.03,0,0,2.3,1.72,0,16.64,0,0,8.61,0,1.72
 60-70,0,0,0,0,25.52,0,0,186.49,1.96,8.83,2.94,40.24,0.98,0,0.98,0,0,0,1.96,0,0,106.99,1.96,0,10.8,100.12,3.93,0.98,2.94,0,4.91,0,0,0.98,0.98,0,16.69,0,0,9.82,0,0.98
 72-82,0,0,0.98,0,20.61,0,0,143.32,1.96,5.89,6.87,60.86,1.96,0,1.96,0,2.94,0,3.93,0,0,135.47,2.94,2.94,14.72,89.33,1.96,1.96,5.89,0.98,6.87,0,0,0.98,0.98,0,7.85,0,0.98,26.5,0,0.98
 84-94,0,0,1.06,0,42.48,1.06,0,100.89,0,15.93,2.12,40.36,5.31,1.06,0,0,2.12,0,1.06,1.06,0,79.65,4.25,2.12,12.74,58.41,5.31,5.31,8.5,0,29.74,0,0,1.06,3.19,0,8.5,1.06,3.19,11.68,2.12,3.19
 96-106,0,0,0,0,19.67,1.09,0,81.96,0,2.19,2.19,36.06,6.56,0,1.09,0,1.09,0,2.19,0,0,75.41,2.19,2.19,10.93,30.6,2.19,3.28,4.37,0,20.76,0,0,1.09,0,0,2.19,1.09,1.09,12.02,3.28,1.09
108-118,0,0,0,0,32.17,0,0,77.36,2.3,8.43,2.3,30.64,12.26,0,0,2.3,3.83,0,1.53,0.77,0,41.36,3.06,1.53,12.26,39.06,6.13,2.3,10.72,0,16.85,0,0,0.77,0,0,3.06,3.06,2.3,16.85,0.77,2.3
120,0,0,0,1.96,58.79,0,1.96,86.23,0,9.8,0,29.4,19.6,0,0,3.92,1.96,0,3.92,3.92,0,54.87,3.92,9.8,15.68,74.47,3.92,0,5.88,0,13.72,0,0,0,0,0,3.92,0,1.96,13.72,0,0
