stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,513.94,8947.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.52,0,0,0,0,0,0,0,0,0,0,0
  5-6,459.72,4235.58,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,116.46,6.13,0,0,18.39,110.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,68.35,70.98,0,115.66,0,0,0,178.75,0,0,0,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,1632.43,68.35,0,0,899.02,7.89,26.29,0,7.89,0,0,0,0,0,0,0,0
 10-12,0,53.5,0,66.09,0,9.44,0,157.35,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,1258.79,15.73,0,0,566.45,3.15,28.32,9.44,50.35,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,10,88,32,0,41,0,0,0,14,3,0,0,0,6,0,0,0,0,45,0,0,44,526,8,3,7,27,29,2,100,9,0,68,193,0,0,3,0,0
 24-34,0,0,0.82,2.46,27.09,12.31,0,164.99,0,1.64,0.82,19.7,0.82,0.82,2.46,2.46,2.46,1.64,2.46,1.64,0.82,112.46,0,0.82,45.97,994.06,7.39,5.75,8.21,0,88.65,0,0.82,1.64,0,8.21,252.82,0,0,16.42,0,0.82
 36-46,0,0,0,0,14.5,4.03,0,346.44,0.81,0,0,12.89,0.81,0,0.81,1.61,0,0.81,1.61,0,0,80.57,0,1.61,24.98,644.54,1.61,8.06,2.42,0,25.78,0,0,0,0.81,0,166.77,0,0,7.25,0,3.22
 48-58,0,0,0,0,10.9,4.02,0,445.27,0,1.15,0.57,18.36,0,0,2.3,0.57,0,2.3,1.15,0.57,0,82.05,0.57,5.74,21.23,334.53,0,1.15,2.87,0,11.48,0,0,0.57,0,0,52.22,0,0,6.31,0,3.44
 60-70,0.98,0,0,0,16.69,0,0,324.88,0,1.96,0,13.74,7.85,0,0.98,6.87,0,4.91,2.94,1.96,0,63.8,0.98,7.85,10.8,170.78,1.96,0,2.94,0,6.87,0,0,0.98,0,0,8.83,0,0,5.89,0,0.98
 72-82,0,0,0.98,0,32.39,3.93,0,125.65,0,0,0.98,29.45,3.93,0,2.94,5.89,1.96,2.94,0,0,0,92.28,0,2.94,12.76,133.51,0.98,2.94,5.89,0,10.8,0,0,1.96,0.98,0,4.91,0.98,0,13.74,0,0.98
 84-94,0,0,0,1.06,16.99,7.43,3.19,125.32,0,0,1.06,21.24,7.43,0,0,4.25,7.43,2.12,0,3.19,0,55.23,0,9.56,18.05,107.27,3.19,2.12,3.19,0,15.93,0,0,3.19,0,0,1.06,3.19,0,10.62,2.12,1.06
 96-106,0,0,1.09,0,17.49,5.46,0,80.87,0,1.09,0,15.3,14.21,0,2.19,13.11,1.09,1.09,4.37,2.19,0,34.97,0,3.28,12.02,96.17,0,5.46,4.37,0,10.93,0,0,1.09,0,0,1.09,0,0,10.93,1.09,0
108-118,0,0,0,0,19.15,7.66,0,81.19,0,0,0.77,14.55,8.43,0,0,12.26,0.77,1.53,0,1.53,1.53,28.34,0,3.06,10.72,121.79,2.3,4.6,3.06,0,6.89,0,0,0.77,0,0,2.3,0.77,0.77,8.43,0,0
120,0,0,0,1.96,5.88,19.6,0,76.43,0,0,0,13.72,1.96,0,0,3.92,3.92,1.96,0,0,0,25.48,0,0,11.76,86.23,0,0,9.8,0,0,0,0,1.96,0,0,1.96,0,0,3.92,0,0
