stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,158.14,2899.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,576.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,12.26,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,76.23,2.63,0,0,18.4,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,40.91,3.15,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,6,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,3,28,0,0,0,2,0,1,6,0,1,6,14,0,0,0,0,0
 24-34,0,0,0,0.82,6.57,0.82,0,3.28,0,0,0,0,0,0,0,0,1.64,0,0.82,0,0,9.03,0,0,3.28,86.19,0,9.03,4.1,0,25.45,0,0,1.64,0,0.82,26.27,0,0,1.64,0,0.82
 36-46,0,0,0,0,2.42,0,0,4.83,0.81,0.81,0.81,3.22,0,0,0,0.81,0,0,0.81,0,0,4.03,0,0,1.61,143.41,0.81,8.86,1.61,0,28.2,0,0,0,0,0,36.26,0,0,0.81,0,0
 48-58,0,0,0,0,1.72,0.57,0,18.36,0,0.57,0,5.74,0.57,0.57,0.57,0.57,0,0,0.57,0,0,4.59,1.15,0.57,0.57,162.39,0,1.72,1.15,0,20.08,0,0,0,0,0,31.56,0,0.57,2.3,0,0
 60-70,0,0,0,0,6.87,1.96,0,89.32,0,1.96,0.98,16.69,0.98,0.98,0,2.94,0,0.98,0,0,0,11.78,0,0,1.96,308.2,0,4.91,0,0,34.35,0,0,0.98,0,0,63.8,0.98,1.96,1.96,0,0
 72-82,0,0,1.96,0,7.85,3.93,0.98,98.17,0,1.96,0.98,24.54,0.98,0,0.98,11.78,1.96,0,1.96,0,0,19.63,1.96,0,0,194.37,0,7.85,0.98,0,18.65,0,0,0,0,0,22.58,0.98,0.98,3.93,0,0.98
 84-94,0,0,2.12,0,11.68,3.19,1.06,82.84,0,1.06,0,23.36,3.19,0,3.19,9.56,4.25,0,2.12,1.06,0,23.36,2.12,1.06,4.25,93.46,0,6.37,1.06,0,58.41,0,0,1.06,0,0,16.99,2.12,1.06,5.31,1.06,0
 96-106,0,0,0,0,13.11,1.09,0,43.71,1.09,1.09,0,22.95,4.37,0,0,20.76,2.19,0,4.37,1.09,0,21.86,0,0,2.19,107.1,1.09,19.67,1.09,0,38.25,1.09,0,0,0,0,7.65,4.37,0,6.56,0,0
108-118,0,0,1.53,0,10.72,2.3,0.77,65.11,0.77,2.3,0,36.77,9.96,0,0,11.49,5.36,0,2.3,0.77,0.77,12.26,0,0.77,1.53,113.36,0.77,11.49,4.6,0,32.94,0,0,2.3,0.77,0,5.36,3.06,0.77,5.36,0,0
120,0,0,1.96,0,19.6,5.88,0,54.87,0,1.96,1.96,29.4,7.84,0,3.92,15.68,5.88,0,5.88,1.96,0,17.64,1.96,0,3.92,162.66,0,9.8,5.88,0,31.36,0,0,1.96,0,0,7.84,9.8,3.92,13.72,0,0
