stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.01,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,66.09,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,739.54,3.15,0,0,163.64,0,3.15,0,0,22.03,0,6.29,3.15,0,0,0,0,0
 14-21,0,0,95,500,15,0,2,0,0,0,54,27,1,0,0,3,0,0,0,3,286,3,0,332,188,20,0,1,1,0,0,3,46,33,0,355,378,0,0,11,0,0
 24-34,0,0,13.13,132.98,0,0,13.95,0,3.28,0.82,63.21,4.93,0,0,0,1.64,1.64,8.21,0.82,4.93,242.15,1.64,0,203.57,169.1,4.93,0.82,0.82,0,0.82,0.82,0,2.46,12.31,0,32.01,371.03,0,0,50.07,0,0
 36-46,0,0,2.42,15.31,1.61,0,11.28,0,0.81,8.86,9.67,0,0,0.81,0,0,0.81,4.03,0,0,153.08,0,2.42,66.87,25.78,1.61,0,0,0,0.81,0,0.81,0.81,4.03,0.81,0,69.29,0,0,16.92,0,1.61
 48-58,0,0,1.72,13.2,0.57,0,22.38,0,1.72,28.69,5.16,2.3,0,1.15,0,0,1.15,8.03,0,1.72,238.7,0,4.59,65.41,30.41,5.16,0.57,3.44,0,0.57,0.57,0,0,1.72,0,0,16.07,0,0,19.51,0,0
 60-70,0,0,0,8.83,0,0,14.72,0,1.96,23.56,12.76,8.83,0,1.96,0.98,0,0.98,4.91,0,0.98,243.42,0.98,8.83,45.15,57.91,1.96,0,1.96,0,1.96,1.96,0,0,2.94,0.98,0,5.89,0,2.94,30.43,2.94,0
 72-82,0,0,0,24.54,0.98,0,85.4,0.98,0.98,52.03,55.95,19.63,0,1.96,0,0,7.85,10.8,0.98,0,589,0,17.67,66.75,71.66,6.87,0.98,9.82,0,7.85,0.98,0,0,0,0,0,5.89,1.96,8.83,63.81,13.74,0
 84-94,0,0,0,30.8,1.06,0,62.66,0,2.12,36.11,38.23,24.43,0,0,0,0,2.12,15.93,0,0,354.72,0,12.74,45.67,44.61,7.43,3.19,8.5,0,7.43,0,0,0,7.43,0,0,4.25,1.06,5.31,65.85,10.62,0
 96-106,0,0,0,87.43,3.28,2.19,96.17,1.09,13.11,34.97,69.94,26.23,0,6.56,2.19,0,1.09,21.86,2.19,0,584.67,2.19,33.88,66.66,97.26,27.32,20.76,16.39,0,14.21,5.46,0,0,0,0,0,3.28,27.32,9.84,115.84,18.58,1.09
108-118,0.77,0,0,23.74,0,0,79.66,0.77,6.13,26.04,52.85,16.85,0,3.83,0.77,0,4.6,9.96,2.3,0,471.83,0.77,20.68,42.13,69.7,29.87,6.13,13.02,0,4.6,2.3,0,0,1.53,0,0,0.77,9.19,3.83,100.34,6.89,0.77
120,0,0,0,19.6,1.96,0,41.16,0,0,13.72,21.56,7.84,0,0,3.92,1.96,7.84,9.8,0,0,356.68,0,29.4,19.6,60.75,48.99,0,7.84,0,9.8,5.88,0,0,0,0,0,1.96,5.88,5.88,54.87,7.84,0
