stage,eye,glial,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord,taste
 14-21,0,0,0,0,3,0,0,2,0
 24-34,0,0,0,0,12.31,0.82,0,10.67,0
 36-46,6.45,0,0,0.81,27.39,0,0,12.09,0
 48-58,16.64,0,0,0,41.89,0,0,8.03,0
 60-70,37.3,0,0,0,62.82,0,0,14.72,0
 72-82,29.45,1.96,0.98,0,27.49,0,0,7.85,0
 84-94,12.74,1.06,3.19,0,32.92,0,0,2.12,0
 96-106,8.74,0,1.09,0,17.49,0,0,0,1.09
108-118,8.43,0.77,0,0,16.85,0,0.77,0.77,0
120,7.84,0,0,0,23.52,0,0,0,0
