stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,224.02,6509.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,306.48,3248.71,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,30.65,0,61.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,39.43,36.8,0,73.6,0,2.63,0,105.15,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,1048.86,60.46,0,0,415.34,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,59.79,0,0,0,91.26,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,1195.85,81.82,0,0,509.81,0,0,6.29,3.15,59.79,0,12.59,3.15,0,0,0,0,0
 14-21,0,0,1,7,55,11,0,23,0,0,0,12,3,0,1,0,1,0,0,0,1,31,0,0,29,416,30,2,3,12,0,6,0,68,3,2,45,154,0,0,0,0,0
 24-34,0,0,0.82,1.64,14.78,1.64,0,66.49,0,2.46,3.28,12.31,0,0,2.46,0,0.82,0,0,1.64,0,50.07,0,0.82,27.09,873.39,3.28,9.85,6.57,0,0,26.27,0,0,1.64,0,6.57,220.81,0,0,18.06,0,0.82
 36-46,0,0,0,0.81,7.25,2.42,0,186.92,0,0,0.81,19.34,0.81,0,1.61,0,0.81,1.61,0.81,0,1.61,45.92,0,0.81,12.09,884.62,2.42,2.42,4.83,0,0,4.83,0,0,0,0.81,0,216.73,0,0,10.47,0,0.81
 48-58,0,0,0,0,9.75,0.57,0,303.54,0,1.15,1.15,40.74,0.57,0.57,1.72,0,0,2.3,2.87,0.57,3.44,76.32,0,4.02,10.9,671.93,3.44,4.02,2.3,0,0.57,12.05,0,0,0,1.72,0,146.89,0,0.57,12.62,0,1.72
 60-70,0,0,0,0,10.8,0.98,0,328.81,0.98,0,3.93,54.97,0,0,0,0,1.96,2.94,1.96,0,0,90.3,0.98,5.89,4.91,779.33,2.94,2.94,0,0,0,6.87,0,0,0,0,0,91.28,0,1.96,6.87,0.98,0
 72-82,0,0,0.98,0,10.8,7.85,0,214,1.96,1.96,4.91,53.99,1.96,0,1.96,1.96,1.96,0,2.94,0.98,0.98,100.13,0,9.82,5.89,598.81,1.96,4.91,2.94,0,0,6.87,0,0,0,0.98,0,44.17,4.91,2.94,13.74,4.91,0.98
 84-94,0,0,0,0,20.18,4.25,0,172.05,0,2.12,5.31,43.54,5.31,0,0,1.06,0,3.19,2.12,3.19,7.43,71.16,1.06,6.37,4.25,288.87,0,5.31,6.37,0,1.06,23.36,0,0,0,0,0,19.12,3.19,2.12,8.5,1.06,1.06
 96-106,0,0,1.09,0,14.21,2.19,0,101.63,1.09,1.09,3.28,29.51,3.28,0,1.09,2.19,2.19,2.19,0,2.19,0,50.27,0,4.37,6.56,222.94,0,4.37,5.46,0,1.09,18.58,0,0,0,0,0,10.93,3.28,3.28,6.56,2.19,0
108-118,0,0,0,0,6.89,5.36,0.77,62.04,0,3.83,2.3,23.74,0.77,0,0,1.53,0,3.83,1.53,2.3,0.77,32.94,0,3.06,5.36,262.73,2.3,1.53,3.83,0,0,11.49,0,0,0,1.53,0,3.06,3.83,0.77,3.06,3.06,0.77
120,0,0,0,0,11.76,5.88,0,70.55,1.96,0,1.96,19.6,1.96,0,0,5.88,3.92,1.96,0,0,1.96,31.36,0,1.96,3.92,311.61,3.92,1.96,1.96,0,0,11.76,0,0,0,0,0,9.8,3.92,0,1.96,3.92,1.96
