stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,153.24,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.69,2.63,0,0,7.89,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.41,0,0,0,15.73,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,2,1,7,0,0,1,0,0,0,6,0,0,0,0,6,0,0,2,0,0,1,0,0,148,0,3,1,1,0,24,3,2,0,2,88,0,0,0,0,0
 24-34,0,0,3.28,7.39,0,0,5.75,0,0.82,0,19.7,0,0,0.82,0.82,9.85,0,0,1.64,1.64,7.39,0,0,3.28,459.68,0,11.49,0.82,0,0,41.86,0,0,0,1.64,151.04,0,0,1.64,0,0
 36-46,0,0,0,4.03,0,0,20.95,0,0,1.61,49.95,0.81,0,0,1.61,1.61,0,2.42,1.61,3.22,5.64,0,0,0.81,713.02,0,12.09,4.03,0,0,38.67,0,0,0,0,243.31,0,0,0,0,0
 48-58,0,0,0,1.72,0,0,56.81,0,0.57,0,88.94,0,0,0,2.3,1.15,0,0.57,1.72,2.87,6.31,0.57,0,0.57,629.46,1.15,4.59,3.44,0,0,29.26,0,0,0.57,0,181.9,0,0,0.57,0,1.72
 60-70,0,0,0,1.96,2.94,0,152.14,0,4.91,0.98,121.71,0.98,0,0,1.96,3.93,0,4.91,0.98,0.98,13.74,0,0,0,865.7,0,6.87,1.96,0,0.98,37.3,0,0,0,0,137.41,0,0,1.96,0,2.94
 72-82,0,2.94,0,12.76,4.91,0,298.43,0,0,0,135.47,2.94,0,0,7.85,5.89,0,0.98,0.98,2.94,18.65,1.96,0,0.98,747.04,0,5.89,7.85,0,0.98,23.56,0,0,0,0,55.95,0.98,0,4.91,0,4.91
 84-94,0,2.12,1.06,6.37,1.06,0,208.16,0,0,0,82.84,10.62,0,0,8.5,2.12,4.25,2.12,2.12,5.31,9.56,0,3.19,1.06,405.7,0,6.37,5.31,0,0,65.85,0,1.06,0,0,46.73,0,0,2.12,0,0
 96-106,0,1.09,0,15.3,3.28,2.19,183.6,1.09,0,0,64.48,3.28,1.09,0,12.02,14.21,4.37,4.37,4.37,3.28,13.11,2.19,0,1.09,326.76,0,3.28,7.65,0,0,66.66,0,0,0,0,9.84,1.09,1.09,4.37,1.09,2.19
108-118,0,1.53,1.53,17.62,1.53,3.06,148.6,0.77,1.53,0.77,85.02,6.89,0,0.77,12.26,12.26,3.83,1.53,3.83,6.13,16.85,5.36,0.77,2.3,399.07,0,8.43,6.89,0,0,36.77,0,0,0.77,0,13.02,1.53,0.77,3.06,0.77,1.53
120,0,0,0,17.64,3.92,3.92,127.39,1.96,5.88,1.96,56.83,15.68,0,0,17.64,7.84,1.96,0,1.96,0,11.76,1.96,1.96,5.88,399.8,1.96,3.92,1.96,0,0,37.24,0,0,0,0,21.56,0,0,1.96,0,1.96
