stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,147.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43,0,0,0,18.4,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65,9.44,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,13,2,0,0,0,0,0,19,0,0,0,0,0,0,0,1,12,0,0,4,65,3,1,3,1,0,3,2,5,8,0,3,71,0,0,4,0,0
 24-34,0,0,0,0,6.57,0.82,0,8.21,0,0,0,26.27,0,0.82,0,0,0.82,0.82,0,3.28,32.01,0,0,9.03,312.75,3.28,3.28,1.64,0,0,3.28,0,0,3.28,0,2.46,96.86,0,0,9.03,0,0
 36-46,0,0,0.81,0,2.42,0,0,16.11,0.81,0,0.81,20.95,0,0.81,0.81,0,0,0,0,0,38.67,0,0,7.25,439.09,1.61,4.03,2.42,0,0,3.22,0.81,0,4.03,0.81,0,100.71,0,0,3.22,0,0.81
 48-58,0,0,0.57,0,4.02,0,0,52.79,1.15,0.57,2.3,30.41,0,0,0,0,1.72,0,0,2.3,41.31,0,1.15,8.61,564.62,0.57,0,0.57,0,0,4.59,0,0,0.57,1.15,0,85.5,0,0.57,5.16,0,4.02
 60-70,0,0,0,0,0,0,0,65.76,0,1.96,1.96,21.59,0,0.98,0.98,0,2.94,0,0,0,40.24,0,0,0.98,475.06,0,2.94,0.98,0,0,2.94,0,0,0,0,0,57.91,0,0.98,4.91,0,3.93
 72-82,0,0,0,0,4.91,0,0,60.86,0,0,2.94,24.54,1.96,0,1.96,0,5.89,0,0,0,65.77,0,0.98,6.87,339.65,0,1.96,6.87,0,1.96,3.93,0,0,0.98,0,0,32.39,0.98,0,6.87,1.96,1.96
 84-94,0,0,2.12,1.06,9.56,0,0,45.67,0,0,1.06,19.12,0,0,1.06,1.06,3.19,1.06,0,0,52.04,0,4.25,6.37,164.62,0,2.12,6.37,0,0,7.43,0,0,0,0,0,24.43,0,2.12,9.56,1.06,1.06
 96-106,0,0,1.09,0,3.28,0,1.09,34.97,1.09,0,1.09,19.67,0,1.09,3.28,2.19,2.19,1.09,0,0,36.06,1.09,1.09,3.28,120.21,1.09,2.19,7.65,0,0,8.74,0,0,0,1.09,0,8.74,0,0,6.56,3.28,3.28
108-118,0,0,0.77,0,4.6,0.77,0,28.34,0.77,0,0,20.68,0.77,1.53,5.36,0,9.96,0,2.3,2.3,40.6,0,1.53,3.06,162.38,0.77,1.53,3.83,0,2.3,5.36,0,0,3.06,0,0,4.6,0,2.3,3.06,1.53,2.3
120,0,0,1.96,0,3.92,0,0,19.6,1.96,0,1.96,1.96,0,0,1.96,0,0,0,0,0,15.68,0,0,1.96,123.47,0,0,1.96,0,1.96,5.88,1.96,0,1.96,0,0,5.88,0,3.92,5.88,0,1.96
