stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,2.63,0,5.26,0,0,0,31.54,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,105.15,2.63,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,15.73,0,6.29,0,34.62,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,217.14,3.15,0,0,69.23,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,18,3,0,6,0,0,0,3,0,0,1,0,0,0,0,0,0,15,0,0,8,174,2,1,2,2,0,2,5,0,1,6,60,0,0,0,0,0
 24-34,0,0,0.82,7.39,0.82,0,59.1,0,2.46,0,9.03,1.64,0,0,0,1.64,0,1.64,0.82,1.64,28.73,0,0,16.42,696.91,0,7.39,4.93,0,0,4.93,0,1.64,0,2.46,128.05,0,0,0.82,0,0.82
 36-46,0,0.81,0,4.83,0,0,174.02,1.61,0.81,0,25.78,0,0,0.81,0,0,0,1.61,0,0,34.64,0,2.42,11.28,1053.82,2.42,12.89,3.22,0,0,16.92,0,0.81,0.81,0,187.72,0,0,3.22,0,1.61
 48-58,0,0.57,0,5.74,0,0,297.8,0.57,0.57,1.72,35.58,0.57,0,0.57,0,0,0,1.72,0.57,0.57,58.53,0,2.87,12.05,1121.21,0.57,6.89,2.3,0,0.57,8.03,0,0,0,0,208.29,0,0.57,3.44,0,1.15
 60-70,0,0,0,9.82,0.98,0,487.82,0,5.89,3.93,51.04,0,0,0,0,0,0,0.98,0,0,98.15,0.98,2.94,10.8,1355.48,0.98,14.72,6.87,0,0.98,18.65,0,0.98,0,0,150.17,0,0,6.87,0,0.98
 72-82,0,0.98,0,9.82,2.94,0,342.6,0.98,0.98,5.89,80.5,3.93,0,0.98,1.96,0.98,0.98,1.96,0,0,112.89,0.98,5.89,12.76,907.06,0,18.65,7.85,0,0.98,18.65,0,2.94,0,0,76.57,0,1.96,7.85,5.89,1.96
 84-94,0,0,0,12.74,2.12,0,221.97,1.06,1.06,3.19,44.61,1.06,1.06,1.06,1.06,2.12,5.31,3.19,0,0,70.09,0,6.37,7.43,375.96,3.19,8.5,11.68,0,1.06,45.67,0,0,0,0,48.85,4.25,4.25,4.25,4.25,1.06
 96-106,0,2.19,0,17.49,5.46,1.09,167.21,1.09,5.46,4.37,56.83,3.28,0,2.19,5.46,1.09,4.37,2.19,1.09,0,71.04,3.28,1.09,6.56,367.2,1.09,16.39,13.11,0,1.09,40.44,0,0,0,0,12.02,1.09,3.28,3.28,4.37,2.19
108-118,0,0.77,0.77,16.09,2.3,3.83,142.47,1.53,4.6,3.83,45.19,0.77,0,0,6.13,1.53,3.06,0.77,1.53,1.53,75.83,2.3,2.3,10.72,421.28,2.3,9.19,7.66,0,1.53,27.57,0,0.77,0,0,15.32,3.06,3.06,7.66,3.06,0
120,0,0,0,19.6,3.92,0,178.34,1.96,3.92,3.92,47.03,0,0,0,1.96,0,0,0,3.92,0,56.83,1.96,1.96,7.84,497.79,1.96,9.8,9.8,0,3.92,29.4,0,1.96,0,0,13.72,0,3.92,1.96,0,0
