stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,5.26,0,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,113.03,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,25.18,0,3.15,0,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,31.47,9.44,0,0,213.99,0,0,6.29,9.44,18.88,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,14,67,13,0,0,0,2,1,1,1,0,4,0,0,0,0,81,0,0,112,363,10,0,3,3,0,0,1,132,1,91,290,61,0,0,7,0,0
 24-34,0,0,0,0.82,21.34,33.66,61.56,23.8,14.78,9.03,17.24,0,0.82,12.31,0,9.85,0,0,2.46,0,394.01,0,2.46,263.49,1179.57,16.42,2.46,9.85,0,2.46,2.46,0,3.28,1.64,24.63,165.81,180.59,0,0,90.29,0,0
 36-46,0.81,0,0,0,8.06,2.42,61.23,59.62,7.25,36.26,29,0,0,16.11,0.81,0,0,0.81,0,0,575.25,0,13.7,261.04,887.85,16.92,1.61,9.67,0,1.61,1.61,0,4.83,0.81,23.36,7.25,252.17,0,1.61,87.01,0,0
 48-58,1.15,0,0,0,3.44,0.57,51.07,49.92,14.92,43.04,43.61,0,0.57,10.33,1.15,0.57,0,0,0,0.57,659.88,0,15.49,201.98,395.35,6.31,4.02,9.75,0.57,3.44,1.72,0,0,0,18.36,1.15,151.48,0,2.87,53.36,1.15,1.72
 60-70,0,0,0,0,4.91,0,50.06,56.93,21.59,45.15,91.28,0.98,0,7.85,0.98,1.96,0,0,0,0,846.07,0.98,26.5,165.88,226.73,5.89,0,5.89,0,4.91,0,0,0,0,18.65,0,52.02,0,15.7,40.24,5.89,2.94
 72-82,0,0,0,0,12.76,6.87,65.77,40.25,18.65,68.72,183.57,2.94,0,8.83,0.98,1.96,1.96,0,0,0,1060.19,0,14.72,191.42,257.2,9.82,1.96,13.74,0,5.89,0,0,0,0,9.82,0,36.32,0.98,20.61,62.83,25.52,0
 84-94,0,0,0,0,9.56,1.06,95.58,54.16,43.54,56.29,114.7,1.06,0,13.81,2.12,2.12,3.19,0,2.12,0,760.42,1.06,20.18,140.19,154,10.62,1.06,16.99,0,6.37,2.12,0,0,0,11.68,0,23.36,0,18.05,67.97,20.18,0
 96-106,0,0,3.28,0,21.86,5.46,69.94,75.41,53.55,60.11,138.79,6.56,0,15.3,0,0,3.28,1.09,1.09,1.09,748.6,1.09,19.67,132.23,170.48,13.11,5.46,14.21,1.09,13.11,5.46,0,0,0,9.84,0,20.76,0,20.76,90.71,30.6,2.19
108-118,0.77,0,1.53,0,9.96,0.77,32.94,54.38,53.62,44.43,127.92,5.36,0,6.13,3.06,2.3,9.19,0,2.3,0,608.94,0,10.72,119.49,175.41,15.32,3.06,19.92,0,7.66,2.3,0,0,2.3,7.66,0,13.02,0,16.09,66.64,10.72,0
120,0,0,0,0,15.68,3.92,39.2,27.44,35.28,13.72,66.63,3.92,0,9.8,0,1.96,0,1.96,1.96,0,393.92,1.96,3.92,117.59,115.63,11.76,1.96,11.76,0,11.76,1.96,0,1.96,0,7.84,0,11.76,3.92,5.88,72.51,15.68,0
