stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1,6,186,82,0,68,0,3,0,11,9,1,4,0,1,0,0,0,0,61,0,0,76,502,3,1,14,1,0,3,1,65,28,8,111,152,0,0,34,0,1
 24-34,0,0.82,0,52.53,14.78,0,47.61,1.64,18.06,1.64,9.03,2.46,0,4.93,0,0.82,0.82,0.82,2.46,0,69.77,0,0,27.91,609.9,4.93,7.39,10.67,0,0,7.39,0,0,16.42,4.93,21.34,151.04,0,0,113.28,0,4.93
 36-46,0,0,0,20.14,1.61,0,65.26,0.81,10.47,9.67,31.42,0,0,8.06,1.61,0,0.81,2.42,0.81,4.03,79.76,0,4.03,33.84,521.27,2.42,7.25,0.81,0,0.81,6.45,0,0,9.67,1.61,1.61,139.38,0,0.81,73.32,0.81,12.89
 48-58,0,0,0.57,15.49,0,0,97.55,1.72,8.61,21.8,56.23,1.72,0,9.18,1.72,0,1.72,1.72,0,2.87,114.19,0.57,11.48,18.36,388.47,1.72,4.02,5.74,0,0.57,2.87,0,0,5.16,1.15,0,81.48,0,2.3,79.19,0,17.79
 60-70,0.98,0,0,20.61,0.98,0,152.14,0.98,12.76,27.48,47.11,2.94,0,8.83,4.91,0,3.93,0.98,0.98,2.94,126.62,0,16.69,22.58,402.42,1.96,4.91,4.91,0,0,3.93,0,0,6.87,0.98,0,49.08,0,12.76,57.91,4.91,20.61
 72-82,0,0,0.98,22.58,1.96,0,167.86,0,10.8,36.32,56.94,4.91,0,11.78,12.76,0.98,4.91,2.94,0,0.98,176.7,0,18.65,29.45,310.21,0,8.83,12.76,0,3.93,5.89,0.98,0,14.72,0.98,0,25.52,2.94,12.76,106.02,16.69,11.78
 84-94,0,0,0,41.42,1.06,0,116.82,1.06,15.93,24.43,27.61,6.37,0,4.25,13.81,1.06,8.5,1.06,3.19,3.19,116.82,0,15.93,18.05,115.76,2.12,5.31,8.5,0,1.06,7.43,0,0,24.43,0,0,15.93,4.25,8.5,94.52,12.74,10.62
 96-106,0,2.19,1.09,27.32,3.28,2.19,116.93,0,30.6,25.14,40.44,16.39,0,9.84,19.67,1.09,5.46,0,1.09,0,122.4,1.09,19.67,6.56,137.7,1.09,8.74,14.21,0,3.28,16.39,0,0,29.51,3.28,0,15.3,2.19,2.19,132.23,15.3,7.65
108-118,0,0.77,3.83,39.06,0.77,6.13,104.17,0,48.26,16.09,25.28,19.92,0,5.36,15.32,0.77,18.38,1.53,6.89,3.06,92.68,0,9.19,18.38,122.55,0.77,4.6,14.55,0,1.53,5.36,0,0,28.34,3.06,0,3.06,3.83,3.83,88.09,7.66,17.62
120,0,0,1.96,33.32,0,1.96,52.91,1.96,13.72,9.8,21.56,7.84,0,1.96,25.48,1.96,7.84,1.96,0,0,74.47,1.96,11.76,7.84,107.79,0,9.8,11.76,0,1.96,5.88,0,0,27.44,0,0,5.88,1.96,9.8,58.79,1.96,9.8
