stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,30.65,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,57.83,0,7.89,0,0,0,262.87,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,1345.9,136.69,0,0,980.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,147.91,0,69.23,0,22.03,0,736.39,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,3489.99,113.29,0,0,1491.66,0,3.15,9.44,62.94,0,34.62,6.29,0,0,0,0,0
 14-21,0,0,1,0,16,79,0,89,0,0,0,27,2,0,7,0,0,0,0,4,14,160,0,0,133,1369,81,0,0,19,0,0,215,1,50,649,494,0,0,31,0,4
 24-34,0,0.82,0,0.82,4.1,9.03,0,109.99,0,0.82,4.1,43.51,0,0,8.21,0.82,0,2.46,0,0,20.52,252,0,0,146.11,1478.36,9.85,1.64,4.93,0,0,2.46,1.64,4.1,5.75,89.47,503.18,0,0,105.89,0,11.49
 36-46,0,0,0,0,4.03,2.42,0,145.02,4.83,1.61,7.25,87.82,0,0,14.5,0.81,0,5.64,0,0.81,8.86,246.53,0.81,9.67,89.43,969.22,2.42,1.61,0.81,0,0.81,2.42,0.81,4.83,8.06,0,443.12,0,0,46.73,0,12.89
 48-58,0.57,0,0,0,1.72,1.72,0,193.95,2.87,0,14.35,138.86,0,0,8.03,1.15,0.57,8.61,0,1.72,9.18,201.98,0,5.74,70.58,472.82,3.44,1.15,0,0,0.57,0.57,0,1.72,2.3,0,285.18,0,1.72,36.72,0,17.79
 60-70,0,0,0,0,6.87,1.96,0,318.01,12.76,0,11.78,179.62,0.98,0,3.93,1.96,0,11.78,0,0,3.93,250.29,0,12.76,50.06,449.54,0,0.98,0,0,1.96,3.93,0,2.94,6.87,0,191.4,0,8.83,28.46,3.93,21.59
 72-82,0,0,0,0,3.93,1.96,0,349.47,8.83,0.98,18.65,176.7,0.98,0.98,8.83,5.89,0,15.71,0,1.96,7.85,273.88,0,10.8,53.01,404.44,0.98,0.98,0.98,0,0.98,0.98,0,5.89,0,0,79.51,0,7.85,47.12,8.83,12.76
 84-94,0,0,1.06,0,10.62,5.31,2.12,241.08,5.31,1.06,6.37,125.32,0,0,6.37,4.25,0,21.24,1.06,1.06,12.74,172.05,0,9.56,41.42,237.9,1.06,0,2.12,0,1.06,3.19,0,5.31,1.06,0,50.98,1.06,5.31,37.17,8.5,9.56
 96-106,0,0,0,0,2.19,3.28,3.28,194.53,13.11,1.09,13.11,123.49,3.28,0,7.65,6.56,0,25.14,1.09,1.09,15.3,167.21,0,10.93,31.69,216.38,0,3.28,3.28,0,3.28,9.84,0,2.19,3.28,0,21.86,0,6.56,46.99,14.21,18.58
108-118,0,0,1.53,0,6.89,6.89,4.6,153.19,9.96,0,5.36,107.23,0.77,0,5.36,4.6,0,50.55,0,2.3,19.92,146.3,0,6.89,31.4,235.92,3.06,0,0.77,0,0.77,0.77,0,5.36,2.3,0,14.55,0.77,2.3,36,10.72,24.51
120,0,0,0,0,1.96,5.88,1.96,103.87,1.96,1.96,7.84,88.19,0,0,5.88,7.84,0,19.6,1.96,3.92,1.96,123.47,0,3.92,31.36,246.93,1.96,1.96,5.88,0,3.92,1.96,0,0,1.96,0,19.6,1.96,0,33.32,7.84,5.88
