stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,2095.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1133.98,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,24.52,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,65.72,31.54,0,47.32,0,0,107.78,0,0,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,751.81,52.57,0,0,278.64,0,5.26,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,31.47,0,9.44,122.73,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,3.15,881.15,40.91,0,0,292.67,0,6.29,3.15,3.15,37.76,0,3.15,0,0,0,0,0,0
 14-21,1,0,0,8,90,28,23,0,2,0,15,4,3,0,3,5,1,0,3,0,47,1,0,28,381,18,6,4,8,0,11,0,64,4,4,65,162,0,0,3,0,0
 24-34,0,0,4.1,5.75,30.37,4.93,75.52,0,4.93,1.64,17.24,2.46,0.82,3.28,5.75,8.21,0.82,3.28,1.64,2.46,60.74,1.64,0,28.73,758.47,5.75,17.24,5.75,0,0,18.88,0,0,0.82,0.82,26.27,193.72,0,0,22.16,0,1.64
 36-46,0,0,0,0,11.28,2.42,101.51,0,0,4.03,28.2,0,0,0.81,7.25,3.22,1.61,0,1.61,1.61,78.15,4.03,0.81,21.75,891.07,2.42,8.86,4.83,0,0,20.95,0,0,0.81,0,0.81,204.64,0,0,9.67,0.81,1.61
 48-58,0,0,0,0,7.46,4.02,190.5,1.15,3.44,0.57,45.9,0,2.3,2.3,2.3,0.57,2.3,2.87,1.15,2.3,88.94,0,2.3,13.77,745.95,1.15,5.74,2.87,0.57,0,14.35,0,0,0.57,0,0,162.39,0,0,7.46,0,6.31
 60-70,0,0,0,0,16.69,5.89,260.1,0.98,4.91,1.96,46.13,2.94,0.98,2.94,12.76,0.98,1.96,2.94,0.98,0,111.89,0,2.94,6.87,797.98,1.96,12.76,4.91,0,0.98,12.76,0,0,0,1.96,0,123.67,0.98,3.93,8.83,0.98,5.89
 72-82,0,0,0,0.98,16.69,16.69,255.23,0.98,2.94,9.82,73.62,5.89,0.98,0.98,6.87,2.94,1.96,6.87,0.98,0,171.79,1.96,4.91,12.76,713.67,0,13.74,5.89,0,0.98,32.39,0,0,0.98,0.98,0,73.62,2.94,1.96,12.76,0.98,5.89
 84-94,0,0,3.19,0,39.3,27.61,163.55,1.06,6.37,10.62,59.47,5.31,1.06,1.06,27.61,3.19,7.43,4.25,1.06,5.31,122.13,3.19,5.31,16.99,379.15,8.5,5.31,9.56,0,1.06,95.58,0,0,3.19,0,0,32.92,4.25,4.25,12.74,4.25,2.12
 96-106,0,0,2.19,0,48.09,20.76,133.33,1.09,5.46,5.46,55.74,8.74,0,3.28,26.23,9.84,5.46,5.46,2.19,4.37,139.88,1.09,6.56,13.11,309.28,2.19,13.11,15.3,0,1.09,67.76,0,0,1.09,1.09,0,27.32,6.56,5.46,22.95,4.37,3.28
108-118,0,0,0,0,65.87,11.49,118.72,0,13.79,9.19,46.72,12.26,0,1.53,24.51,9.19,11.49,5.36,2.3,2.3,140.94,3.06,3.06,20.68,432,1.53,15.32,9.96,0,0.77,65.87,0,0,0.77,1.53,0,16.09,4.6,3.06,13.02,3.06,9.96
120,0,0,1.96,0,60.75,11.76,66.63,1.96,3.92,1.96,39.2,5.88,0,1.96,11.76,1.96,1.96,3.92,1.96,0,74.47,1.96,5.88,13.72,333.16,3.92,1.96,0,0,1.96,58.79,0,0,0,0,0,19.6,3.92,0,15.68,3.92,1.96
