stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,2,0,0,2,0,0,2,4,0,0,0,0,0
 24-34,0,0,0,0,0.82,0,2.46,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,1.64,38.58,0.82,0.82,0,0,0,0.82,0,0,0,0,3.28,0,0,2.46,0,0.82
 36-46,0,0,0,0,0,0,3.22,0,0,0,0.81,0,0,0,0,0,0,0,0,0,1.61,0,0,1.61,50.76,0.81,3.22,0.81,0,0,2.42,0,0,0,0,20.14,0,0,1.61,0,0
 48-58,0,0,0,0,0,0,12.05,0,0.57,0,5.16,0,0,0,0,0,0,0,0,0.57,5.16,0,0,1.72,53.36,0.57,0,0.57,0,0,1.15,0,0,0.57,0,9.75,0,0,1.72,0,0
 60-70,0,0,0,0,0,0.98,33.37,0,0,0,2.94,0,0,0,0,0,0,0,0,0,9.82,0,0,0,37.3,0,0.98,0.98,0,0,1.96,0,0,0,0,11.78,0,0,0,0,1.96
 72-82,0,0,0.98,0,1.96,0.98,38.28,0.98,0,0.98,9.82,0,0.98,0,0,0,0,0,0,0,12.76,0,0,0,51.05,0,0.98,1.96,0,0,3.93,0,0,0,0,8.83,1.96,0,3.93,0,0.98
 84-94,0,0,0,0,3.19,3.19,38.23,0,0,1.06,8.5,0,0,0,3.19,1.06,1.06,0,1.06,0,21.24,0,1.06,0,38.23,0,3.19,2.12,0,1.06,6.37,0,1.06,0,0,6.37,0,1.06,0,2.12,3.19
 96-106,0,0,0,0,3.28,3.28,18.58,0,1.09,2.19,8.74,1.09,0,0,1.09,0,2.19,0,0,0,12.02,2.19,0,1.09,28.41,0,0,1.09,0,1.09,4.37,0,0,0,0,3.28,1.09,0,2.19,0,0
108-118,0,0,0,0,2.3,0.77,26.81,0,0.77,2.3,7.66,0.77,0,0.77,3.06,0.77,5.36,0,0,0.77,16.85,0,0.77,3.06,70.47,0,0,0,0,0,6.13,0,0,0,0,1.53,0.77,0,3.06,0.77,0.77
120,0,0,0,0,0,0,11.76,1.96,0,0,3.92,1.96,0,0,3.92,1.96,0,1.96,0,0,1.96,0,1.96,0,27.44,0,1.96,1.96,1.96,0,1.96,0,0,0,0,0,0,0,0,0,1.96
