stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,0,0,44.06,0,0,3.15,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,0,274,33,0,53,0,3,0,1,0,0,5,0,0,0,0,0,1,9,1,0,57,178,0,0,5,2,0,1,263,0,3,1502,14,0,0,59,0,1
 24-34,0,0,0,0.82,85.37,7.39,0,124.77,0,29.55,1.64,13.13,0,0,7.39,0,0,0,0.82,0,0,104.25,0,0,81.26,225.74,1.64,8.21,32.01,0.82,0,1.64,1.64,2.46,0,185.51,21.34,0,0,195.36,0,1.64
 36-46,0,0,0,0,41.89,3.22,0,45.12,4.83,70.9,4.03,37.87,0,0,4.03,0,0.81,0.81,0,0,0.81,201.42,0.81,0.81,58.01,201.42,0.81,18.53,15.31,0.81,0,1.61,0,0,0,0,19.34,0,0,124.07,0,0
 48-58,0,0,0,0,28.69,0.57,0,45.9,13.77,87.79,4.59,28.12,0,0.57,6.31,0,0.57,2.87,0.57,0.57,3.44,366.09,0.57,0,43.61,255.34,0,17.21,17.21,0,0,0.57,0,4.02,0,0,21.8,0,0.57,109.02,0,0.57
 60-70,0,0,0,0,34.35,1.96,0,64.78,24.54,90.3,3.93,47.11,0,0,0.98,0.98,0,4.91,0,0.98,5.89,466.22,0.98,2.94,36.32,291.51,0,12.76,14.72,0,0.98,0.98,0,7.85,0.98,0,19.63,0.98,3.93,81.47,0,0
 72-82,0,0,0,0,50.06,13.74,0,100.13,15.71,123.69,12.76,98.17,2.94,0,6.87,0,0.98,6.87,0,1.96,8.83,676.37,0,2.94,45.16,345.54,0,31.41,24.54,0,0,4.91,0,5.89,0,0,16.69,4.91,3.93,137.43,4.91,0
 84-94,1.06,0,2.12,0,86.03,5.31,0,117.89,20.18,223.03,6.37,67.97,3.19,0,3.19,1.06,9.56,16.99,0,0,33.99,452.43,0,0,35.05,180.55,1.06,23.36,30.8,0,0,7.43,0,1.06,1.06,0,8.5,19.12,5.31,116.82,2.12,2.12
 96-106,0,0,1.09,0,69.94,5.46,0,111.47,8.74,225.13,8.74,76.5,4.37,0,1.09,2.19,8.74,7.65,1.09,1.09,18.58,418.56,0,1.09,26.23,183.6,0,40.44,33.88,0,2.19,9.84,0,6.56,0,0,7.65,4.37,10.93,113.66,2.19,1.09
108-118,0,0,0,0,57.45,1.53,1.53,123.32,9.19,309.45,12.26,62.81,2.3,0,0.77,2.3,5.36,29.11,0.77,0,39.83,324,1.53,2.3,26.04,179.24,0,31.4,32.94,0,0.77,5.36,0,5.36,0,0,2.3,22.98,2.3,93.45,2.3,1.53
120,0,0,0,0,54.87,3.92,0,107.79,7.84,211.66,5.88,64.67,0,0,1.96,0,3.92,15.68,1.96,0,13.72,254.77,5.88,1.96,45.08,174.42,0,17.64,31.36,0,1.96,11.76,0,5.88,0,0,5.88,5.88,0,68.59,3.92,0
