stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,724.79,2068.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,943.96,3107.73,30.65,0,0,0,0,0,0,0,0,0,122.59,0,0,0,0,0,0,0,0,0,0,0,478.11,0,0,0,239.06,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,76.23,49.95,70.98,0,5.26,0,10.51,0,0,0,0,0,420.59,0,0,0,0,0,0,0,0,0,0,0,189.27,5.26,0,0,1096.17,0,2.63,5.26,0,5.26,0,0,0,0,0,0,0,0
 10-12,3.15,91.26,185.67,0,25.18,0,12.59,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,113.29,12.59,0,0,163.64,0,0,0,0,305.26,0,0,0,0,0,0,0,0
 14-21,1,0,96,45,36,0,58,0,0,0,0,45,1,1,2,0,0,0,1,1,271,0,0,128,135,0,1,0,0,0,2,0,9,8,0,0,14,0,0,7,0,0
 24-34,0,0,41.04,8.21,1.64,0,32.83,0,0,0.82,0,10.67,0,0.82,4.1,0,0,0,4.1,0.82,241.33,0,0.82,45.97,40.22,0,0,0,0,0,0.82,0,1.64,4.1,0,2.46,8.21,0,0,4.1,0,0
 36-46,0,0,5.64,9.67,0,0,16.92,0,0,0.81,0,5.64,0,0.81,3.22,0,0,0,3.22,0,207.06,0,5.64,15.31,23.36,0,0.81,0,0,0,0,0.81,0,0,0,0,3.22,0,0.81,0,0,0
 48-58,0,0,1.72,21.8,0,0,25.82,0,0.57,0.57,1.15,2.87,1.15,1.15,1.15,1.15,0,0,0,0,438.96,0,12.62,23.53,29.84,0,0.57,0.57,0,1.15,0.57,0,0,0,0,0,5.74,0,0.57,1.15,2.3,0
 60-70,0,0,0,15.7,0.98,0,24.54,0,0.98,0,1.96,2.94,0,3.93,0.98,0,0,0,0.98,0,595.78,0,22.58,19.63,23.56,0,0.98,0,0,0.98,5.89,0,0,0,0,0,1.96,0,16.69,1.96,5.89,0.98
 72-82,0,0,0,33.38,2.94,0,59.88,1.96,1.96,0,5.89,1.96,0.98,5.89,1.96,0,0.98,0,0.98,0,1019.95,0.98,53.99,20.61,46.14,0,2.94,0.98,0,4.91,13.74,0,0,0,0,0,3.93,0.98,60.86,12.76,27.49,0.98
 84-94,0,0,0,63.72,1.06,0,88.15,1.06,1.06,1.06,8.5,6.37,5.31,5.31,6.37,2.12,1.06,0,1.06,0,654.22,3.19,54.16,9.56,19.12,1.06,1.06,0,0,0,45.67,0,0,0,0,0,2.12,0,45.67,10.62,25.49,1.06
 96-106,0,0,0,103.82,2.19,0,57.92,2.19,6.56,2.19,6.56,6.56,0,4.37,3.28,0,2.19,0,2.19,0,707.07,2.19,34.97,12.02,40.44,0,3.28,1.09,0,8.74,63.39,0,0,0,0,0,1.09,0,50.27,17.49,33.88,2.19
108-118,0,0,0,85.02,0.77,0.77,26.04,1.53,9.96,1.53,2.3,4.6,0,4.6,2.3,1.53,4.6,1.53,0,0,623.49,2.3,29.87,6.13,29.87,0,0,1.53,0,3.83,53.62,0,0,0,0,0,0.77,3.06,27.57,17.62,16.85,0
120,0,0,0,66.63,0,0,17.64,0,5.88,0,1.96,3.92,0,0,1.96,1.96,1.96,0,3.92,0,505.62,1.96,43.12,7.84,47.03,0,0,0,0,7.84,66.63,0,0,0,1.96,0,3.92,0,29.4,17.64,25.48,0
