stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,2.63,36.8,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,63.09,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,97.56,0,3.15,182.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236.76,3.15,0,0,56.65,0,0,0,0,6.29,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,70,764,145,389,0,0,0,26,53,2,10,0,1,0,0,0,0,223,1,0,83,1373,5,0,2,8,0,7,2,4,57,1,8,822,0,0,80,0,2
 24-34,0,0.82,0.82,45.15,195.36,16.42,471.17,0,2.46,1.64,62.39,12.31,0,18.88,0,1.64,0.82,0,5.75,0.82,206.86,0.82,1.64,43.51,938.24,2.46,3.28,0.82,0,0.82,5.75,0,0,22.16,0,3.28,562.29,0,0,289.76,0,1.64
 36-46,0,0,0,3.22,31.42,3.22,470.51,0,0.81,0,41.89,3.22,0,19.34,0.81,0,0,0,0.81,0,95.87,0.81,10.47,17.72,605.86,0.81,4.83,2.42,0,1.61,0.81,0,0,12.09,0,0,314.21,0,0.81,196.58,0,0.81
 48-58,0,0,0,0,12.05,5.74,1042.03,0.57,0.57,0.57,28.12,0,0,23.53,0,0,1.15,0.57,0,0,57.38,0.57,18.36,11.48,559.46,0,0.57,4.02,0,1.72,0.57,0,0,6.89,0,0,197.39,0,0.57,168.7,0.57,0
 60-70,0,0,0,0,2.94,0.98,1498.78,0.98,0.98,0.98,45.15,0,0,11.78,0.98,0.98,0,0,0.98,0,41.22,0,13.74,7.85,473.09,0,0,8.83,0,0.98,1.96,0,0,5.89,0,0,96.19,0,4.91,148.21,0,1.96
 72-82,0,0,0,0,11.78,2.94,1032.71,0.98,0,2.94,88.35,1.96,0,18.65,0,0,0,0,0,0,48.1,0,18.65,7.85,504.57,0,0.98,25.52,0,1.96,1.96,0,0,4.91,0,0,60.86,0,3.93,288.61,3.93,0
 84-94,0,0,0,0,9.56,1.06,823.08,0,2.12,2.12,52.04,0,0,18.05,1.06,0,1.06,2.12,2.12,0,46.73,0,20.18,2.12,270.82,1.06,0,12.74,0,3.19,2.12,0,0,11.68,1.06,0,39.3,2.12,5.31,242.14,1.06,0
 96-106,0,0,0,0,14.21,1.09,486.32,0,1.09,1.09,56.83,2.19,0,40.44,2.19,1.09,0,6.56,1.09,0,52.46,1.09,22.95,1.09,229.5,0,0,27.32,0,3.28,1.09,0,0,13.11,0,0,29.51,2.19,3.28,304.9,3.28,0
108-118,0.77,0,0,0,8.43,3.06,370.73,0,0.77,0,48.26,0,0,14.55,0.77,0.77,0.77,0,5.36,0,39.06,0,12.26,3.06,247.41,0,3.83,20.68,0,3.83,1.53,0,0,7.66,0,0,17.62,1.53,0.77,223.66,2.3,0
120,0,0,0,0,5.88,0,199.9,0,1.96,0,27.44,0,0,7.84,1.96,1.96,0,1.96,0,0,31.36,0,11.76,1.96,223.42,1.96,0,15.68,0,5.88,0,0,0,0,0,0,11.76,0,1.96,162.66,1.96,0
