stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,500.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,698.78,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,0,10.51,0,0,0,63.09,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,523.11,18.4,0,0,199.78,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,34.62,0,0,0,59.79,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,538.13,18.88,0,0,163.64,0,0,3.15,0,25.18,0,0,0,0,0,0,0
 14-21,0,0,1,6,28,5,0,19,0,0,0,4,1,0,1,0,0,0,0,0,0,13,0,0,8,222,3,0,5,5,0,3,1,26,3,28,57,0,0,2,0,0
 24-34,0,0,0.82,4.1,5.75,3.28,0,54.18,0,0.82,3.28,8.21,0,0,0.82,0,3.28,0.82,1.64,0,0.82,40.22,0.82,0,17.24,496.62,0,2.46,4.1,0,0,6.57,0,0,2.46,4.1,119.84,0,0,12.31,0,0.82
 36-46,0,0,0,0,9.67,0,0,126.49,0,0.81,1.61,16.11,0,0,0,0.81,0,0,0,0,0.81,40.28,0,0,8.86,404.45,0.81,4.03,3.22,0,0,5.64,0,0,0.81,0,91.04,0,0,2.42,0,0.81
 48-58,0,0,0,0,4.59,0.57,0,139.43,0,2.87,2.87,24.67,0,0,0.57,1.15,0.57,1.15,0.57,1.15,0,48.77,0,0.57,6.31,240.42,0.57,1.72,1.72,0,0,1.72,0,0,0,0,47.05,0,0.57,2.3,0,0
 60-70,0,0,0,0,7.85,0,0,168.82,0,0.98,0.98,30.43,0,0.98,0.98,0.98,0,0,0.98,0,1.96,64.78,0.98,1.96,5.89,256.18,0,2.94,0,0,0,6.87,0,0,0,0,33.37,0,0.98,3.93,0,0
 72-82,0,0,0.98,0,9.82,2.94,0,125.65,0,0,6.87,43.19,3.93,1.96,1.96,2.94,0,0.98,3.93,0,0.98,88.35,0.98,1.96,5.89,207.13,0,1.96,1.96,0,0,0.98,0,0,0.98,0,11.78,1.96,1.96,4.91,1.96,0.98
 84-94,0,0,3.19,0,9.56,8.5,0,113.64,2.12,4.25,2.12,23.36,1.06,0,2.12,7.43,2.12,1.06,1.06,2.12,0,54.16,1.06,5.31,8.5,135.94,3.19,2.12,1.06,0,0,7.43,0,0,1.06,0,8.5,2.12,2.12,7.43,4.25,0
 96-106,0,0,0,0,12.02,8.74,0,83.06,0,2.19,1.09,22.95,4.37,0,2.19,6.56,1.09,2.19,1.09,2.19,2.19,50.27,2.19,1.09,4.37,99.45,1.09,3.28,4.37,0,2.19,10.93,0,0,0,0,4.37,0,2.19,5.46,3.28,2.19
108-118,0,0,0,0,13.79,6.13,3.06,66.64,0,3.83,2.3,23.74,2.3,0,2.3,5.36,3.06,2.3,1.53,1.53,1.53,44.43,0.77,2.3,6.13,135.58,1.53,3.06,1.53,0,0.77,7.66,0,0,0.77,0,1.53,1.53,0.77,5.36,2.3,3.06
120,0,0,0,0,17.64,9.8,0,45.08,0,5.88,0,33.32,1.96,0,0,7.84,7.84,0,0,1.96,0,39.2,0,0,11.76,107.79,1.96,0,3.92,0,0,5.88,0,0,0,0,7.84,1.96,1.96,17.64,0,0
