stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88,0,0,0,3.15,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,2,2,41,21,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,14,1,0,0,6,0,0,1,2,0,0,32,0,0,2,0,0
 24-34,0,0,0,0,79.62,6.57,0,0.82,0,3.28,0,4.1,3.28,0,0,0,0,0,0,0,3.28,0,0,0,9.03,0,0,0,0,0,0,0,0.82,0,3.28,15.6,0,0,10.67,0,0.82
 36-46,0,0,0,0,27.39,0.81,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0.81,4.83,0,0.81,0,0,0,0,0,0,0,0,4.03,0,0,0.81,0,0.81
 48-58,0,0,0,0,0.57,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.57,0,0
 60-70,0,0,0,0,0,0,0,0.98,0,0,0,0,8.83,0,0,0,0,0,2.94,0,0.98,0,0,0.98,3.93,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0
 72-82,0,0,4.91,0,3.93,3.93,0,36.32,0.98,0,0,5.89,74.61,0.98,2.94,0.98,0.98,3.93,3.93,0,30.43,0.98,3.93,2.94,115.84,0.98,2.94,2.94,0,0.98,8.83,0,0,0,0,9.82,1.96,0,3.93,3.93,1.96
 84-94,0,0,5.31,0,5.31,5.31,0,16.99,2.12,1.06,0,5.31,123.2,1.06,0,1.06,0,1.06,4.25,0,12.74,0,0,2.12,59.47,0,2.12,1.06,0,0,9.56,0,1.06,1.06,0,2.12,1.06,0,1.06,1.06,0
 96-106,0,0,9.84,0,36.06,29.51,2.19,132.23,5.46,3.28,7.65,41.53,158.46,5.46,6.56,4.37,2.19,4.37,12.02,1.09,88.52,2.19,5.46,9.84,212.01,1.09,4.37,6.56,0,6.56,68.85,0,0,0,0,7.65,5.46,1.09,10.93,6.56,9.84
108-118,0,0,6.89,0,52.09,21.45,7.66,151.66,1.53,14.55,5.36,46.72,190.72,3.06,14.55,6.89,12.26,2.3,13.79,5.36,128.68,2.3,6.13,21.45,340.09,5.36,3.83,6.13,0,3.83,85.79,0,0,0,0,13.79,3.83,3.06,13.02,3.83,13.79
120,0,0,5.88,0,21.56,5.88,1.96,70.55,1.96,0,3.92,11.76,180.3,0,5.88,0,5.88,1.96,5.88,0,66.63,3.92,1.96,11.76,148.94,5.88,1.96,5.88,0,1.96,19.6,0,0,0,0,5.88,1.96,1.96,5.88,1.96,1.96
