stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,0,0,3.15,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,81.82,6.29,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1,1,15,0,0,4,0,0,0,1,0,0,1,0,0,0,0,5,2,8,0,0,4,63,3,0,2,1,0,0,4,53,0,7,34,0,0,1,0,2
 24-34,0,0.82,0,5.75,0,0,9.03,0,0.82,0,3.28,0,0.82,0.82,0,0.82,0,0,3.28,38.58,8.21,0,0,9.85,118.2,2.46,0,4.93,0,0,8.21,0,70.59,0,2.46,36.94,0,0,3.28,0,27.09
 36-46,0,0.81,0,1.61,0,0,16.92,0,0.81,0.81,11.28,0,0,0,0.81,0,0,0.81,1.61,93.46,12.89,0,0,3.22,145.02,3.22,0,0,0,0,1.61,0,33.03,0,0,41.09,0,0,2.42,0,43.51
 48-58,0,0,0,2.3,0.57,0,30.41,0,1.15,0,39.02,0,2.3,1.15,0,0.57,1.72,0.57,0.57,86.64,26.4,0.57,0.57,4.59,97.55,0.57,0,1.15,0,0,1.72,0,21.8,0,0,28.12,0,0,1.15,0,62.54
 60-70,0,0,0,5.89,0,0,53.98,0,5.89,1.96,115.82,0,0,2.94,0.98,0,3.93,0.98,0,58.89,37.3,0,0.98,1.96,174.71,0.98,0,2.94,0,0.98,3.93,0,21.59,0.98,0,38.28,0,0,4.91,0,50.06
 72-82,0,1.96,0,6.87,4.91,0,50.06,0.98,0,3.93,269.96,1.96,0.98,1.96,1.96,0,0.98,3.93,0.98,60.86,44.17,0,0.98,2.94,121.73,0.98,0,3.93,0,0,4.91,0,41.23,0,0,18.65,0.98,1.96,10.8,2.94,35.34
 84-94,0,2.12,0,6.37,1.06,0,41.42,1.06,1.06,2.12,143.38,3.19,0,1.06,3.19,0,3.19,0,0,103.02,32.92,0,4.25,2.12,57.35,1.06,2.12,2.12,0,0,12.74,0,96.65,0,0,15.93,0,1.06,2.12,0,37.17
 96-106,0,1.09,0,12.02,5.46,0,53.55,1.09,4.37,0,178.13,4.37,0,0,6.56,1.09,3.28,5.46,2.19,71.04,18.58,0,1.09,4.37,84.15,2.19,1.09,6.56,0,0,17.49,0,108.19,1.09,0,5.46,0,1.09,7.65,3.28,31.69
108-118,0,0.77,2.3,8.43,3.83,3.06,34.47,0.77,1.53,1.53,140.94,3.06,0,0,3.06,2.3,5.36,0.77,3.83,98.81,15.32,2.3,1.53,3.06,62.04,2.3,0.77,3.83,0,0.77,7.66,0,108,0,0,4.6,1.53,1.53,1.53,0,38.3
120,0,0,1.96,1.96,1.96,0,27.44,0,3.92,1.96,195.98,3.92,0,1.96,0,0,1.96,0,3.92,47.03,9.8,0,0,1.96,70.55,3.92,0,0,0,1.96,5.88,0,86.23,0,0,5.88,0,1.96,3.92,3.92,19.6
