stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,42.06,0,178.75,0,0,0,81.49,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,507.34,68.35,0,0,360.13,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,44.06,0,141.61,0,3.15,0,204.55,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,1601.81,59.79,0,0,421.69,0,0,0,103.85,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,22,78,68,0,69,0,0,0,58,30,0,4,0,2,0,1,1,0,62,0,0,41,1397,18,1,7,28,0,0,77,9,46,161,514,0,0,55,0,0
 24-34,0,0,0,6.57,40.22,7.39,0,170.74,0,1.64,3.28,89.47,10.67,0,12.31,0,11.49,0.82,22.16,4.1,1.64,146.93,0.82,0,58.28,2199.07,3.28,4.93,14.78,0.82,0,0.82,0,5.75,9.85,56.64,543.41,0,0,164.17,0,0.82
 36-46,0,0,0,1.61,23.36,0,0,452.79,1.61,1.61,9.67,149.85,4.83,0,6.45,0.81,4.83,0,25.78,0.81,0.81,229.62,2.42,1.61,45.12,2010.14,1.61,4.83,17.72,0,0,1.61,0,4.03,8.06,1.61,572.03,0,1.61,99.9,0,0
 48-58,0,0.57,0,0,10.9,0.57,0,363.79,1.72,1.15,7.46,231.24,2.87,0,4.59,2.3,1.72,1.15,21.8,2.3,0,261.66,0,3.44,37.87,723.57,0.57,0.57,17.21,0,0.57,2.87,0,1.72,3.44,0,285.18,0,0,76.89,0,0.57
 60-70,0,0,0,0,6.87,0.98,0,406.35,3.93,3.93,12.76,354.33,4.91,0,3.93,5.89,9.82,0,22.58,2.94,0,462.3,0.98,5.89,32.39,369.05,0.98,0,10.8,0,0.98,0.98,0,6.87,0,0,140.36,0,4.91,70.67,2.94,0.98
 72-82,0,0,0.98,0,8.83,2.94,0,236.58,1.96,1.96,17.67,283.7,4.91,0,8.83,11.78,8.83,2.94,27.49,0,0,418.19,0,10.8,49.08,264.07,0,2.94,25.52,0,4.91,1.96,0,5.89,0.98,0,59.88,0,9.82,114.85,9.82,0.98
 84-94,0,0,0,1.06,23.36,1.06,1.06,225.15,5.31,3.19,10.62,199.66,7.43,0,2.12,7.43,14.87,0,26.55,3.19,2.12,288.87,1.06,16.99,28.68,212.41,3.19,3.19,18.05,0,2.12,1.06,0,2.12,1.06,0,46.73,0,5.31,114.7,8.5,0
 96-106,0,0,0,1.09,38.25,3.28,1.09,201.08,2.19,3.28,7.65,178.13,4.37,0,8.74,14.21,13.11,0,21.86,3.28,0,243.7,2.19,9.84,21.86,217.48,2.19,8.74,21.86,0,2.19,2.19,0,5.46,1.09,0,16.39,2.19,8.74,138.79,16.39,3.28
108-118,0,0,0,0,30.64,3.83,0.77,160.85,1.53,2.3,6.89,176.17,8.43,0,2.3,8.43,13.79,1.53,20.68,4.6,1.53,192.26,0.77,3.06,35.23,205.28,0.77,6.13,22.98,0,3.83,1.53,0,0.77,0.77,0,12.26,3.06,3.83,94.21,9.96,4.6
120,1.96,0,0,1.96,33.32,9.8,1.96,115.63,11.76,9.8,9.8,127.39,9.8,0,9.8,11.76,15.68,0,11.76,1.96,0,166.58,0,3.92,37.24,156.78,3.92,3.92,27.44,0,3.92,0,0,3.92,0,0,9.8,0,3.92,70.55,3.92,1.96
