stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,118.6,1462.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,1869.54,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,6.13,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,18.4,0,70.98,0,0,0,107.78,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,801.76,28.92,0,0,494.2,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,50.35,0,6.29,0,69.23,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,594.78,12.59,0,0,349.31,0,3.15,0,0,18.88,0,3.15,0,0,0,0,0
 14-21,0,0,1,2,10,6,0,12,0,0,0,4,1,0,1,0,0,0,0,0,0,7,0,0,9,160,1,1,3,5,0,0,1,23,1,19,52,0,0,1,0,0
 24-34,0,0.82,0,0.82,8.21,0,0,48.43,0,0,0.82,6.57,0.82,0,0,0,0,0,0,0.82,0,36.94,0,0,19.7,309.46,0.82,0,4.1,0,0,1.64,0,0,0,8.21,80.44,0,0,5.75,0,2.46
 36-46,0,0,0,0.81,3.22,0,0,54.79,0.81,0,0,5.64,0.81,0,2.42,0,0,0,0,0.81,0,38.67,0,1.61,4.83,215.11,0,1.61,1.61,0,0,0,0.81,0,0.81,0,69.29,0,0.81,1.61,0,0
 48-58,0,0,0,0,6.31,0.57,0,77.46,0.57,1.15,1.72,13.2,0,0,0.57,0,0,0.57,0,0,0.57,38.44,0,1.15,3.44,170.99,1.15,0.57,1.15,0,0,0.57,0,0,0.57,0,28.69,0,0,0.57,0.57,1.15
 60-70,0,0,0,0,4.91,0.98,0,83.43,0.98,0,0.98,16.69,0,0,0.98,0.98,0,0,0.98,0.98,0,39.26,0,0.98,2.94,177.66,0,0,1.96,0,0,1.96,0,0,0,0,18.65,0,0.98,2.94,0.98,0
 72-82,0,0,0.98,0,2.94,0,0,92.28,0,0,2.94,16.69,1.96,0,0,0,0,0,0,0,0,53.99,0,0,5.89,164.92,0.98,4.91,1.96,0,0,1.96,0,0,0,0,12.76,0,0,5.89,0.98,0.98
 84-94,0,0,0,0,8.5,2.12,0,60.54,0,0,2.12,12.74,0,0,0,2.12,1.06,0,1.06,1.06,1.06,35.05,1.06,0,6.37,73.28,2.12,1.06,0,0,0,3.19,0,0,1.06,0,9.56,1.06,1.06,6.37,0,0
 96-106,0,0,0,0,4.37,0,0,27.32,1.09,0,1.09,13.11,0,0,0,0,0,0,0,1.09,0,16.39,0,1.09,4.37,62.29,0,2.19,2.19,0,1.09,3.28,0,0,0,0,5.46,0,0,2.19,0,1.09
108-118,0,0,1.53,0,3.83,0,0,29.87,0.77,1.53,2.3,8.43,1.53,0,0,0.77,0,0.77,0,0,0.77,26.04,0.77,0.77,6.13,81.96,0,0.77,1.53,0,0,0.77,0.77,0,0,0,3.06,0,0,3.83,0,0
120,0,0,0,0,7.84,3.92,1.96,29.4,0,1.96,1.96,23.52,0,0,0,0,0,0,0,1.96,0,13.72,0,0,7.84,113.67,0,0,1.96,0,0,1.96,0,0,1.96,0,5.88,0,0,1.96,1.96,1.96
