stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,753.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,21.03,0,36.8,0,0,60.46,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,433.74,7.89,0,0,136.69,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,336.73,9.44,0,0,78.67,0,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,44,7,23,0,0,0,7,1,1,0,0,1,0,0,0,1,25,0,0,22,326,2,0,2,5,0,0,0,35,2,6,36,125,0,0,0,0,0
 24-34,0,0,0.82,7.39,11.49,0.82,59.92,0,0.82,0,9.85,0,0,0.82,0,1.64,0,0,0.82,1.64,41.86,0,0.82,15.6,434.23,2.46,2.46,2.46,0,0,2.46,0,0.82,0.82,0,6.57,98.5,0,0,4.93,0,0
 36-46,0,0,0,0.81,9.67,0.81,111.99,1.61,0.81,1.61,11.28,0,0,0.81,0,0,0,0,0,0.81,49.15,1.61,0,16.92,533.35,1.61,3.22,0.81,0,0,3.22,0,0,0,0,0,136.16,0,0,2.42,0,1.61
 48-58,0,0,0,0,5.16,0,98.69,0,0,0.57,18.36,0,0,1.15,0,0.57,0,0.57,0,0,54.51,0,3.44,9.75,300.1,1.15,0,2.87,0,0,4.59,0,0,0.57,0,0,61.4,0,0,5.16,0,1.72
 60-70,0,0,0,0,3.93,0,140.36,0.98,0,0.98,31.41,0.98,0,0,0,0.98,0,0,0,0,41.22,0,1.96,3.93,445.61,0,1.96,0.98,0,0,3.93,0,0,0.98,0,0,73.61,0,0.98,1.96,0,0
 72-82,0,0,0.98,0,8.83,2.94,96.2,0,0,2.94,28.47,0.98,0,0.98,0.98,0,0.98,3.93,0,0,57.92,0.98,0.98,5.89,230.69,0.98,2.94,1.96,0,0.98,2.94,0,0,0,0,0,32.39,0.98,0.98,5.89,0.98,0
 84-94,0,0,0,0,11.68,1.06,77.53,0,1.06,2.12,24.43,1.06,0,1.06,2.12,1.06,0,2.12,0,1.06,46.73,0,1.06,5.31,128.51,0,2.12,2.12,0,0,8.5,0,0,0,1.06,0,21.24,1.06,2.12,5.31,1.06,1.06
 96-106,0,0,0,0,6.56,2.19,51.36,0,2.19,2.19,26.23,2.19,0,2.19,1.09,0,1.09,1.09,1.09,0,48.09,1.09,2.19,3.28,102.73,1.09,5.46,3.28,0,0,9.84,0,0,0,0,0,10.93,0,3.28,3.28,2.19,0
108-118,0,0,0,0,12.26,0,37.53,0,0.77,1.53,16.09,2.3,0,0,0.77,1.53,0.77,0,0,0.77,30.64,0.77,0.77,3.83,137.11,0.77,0.77,2.3,0,0,6.13,0,0,1.53,0.77,0,6.13,0.77,0,4.6,0.77,1.53
120,0,0,0,0,7.84,3.92,47.03,1.96,0,1.96,15.68,0,0,0,3.92,3.92,0,0,1.96,0,41.16,0,0,1.96,141.1,1.96,0,0,0,0,5.88,0,0,0,0,0,0,0,0,1.96,1.96,0
