stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,0,0,14,0,0,0,1,1,0,0,0,1,2,0,0,23,0,0,0,1,30,0,0,0,0,0,0,0,1,1,1,0,11,0,0,0,0,49
 24-34,0,0,0,4.1,0.82,0,19.7,0,0,0.82,3.28,0,0,0,0.82,0,2.46,0,2.46,18.06,4.93,1.64,0,0.82,88.65,0,1.64,0,0,0,1.64,0,0,3.28,0.82,1.64,15.6,0,0,3.28,0,160.89
 36-46,0,0,0,1.61,0,0,10.47,0,0,0,10.47,0.81,0,0,0.81,0,0,0.81,0,0.81,10.47,0,0,2.42,62.04,0.81,0,0,0,0,0.81,0,0,4.83,0,0,17.72,0,0,1.61,0,91.85
 48-58,0,0,0,0.57,0,0,16.07,0,0,1.15,19.51,0,0.57,0,4.59,0,1.72,0,0.57,0.57,10.9,0,0,2.87,25.82,0,0.57,0,0,0,0.57,0,0,4.59,1.15,0,12.05,0,0,1.72,0,87.22
 60-70,0,0,0,2.94,0,0,17.67,3.93,0,0.98,32.39,1.96,0,0,1.96,0.98,0,0,2.94,0,17.67,0,0,2.94,25.52,0,1.96,1.96,0,0,1.96,0,0,8.83,0,0,11.78,0,0,0.98,0,54.97
 72-82,0,2.94,0,6.87,1.96,0,16.69,1.96,0.98,2.94,64.79,4.91,0,0.98,2.94,0.98,0,1.96,10.8,0.98,71.66,1.96,0.98,2.94,31.41,0,0,2.94,0,0,2.94,0,0,17.67,0.98,0,2.94,0,3.93,10.8,0,49.08
 84-94,0,3.19,1.06,4.25,0,0,20.18,0,2.12,3.19,33.99,12.74,1.06,0,11.68,5.31,1.06,0,29.74,0,40.36,1.06,0,5.31,27.61,1.06,2.12,2.12,0,0,16.99,0,0,21.24,1.06,0,5.31,1.06,1.06,5.31,1.06,43.54
 96-106,0,0,0,13.11,1.09,1.09,25.14,1.09,2.19,3.28,46.99,7.65,0,1.09,7.65,6.56,0,3.28,43.71,0,54.64,2.19,3.28,0,38.25,1.09,1.09,7.65,0,0,25.14,0,0,31.69,2.19,0,3.28,0,0,9.84,4.37,45.9
108-118,0,0,0,13.02,5.36,2.3,19.92,2.3,1.53,5.36,46.72,11.49,0,2.3,3.83,2.3,0.77,2.3,76.6,0.77,52.09,0,0.77,8.43,31.4,2.3,1.53,6.89,0,1.53,26.04,0,0,16.09,3.06,0,2.3,2.3,0.77,8.43,2.3,49.79
120,0,0,0,17.64,0,1.96,19.6,1.96,3.92,5.88,47.03,21.56,0,1.96,15.68,5.88,3.92,0,62.71,0,84.27,0,0,5.88,33.32,1.96,3.92,5.88,0,1.96,35.28,0,0,17.64,0,0,1.96,0,0,3.92,3.92,19.6
