stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,144.96,4440.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.38,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,999.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,0,0,91.94,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,7.89,0,13.14,0,0,0,34.17,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,291.79,44.69,0,0,84.12,0,5.26,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,18.88,0,9.44,0,28.32,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,188.82,62.94,0,0,47.2,0,0,6.29,0,15.73,0,0,0,0,0,0,0
 14-21,0,0,0,3,30,13,0,10,0,0,0,1,7,0,1,0,0,0,0,0,1,18,0,0,15,82,30,0,1,3,0,3,1,3,2,14,80,0,0,10,0,0
 24-34,0,0,0.82,0,9.85,3.28,0,9.03,0,7.39,3.28,10.67,0,0,0,0,4.1,0,0,0,4.93,41.04,0.82,0,23.8,315.21,17.24,1.64,4.1,0,0,4.1,0,0,4.1,5.75,78.8,0,0,24.63,0,0
 36-46,0,0,1.61,0,5.64,0,0,43.51,0,0.81,8.06,16.11,0.81,0,0.81,0.81,3.22,0,0,0.81,6.45,58.81,0,0.81,17.72,583.3,13.7,7.25,1.61,0,1.61,3.22,0,0,3.22,0,145.02,0,0,15.31,0,0
 48-58,0,0.57,0.57,0,5.16,0.57,0,129.68,0,2.3,6.89,39.59,0,0.57,0.57,0.57,1.15,0.57,0.57,0,4.59,87.22,0.57,1.72,14.92,607.09,14.35,1.72,3.44,0.57,0,2.3,0,0,1.72,0,117.63,0,0.57,8.61,0,1.15
 60-70,0,0,1.96,0,6.87,0,0,396.53,0,1.96,4.91,37.3,1.96,0,0,1.96,0.98,2.94,0,0.98,8.83,151.15,0,1.96,10.8,778.35,17.67,4.91,6.87,0,0.98,3.93,0,0,2.94,0,86.37,0,4.91,8.83,0,0.98
 72-82,0,0,0.98,0,4.91,1.96,0.98,441.75,0,0,9.82,20.61,1.96,0,1.96,1.96,2.94,5.89,1.96,0.98,0.98,159.03,0,1.96,9.82,482.98,6.87,2.94,15.71,0,1.96,0.98,0,0,1.96,0,34.36,0.98,0.98,21.6,3.93,0
 84-94,0,0,1.06,0,6.37,2.12,1.06,414.19,1.06,0,9.56,26.55,16.99,0,1.06,3.19,5.31,3.19,2.12,1.06,6.37,113.64,2.12,5.31,5.31,251.7,8.5,3.19,11.68,0,0,2.12,0,0,2.12,0,21.24,0,3.19,20.18,2.12,0
 96-106,0,0,2.19,0,7.65,2.19,0,302.72,1.09,0,4.37,15.3,9.84,0,4.37,3.28,2.19,0,6.56,1.09,2.19,53.55,0,0,1.09,160.65,4.37,4.37,13.11,0,2.19,2.19,0,0,3.28,0,8.74,0,3.28,12.02,3.28,0
108-118,0,0,0.77,0,6.89,0,12.26,301.79,0,1.53,3.06,10.72,18.38,0,3.06,1.53,2.3,2.3,1.53,0.77,7.66,39.06,1.53,1.53,3.83,163.92,9.96,3.83,13.02,0,0.77,3.06,0,0,1.53,0,6.89,2.3,6.13,13.79,2.3,0
120,0,0,1.96,1.96,9.8,3.92,1.96,270.45,0,3.92,1.96,15.68,21.56,0,0,1.96,1.96,0,5.88,0,3.92,21.56,0,0,0,182.26,11.76,3.92,7.84,0,1.96,1.96,0,0,7.84,0,9.8,1.96,0,13.72,0,0
