stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,3.15,0,0,3.15,0,0,0,0,25.18,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,54,0,0,20,17,0,2,0,0,0,7,1,1,0,32,10,20,0,0,8,0,0
 24-34,0.82,0,0,0,0,0,0,7.39,0,5.75,0.82,0,0,2.46,0,4.93,0,0,0,0,82.09,0,0,19.7,89.47,0,9.85,0,0,0.82,16.42,0,0,0,0.82,0.82,42.68,0,0,54.18,0,0
 36-46,0,0,0,0,0,0,0,28.2,0,0.81,3.22,3.22,0,4.03,0.81,0.81,0,0,0,0,99.1,0,0,12.89,217.53,0,9.67,1.61,0,0.81,25.78,0,0.81,0,0,0,90.23,0,0,53.98,0,0
 48-58,0,0,0.57,0,0,0.57,0,207.14,0,1.15,4.59,13.77,0,6.31,0.57,0.57,0,0.57,0,0,114.19,0,0.57,13.77,306.99,0,5.16,0,0,0.57,28.69,0,0,0,0,0,51.64,0,0,55.66,0.57,0.57
 60-70,0,0,0,0,4.91,0,0,640.93,0,0.98,10.8,22.58,0,10.8,3.93,0.98,0,0,0,0,135.45,0,3.93,17.67,655.66,0,7.85,0,0,2.94,34.35,0,0.98,0.98,0,0,65.76,0,1.96,61.84,0,0
 72-82,0,0,1.96,0.98,3.93,1.96,0,963.99,0,2.94,11.78,48.1,0.98,9.82,4.91,2.94,3.93,1.96,0,0.98,179.64,0.98,3.93,18.65,736.25,0,5.89,2.94,0,0.98,32.39,0,0,0,0,0,42.21,0.98,6.87,124.67,2.94,0.98
 84-94,0,0,0,0,11.68,1.06,3.19,514.03,0,1.06,10.62,35.05,1.06,5.31,6.37,13.81,3.19,0,0,1.06,122.13,0,9.56,8.5,341.98,0,7.43,3.19,0,1.06,60.54,0,0,0,0,0,37.17,0,4.25,96.65,1.06,1.06
 96-106,0,0,3.28,0,17.49,1.09,2.19,462.27,1.09,0,7.65,43.71,1.09,16.39,6.56,12.02,3.28,4.37,2.19,0,130.05,1.09,4.37,9.84,304.9,0,12.02,4.37,0,7.65,125.68,0,0,2.19,1.09,0,10.93,1.09,2.19,150.81,4.37,0
108-118,0,0,0,0,13.79,0.77,6.13,333.19,0,3.06,7.66,30.64,0.77,6.89,6.13,17.62,3.83,1.53,1.53,1.53,134.81,2.3,11.49,8.43,372.26,0.77,7.66,2.3,0,9.19,146.3,0,0,0.77,0,0,9.19,0.77,3.06,118.72,4.6,0
120,0,0,0,0,29.4,0,3.92,188.14,0,5.88,3.92,27.44,3.92,9.8,7.84,7.84,5.88,1.96,1.96,0,60.75,1.96,7.84,5.88,295.93,0,5.88,1.96,0,5.88,146.98,0,0,1.96,0,0,9.8,0,3.92,97.99,1.96,0
