stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,416.82,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,0,15.77,0,0,13.14,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,173.5,7.89,0,0,73.6,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.03,6.29,0,0,59.79,0,0,3.15,0,9.44,0,0,0,0,0,0,0
 14-21,0,0,0,1,10,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,4,81,1,1,1,0,0,0,0,9,3,13,30,0,0,1,0,0
 24-34,0,0,0,0,9.85,0,24.63,0,0,0,4.1,0.82,0,0,0,1.64,0.82,0,0,0,15.6,0,0,6.57,242.97,4.1,4.1,2.46,0,0,4.1,0,0,0,1.64,43.51,0,0,2.46,0,1.64
 36-46,0,0,0,0,0,0.81,36.26,0,0,0.81,8.86,0.81,0,0,0,0.81,0,0,0,0,21.75,0,0.81,5.64,227.2,0.81,1.61,0,0,0,3.22,0,0,0,0,49.15,0,0,4.03,0,0
 48-58,0,0,0,0,1.15,0,60.25,0.57,0.57,0.57,14.92,1.15,0,0,0,0,0.57,1.15,0,0.57,24.1,0,0.57,2.87,187.63,0.57,0.57,0.57,0,0,2.3,0,0,0,0,39.59,0,0,1.72,0,0.57
 60-70,0,0,0,0,2.94,0,85.39,0,0,1.96,12.76,0,0,0,0,0,0,0,0,0,24.54,0,0.98,1.96,144.28,0,0,0,0,0,0.98,0,0,0,0,17.67,0,0.98,0.98,0,2.94
 72-82,0,0,0,0,5.89,2.94,57.92,0,1.96,0.98,18.65,0.98,0,0.98,1.96,0,1.96,1.96,0,0,32.39,0,2.94,6.87,113.87,0,0,4.91,0,0,4.91,0,0,0,0,11.78,0,1.96,3.93,0.98,0
 84-94,0,0,1.06,0,3.19,3.19,47.79,0,0,0,11.68,2.12,0,1.06,1.06,0,1.06,4.25,0,0,38.23,0,0,5.31,62.66,0,3.19,1.06,0,0,5.31,0,0,0,0,3.19,1.06,1.06,4.25,0,1.06
 96-106,0,0,1.09,0,5.46,6.56,40.44,0,0,0,19.67,0,0,0,3.28,1.09,0,1.09,1.09,0,27.32,1.09,0,1.09,54.64,0,6.56,1.09,0,1.09,5.46,0,0,0,0,5.46,0,0,1.09,0,1.09
108-118,0,0,0,0,4.6,1.53,21.45,0,1.53,3.06,14.55,1.53,0,0,3.06,0,0,0.77,0.77,0,19.92,0.77,1.53,4.6,62.04,0.77,2.3,1.53,0,0,6.89,0,0,0,0,3.06,0,0,3.06,0.77,0.77
120,0,0,0,0,9.8,0,29.4,0,0,0,5.88,3.92,0,0,1.96,0,0,1.96,0,0,19.6,0,0,5.88,68.59,0,1.96,1.96,0,0,3.92,0,0,1.96,0,0,0,0,0,0,0
