stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,4,0,22,2,0,6,0,0,0,1,0,0,2,2,0,0,0,1,0,18,0,0,9,93,2,0,2,0,0,0,1,6,4,3,26,26,0,0,3,0,0
 24-34,0,1.64,1.64,16.42,0,0,111.64,0,0.82,1.64,13.95,0.82,0,6.57,5.75,0,0.82,4.93,2.46,0,107.53,0,0.82,49.25,782.28,0,21.34,15.6,0,0,3.28,0,0.82,9.03,3.28,3.28,142.83,0,0,9.03,0,0
 36-46,0,0.81,0,5.64,0,0,331.13,0.81,0,2.42,70.09,0,0,8.06,5.64,0.81,0,4.83,0,1.61,172.41,0,0.81,48.34,1733.8,0.81,21.75,16.92,0,0,4.03,0.81,0,6.45,1.61,0,384.3,0,0,12.89,0,0
 48-58,0,0.57,0,13.2,0.57,0,557.16,0,2.3,4.59,141.16,0.57,0.57,4.59,5.16,0,0,3.44,0,0.57,199.11,0,2.3,22.95,1795.44,0.57,10.9,27.54,0,0,5.74,0,0,5.74,0.57,0,436.67,0,0.57,14.92,0,1.15
 60-70,0,0.98,0,11.78,0.98,0,851.96,1.96,2.94,12.76,153.12,1.96,0,5.89,14.72,0.98,0.98,5.89,1.96,0.98,173.73,0.98,3.93,20.61,2400.8,0.98,8.83,24.54,0,2.94,5.89,0,0,7.85,1.96,0,400.46,0,4.91,20.61,1.96,2.94
 72-82,0,3.93,0,28.47,4.91,0,725.45,0,0.98,17.67,191.42,3.93,0,8.83,12.76,0.98,0.98,9.82,0,1.96,275.85,0,8.83,22.58,1926.02,1.96,16.69,46.14,0,4.91,2.94,0,0,14.72,0,0,246.4,2.94,11.78,36.32,3.93,1.96
 84-94,0,0,1.06,37.17,4.25,0,529.96,2.12,3.19,11.68,131.69,8.5,0,2.12,25.49,2.12,2.12,6.37,2.12,1.06,143.38,1.06,6.37,13.81,939.9,2.12,8.5,39.3,0,1.06,3.19,0,0,35.05,2.12,0,146.56,2.12,4.25,40.36,7.43,2.12
 96-106,1.09,4.37,0,36.06,8.74,1.09,331.13,2.19,7.65,7.65,119.12,9.84,0,4.37,20.76,3.28,1.09,10.93,3.28,1.09,142.07,0,1.09,14.21,735.49,0,6.56,65.57,1.09,8.74,5.46,2.19,0,26.23,0,0,56.83,5.46,5.46,34.97,2.19,0
108-118,0,0.77,1.53,26.81,5.36,0,285.7,3.83,5.36,11.49,100.34,10.72,0,4.6,18.38,3.83,3.06,11.49,1.53,1.53,140.17,0,5.36,13.02,913.79,1.53,11.49,51.32,0,1.53,2.3,0,0,33.7,0,0,39.83,3.06,3.06,31.4,2.3,0
120,0,1.96,0,37.24,3.92,0,264.57,5.88,7.84,9.8,129.35,11.76,0,5.88,25.48,1.96,0,23.52,1.96,1.96,137.18,1.96,3.92,13.72,1185.67,1.96,15.68,52.91,0,5.88,11.76,0,0,39.2,0,0,43.12,3.92,7.84,43.12,5.88,1.96
