stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,25.18,0,9.44,0,3.15,0,34.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.74,3.15,0,0,34.62,0,0,0,0,0,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,3,83,13,0,822,0,0,0,191,4,3,1,1,2,1,0,2,0,38,0,0,22,9924,16,0,1,2,0,7,0,21,7,3,47,2421,0,0,0,0,1
 24-34,0.82,0,2.46,54.18,4.93,0,490.05,0,3.28,0.82,287.3,4.1,4.1,1.64,3.28,6.57,3.28,1.64,4.93,4.1,104.25,0,0,51.71,10355.1,9.03,11.49,11.49,0,0,35.3,0,0,8.21,8.21,18.88,2886.95,0,0,30.37,0,9.03
 36-46,0,0.81,0,12.89,0.81,0,286.01,0,1.61,3.22,451.17,0.81,1.61,0.81,3.22,0.81,0.81,0.81,0.81,2.42,85.4,0,0.81,27.39,6189.96,9.67,10.47,4.83,0,0,17.72,0,0,4.03,0.81,0.81,2666.77,0,0,10.47,0,4.03
 48-58,0,0,0,15.49,3.44,0,276,2.3,4.02,1.15,670.78,0,0,2.3,2.87,1.72,3.44,1.72,0,0.57,82.63,0.57,1.72,16.07,1970.45,1.15,4.02,4.59,0,0.57,8.03,0.57,0,0,0.57,0,1635.34,0,0.57,5.74,0,11.48
 60-70,0,0.98,0,8.83,0.98,0,178.64,0,0,3.93,468.19,0,0,1.96,1.96,0,1.96,0,0,0.98,84.41,0.98,2.94,6.87,522.17,0.98,3.93,3.93,0,0,5.89,0,0,0,0,0,535.91,0,0,4.91,0,9.82
 72-82,0,3.93,0,16.69,8.83,0,183.57,1.96,1.96,2.94,562.49,3.93,0,2.94,1.96,0.98,2.94,0.98,1.96,0,101.11,0.98,4.91,11.78,388.74,0.98,3.93,4.91,0,0.98,9.82,0,0,0,0,0,199.28,0,2.94,11.78,2.94,8.83
 84-94,0,0,0,11.68,2.12,1.06,135.94,0,0,0,430.13,2.12,0,1.06,6.37,3.19,1.06,2.12,2.12,1.06,60.54,1.06,3.19,7.43,161.43,0,1.06,1.06,0,1.06,11.68,0,0,0,0,0,202.85,3.19,1.06,9.56,2.12,2.12
 96-106,0,1.09,0,34.97,8.74,4.37,75.41,1.09,3.28,2.19,383.59,4.37,0,1.09,4.37,1.09,0,2.19,5.46,1.09,41.53,1.09,2.19,5.46,127.86,0,2.19,1.09,0,2.19,13.11,0,0,0,0,0,123.49,1.09,2.19,9.84,0,2.19
108-118,0,0,0,18.38,7.66,0,45.96,0.77,3.06,2.3,358.47,1.53,0,0.77,0.77,0,0,0,1.53,0,49.02,0,0.77,8.43,128.68,0,0.77,0.77,0,0,10.72,0,0,0,0.77,0,73.53,0.77,0.77,8.43,1.53,0.77
120,0,0,0,15.68,3.92,0,39.2,0,3.92,0,313.57,1.96,0,0,5.88,0,0,1.96,0,0,17.64,1.96,0,5.88,94.07,3.92,0,1.96,0,0,3.92,0,0,0,0,0,74.47,1.96,0,1.96,0,1.96
