stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,12.59,3.15,0,0,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0
 14-21,0,0,6,0,3,2,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,4,171,7,3,0,1,0,3,0,0,0,1,124,0,0,0,0,0
 24-34,0,0,11.49,0,5.75,0,0,16.42,0,0,0.82,3.28,0,0,0.82,0,0,0,0,0,0,14.78,0,0,12.31,1018.68,0.82,45.15,6.57,0,0,3.28,0,0.82,0,2.46,363.64,0,0,4.1,0,0
 36-46,0,0,10.47,0,7.25,0.81,0,110.38,0.81,0.81,6.45,8.06,0,0,0,0.81,0,0,0.81,1.61,0.81,61.23,0,0,25.78,2414.59,1.61,45.92,2.42,0,0,4.03,0,1.61,0.81,0,581.69,0,0,4.83,0,0.81
 48-58,0,0,10.33,0,10.9,0,0,557.16,0.57,1.72,12.05,33.28,0,3.44,1.72,1.15,0,1.15,0,0,1.15,118.78,1.72,1.72,24.67,3338.97,1.15,27.54,4.59,0,0,5.16,0,1.15,0.57,0,598.48,0,0,1.72,0,6.89
 60-70,0.98,0,4.91,0,16.69,0.98,0,1894.34,1.96,1.96,16.69,60.85,2.94,0.98,1.96,3.93,0.98,2.94,3.93,0,0,320.96,2.94,0.98,23.56,4878.16,0.98,33.37,8.83,0,0,10.8,0,3.93,0,0,585.97,1.96,0,2.94,0,13.74
 72-82,0,0,20.61,0,46.14,4.91,0,2844.86,0.98,0,27.49,141.36,13.74,0.98,1.96,4.91,1.96,3.93,5.89,1.96,0.98,586.05,3.93,3.93,41.23,4623.63,0,61.84,23.56,0,3.93,8.83,0.98,3.93,0.98,0,344.56,3.93,3.93,5.89,4.91,10.8
 84-94,0,0,20.18,0,77.53,8.5,1.06,2094.34,3.19,6.37,13.81,133.82,14.87,0,0,5.31,2.12,7.43,4.25,2.12,1.06,417.38,3.19,6.37,20.18,2552.08,2.12,58.41,25.49,0,1.06,14.87,0,0,1.06,0,193.29,14.87,4.25,5.31,7.43,20.18
 96-106,0,0,25.14,1.09,54.64,14.21,2.19,1762.76,3.28,4.37,7.65,125.68,31.69,0,2.19,13.11,2.19,4.37,17.49,13.11,0,448.07,2.19,7.65,18.58,2272.03,2.19,99.45,44.81,0,0,24.04,3.28,3.28,2.19,0,107.1,31.69,8.74,4.37,7.65,24.04
108-118,0,0,16.09,0,42.89,3.06,3.83,1251.58,2.3,2.3,13.79,88.85,22.98,0,0.77,14.55,2.3,1.53,7.66,4.6,0.77,438.9,1.53,4.6,15.32,2449.55,2.3,71.23,22.98,0,0.77,9.96,0,3.06,0,0,55.15,42.89,3.06,6.89,3.06,35.23
120,0,0,15.68,0,47.03,5.88,1.96,1048.49,0,3.92,7.84,92.11,11.76,0,0,9.8,0,1.96,21.56,5.88,0,325.32,9.8,0,23.52,2814.25,1.96,47.03,23.52,0,0,11.76,1.96,0,1.96,0,92.11,19.6,0,11.76,0,23.52
