stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,2872.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,159.37,2145.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,6.13,0,0,12.26,0,55.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,81.49,0,52.57,0,0,0,273.39,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,2084.57,28.92,0,0,544.14,0,13.14,23.66,0,5.26,0,0,0,0,0,0,0,0
 10-12,3.15,69.23,0,53.5,0,0,0,160.5,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,1576.63,44.06,0,0,509.81,0,12.59,18.88,9.44,53.5,0,0,3.15,0,0,0,0,0
 14-21,0,1,0,12,141,27,0,114,0,0,9,3,1,0,1,1,1,0,0,2,62,0,0,30,910,8,0,6,12,0,12,3,119,1,3,127,187,0,0,3,0,0
 24-34,0,0,0,7.39,17.24,3.28,0,141.19,0.82,0,12.31,0.82,0,3.28,0.82,0,1.64,3.28,0.82,0.82,67.31,0,0.82,30.37,797.05,1.64,3.28,8.21,0,0,7.39,0,0.82,2.46,0.82,18.06,160.89,0,0,8.21,0,1.64
 36-46,0,0,0.81,0.81,3.22,1.61,0,120.04,0,0.81,14.5,0,0,0.81,0,0,0.81,2.42,4.03,0,47.53,0,1.61,18.53,378.66,1.61,1.61,0.81,0,0,8.06,0.81,1.61,0,0,0,86.21,0,0,1.61,0,0
 48-58,0.57,0,0,0.57,3.44,0,0,142.3,0,4.59,22.38,1.15,0,1.15,0.57,1.15,2.3,0.57,1.15,0.57,57.38,0.57,4.59,14.35,189.36,0.57,1.15,1.15,0,0,4.02,0,0,1.15,0,0,41.31,0,0,2.87,0.57,0
 60-70,0,0,0.98,0,4.91,1.96,0,123.67,1.96,1.96,16.69,1.96,0,0.98,0,0,0,1.96,0.98,0,53.98,0.98,1.96,13.74,107.97,0.98,0,0,0,0.98,1.96,0,0,1.96,0,0,20.61,0,0.98,4.91,0,1.96
 72-82,0,0,0.98,0,11.78,12.76,0,94.24,0.98,1.96,40.25,2.94,0,0,2.94,0,0.98,2.94,0.98,0,65.77,0.98,6.87,15.71,115.84,0,1.96,2.94,0,0.98,3.93,0,0,0,0,0,5.89,1.96,1.96,6.87,0.98,1.96
 84-94,0,0,0,1.06,8.5,16.99,0,82.84,0,2.12,21.24,6.37,0,2.12,2.12,4.25,2.12,1.06,0,0,55.23,0,2.12,14.87,81.78,1.06,1.06,2.12,0,1.06,10.62,0,0,0,1.06,0,5.31,0,2.12,10.62,3.19,1.06
 96-106,0,0,0,1.09,20.76,9.84,1.09,50.27,1.09,3.28,21.86,1.09,0,2.19,3.28,2.19,1.09,4.37,0,1.09,48.09,0,1.09,8.74,73.22,1.09,4.37,1.09,0,1.09,13.11,0,0,0,0,0,2.19,2.19,1.09,2.19,2.19,1.09
108-118,0,0,0,0,13.79,6.13,2.3,45.19,1.53,3.83,30.64,2.3,0,0.77,15.32,2.3,1.53,1.53,0.77,0,48.26,0,0.77,15.32,99.58,1.53,3.83,4.6,0,1.53,5.36,0,0,0,0,0,0.77,0,0.77,6.89,1.53,0.77
120,0,0,1.96,0,50.95,13.72,0,45.08,0,1.96,19.6,3.92,0,0,7.84,0,0,0,1.96,1.96,35.28,1.96,0,19.6,101.91,0,1.96,1.96,0,1.96,15.68,0,0,0,0,0,1.96,0,0,3.92,0,1.96
