stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,1818.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,2654.13,0,6.13,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,275.83,18.39,0,0,73.56,147.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,178.75,0,181.38,0,0,0,249.73,0,0,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,4324.23,105.15,0,0,2213.38,34.17,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,210.85,0,113.29,0,25.18,0,213.99,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,3.15,6180.65,91.26,0,0,2174.56,28.32,0,18.88,144.76,0,37.76,12.59,0,0,0,0,0
 14-21,2,2,1,23,2088,243,0,374,0,3,0,43,22,12,1,0,58,2,1,1,7,196,4,0,249,6894,83,25,119,268,699,2,1260,77,185,1720,1667,0,0,5,0,9
 24-34,0,0,0,0.82,177.3,3.28,0,73.06,0,12.31,0,55,0,6.57,0.82,0,12.31,0.82,9.03,0,7.39,114.92,11.49,0,41.86,2408.39,4.1,74.7,13.13,0,755.19,0,2.46,0,41.04,57.46,323.42,0,0,28.73,0,28.73
 36-46,0,0,0,0,36.26,0,0,31.42,0.81,2.42,0.81,41.09,0,0,0,0,0.81,0,1.61,0,1.61,33.84,2.42,0.81,8.86,667.09,3.22,22.56,3.22,0,275.54,0,0,0,3.22,0,80.57,0,0,20.95,0,3.22
 48-58,0.57,0,0,0,10.9,0.57,0,40.74,0,1.15,0,37.87,0,0.57,0.57,0,0,0.57,0,0,0.57,74.02,0.57,0,2.87,363.79,1.72,7.46,1.72,0,91.81,0,0,0,1.15,0,37.3,0,0,17.21,0,0.57
 60-70,0,0,0,0,5.89,0,0,69.69,0,3.93,0,27.48,0.98,0,0,0,0,8.83,0,0,0,122.69,0.98,0.98,4.91,165.88,0,3.93,1.96,0,50.06,0,0,0,0,0,20.61,0,0.98,14.72,0,0
 72-82,0,0,0,0,9.82,2.94,0,92.28,0,0,0,30.43,0.98,0,0.98,0,0.98,4.91,0.98,1.96,0,111.91,1.96,1.96,3.93,120.74,0,9.82,2.94,0,20.61,0,0,0,0,0,8.83,0.98,0.98,49.08,0,0
 84-94,1.06,0,0,0,8.5,2.12,0,87.09,1.06,3.19,1.06,13.81,0,0,0,0,1.06,2.12,0,0,1.06,63.72,1.06,1.06,0,48.85,0,0,0,0,112.58,0,0,1.06,0,0,8.5,0,2.12,24.43,0,0
 96-106,0,0,0,0,4.37,0,0,48.09,0,0,0,14.21,1.09,0,0,1.09,0,0,1.09,1.09,1.09,25.14,2.19,0,1.09,41.53,1.09,5.46,3.28,0,50.27,0,0,0,0,0,0,0,1.09,36.06,2.19,0
108-118,0,0,0,0,4.6,0.77,1.53,31.4,0,0,0.77,13.79,0,0,0,0.77,0.77,0,0,0,2.3,8.43,0.77,0,0.77,40.6,0,1.53,1.53,0,30.64,0,0,0.77,0,0,0.77,0,0,29.11,0.77,0.77
120,0,0,0,0,5.88,3.92,3.92,31.36,0,1.96,0,1.96,1.96,0,0,0,0,0,0,0,0,3.92,0,0,1.96,62.71,0,0,3.92,0,27.44,0,0,0,0,0,1.96,0,0,27.44,0,0
