stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,224.02,2741.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,919.45,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,7.89,0,0,0,26.29,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,110.41,0,0,0,23.66,0,7.89,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.79,0,0,0,3.15,0,12.59,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,8,1,0,1,0,1,0,0,0,1,1,0,9,0,0,0,0,7,0,0,6,11,1,0,1,1,0,68,0,1,0,0,5,4,0,0,0,0,0
 24-34,0,0,0,4.1,1.64,0,2.46,0,0,0,0.82,0,0,1.64,0.82,16.42,0,0,0,0,9.03,2.46,0,4.93,36.12,0,9.85,1.64,0,0,96.04,0,0,0,0,1.64,6.57,0,0,5.75,0,2.46
 36-46,0,0,0,4.03,1.61,0,7.25,0,2.42,0.81,3.22,0,0,0.81,0,5.64,1.61,0,0,1.61,10.47,0,0.81,4.03,45.12,0.81,8.86,0.81,0,0.81,46.73,0,0,0,0,0,8.86,0,0,3.22,0,3.22
 48-58,0,0,0,4.59,0,0,5.16,0,1.15,0,4.59,0,0,0.57,0,1.72,2.3,0.57,0,0,8.03,0.57,0.57,1.15,40.17,0,6.89,2.3,0,0,22.95,0,0,0,0,0,7.46,0,0,2.3,0,12.62
 60-70,0,0,0,16.69,0,0,6.87,0,1.96,0,33.37,0,0,0.98,0.98,1.96,6.87,0,0,0.98,21.59,0.98,0,0.98,69.69,0.98,3.93,2.94,0,0,31.41,0,0,1.96,0,0,11.78,0,0.98,4.91,0,15.7
 72-82,0,0,0,20.61,4.91,0,15.71,0.98,0,1.96,58.9,0.98,0,0,0,8.83,8.83,0.98,0,0,35.34,1.96,1.96,2.94,81.48,0,14.72,5.89,0,0,47.12,0,0,0,0,0,15.71,1.96,0,10.8,2.94,16.69
 84-94,0,0,0,22.3,6.37,0,9.56,0,9.56,0,42.48,1.06,0,0,2.12,18.05,16.99,0,0,0,24.43,1.06,3.19,3.19,35.05,1.06,11.68,8.5,0,1.06,138.06,0,0,0,0,0,8.5,2.12,1.06,6.37,0,16.99
 96-106,0,0,0,38.25,8.74,0,22.95,1.09,4.37,1.09,60.11,6.56,0,0,5.46,10.93,8.74,0,0,0,27.32,3.28,2.19,1.09,38.25,0,6.56,7.65,0,0,136.61,0,0,0,1.09,0,1.09,1.09,0,7.65,1.09,13.11
108-118,0,0,0,36,6.89,0.77,10.72,2.3,9.96,0.77,29.87,6.13,0,0,4.6,13.02,6.89,0,0,0.77,19.92,6.89,4.6,0.77,47.49,0,6.89,4.6,0,1.53,105.7,0,0,1.53,0.77,0,3.06,7.66,1.53,8.43,1.53,11.49
120,0,0,0,31.36,7.84,0,15.68,1.96,5.88,0,43.12,1.96,0,0,1.96,5.88,11.76,1.96,1.96,1.96,17.64,0,0,3.92,62.71,3.92,9.8,11.76,0,0,88.19,0,0,0,1.96,0,1.96,5.88,0,3.92,3.92,1.96
