stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,171.63,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,65.72,5.26,0,0,26.29,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,3.15,18.88,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,78.67,9.44,0,0,47.2,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,18,2,74,0,0,0,1,1,1,0,0,0,0,0,1,0,7,0,0,4,86,2,1,0,0,0,2,0,17,16,1,15,8,0,0,1,0,0
 24-34,0,0,0,4.1,9.03,0,299.61,0,1.64,0,0.82,4.1,0,0.82,0,0,0,0,0,0,9.03,0,0,1.64,103.43,0,1.64,2.46,0.82,0,1.64,0,0,18.88,0,2.46,5.75,0,0,1.64,0,0.82
 36-46,0,0,0,0,3.22,0,648.56,0,0.81,0,2.42,0.81,0,0.81,0,0,0,0,0,0,1.61,0,0,0.81,128.1,0,0.81,0.81,0,0,0.81,0,0,12.09,0,0,5.64,0,0,0,0,0
 48-58,0,0,0,0,5.74,0,899.15,0,0,1.15,8.61,0.57,0,1.15,0.57,0,0,0.57,0,0.57,12.62,0.57,0,2.87,154.93,0,0.57,2.3,0,0,4.02,0,0,10.33,0,0,10.33,0,0,0,0,0
 60-70,0,0,0,0,6.87,0,1204.33,0.98,2.94,1.96,32.39,1.96,0,0.98,1.96,0,0,0,0.98,0,13.74,0,0,0,138.39,1.96,0,3.93,0,0,1.96,0,0,12.76,0,0,14.72,0,1.96,0.98,0,0
 72-82,0,0,0.98,0,12.76,1.96,1228.06,0,0,1.96,86.39,2.94,0,0,0.98,0.98,0,0.98,0,0.98,19.63,3.93,3.93,0.98,200.26,0,0.98,5.89,0,0,0.98,0,0,7.85,0,0,4.91,0,0,2.94,1.96,0
 84-94,0,0,0,0,12.74,2.12,585.18,0,1.06,3.19,55.23,3.19,0,1.06,1.06,4.25,1.06,0,1.06,1.06,13.81,5.31,3.19,0,91.34,0,1.06,5.31,0,1.06,8.5,0,0,12.74,1.06,0,6.37,0,2.12,1.06,1.06,0
 96-106,0,0,0,0,14.21,2.19,507.08,0,0,1.09,71.04,5.46,0,1.09,1.09,0,1.09,1.09,0,1.09,12.02,2.19,0,1.09,107.1,0,2.19,3.28,0,0,10.93,0,0,8.74,0,0,1.09,2.19,0,2.19,1.09,0
108-118,0,0,0,0,19.92,0,369.96,0,1.53,1.53,60.51,0,0,0,1.53,3.06,0,0.77,1.53,0,9.96,2.3,0.77,0.77,110.3,0,0,6.13,0,0,3.06,0,0,3.83,0,0,0,0,1.53,0.77,0.77,0
120,0,0,0,0,35.28,3.92,292.01,0,0,0,56.83,3.92,0,0,0,1.96,0,1.96,0,0,13.72,3.92,0,3.92,105.83,0,0,1.96,0,0,5.88,0,0,3.92,0,0,1.96,0,0,0,0,0
