stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,3505.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,1894.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,6.13,0,0,6.13,0,36.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,13.14,0,15.77,0,2.63,0,18.4,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,373.28,21.03,0,0,134.06,0,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,18.88,0,3.15,0,18.88,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,141.61,15.73,0,0,56.65,0,6.29,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,20,3,0,3,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,7,18,0,0,1,0,0,4,0,5,0,0,4,7,0,0,1,0,0
 24-34,0,0,0.82,1.64,21.34,0,0,0.82,1.64,0,1.64,0.82,1.64,0,1.64,1.64,0,1.64,0,1.64,9.03,0,0,7.39,34.48,1.64,0,1.64,0,0,30.37,0,0,0,0.82,3.28,8.21,0,0,0,0,0.82
 36-46,0,0,0,0,8.86,0.81,0,0.81,0.81,0,0.81,0,0.81,0,0,0,0,0,0,3.22,8.86,0,0,3.22,12.89,1.61,0.81,0.81,0,0,20.14,0,0,0,0,0,4.83,0,0.81,0.81,0,2.42
 48-58,0,0,0,0,4.02,0,0,2.3,2.3,0,1.15,0.57,0.57,0.57,0.57,0,0,0.57,0,1.72,7.46,0.57,0,1.72,10.33,0.57,0,0,0,0,13.2,0,0,0,0,0,2.3,0,1.15,1.72,0,1.72
 60-70,0,0,0,0,11.78,1.96,0,0.98,1.96,0,3.93,0,0.98,0.98,0.98,0,0,0,0,1.96,15.7,0.98,1.96,2.94,7.85,0.98,0,0,0,0,15.7,0,0,0.98,0,0,0.98,0,0,0.98,1.96,5.89
 72-82,0,0,0,0,3.93,7.85,0,3.93,0,1.96,2.94,0.98,0,0,0,1.96,0.98,0.98,0,0,30.43,1.96,1.96,1.96,6.87,0,0.98,1.96,0,0.98,13.74,0,0,0,0,0,3.93,0.98,0,6.87,0,1.96
 84-94,0,0,1.06,0,15.93,6.37,0,2.12,3.19,0,5.31,3.19,1.06,0,5.31,0,2.12,0,1.06,3.19,19.12,3.19,4.25,1.06,8.5,0,1.06,0,0,0,23.36,0,0,0,0,0,1.06,0,0,3.19,0,3.19
 96-106,0,0,0,0,14.21,6.56,0,2.19,5.46,1.09,3.28,4.37,1.09,0,2.19,0,0,1.09,1.09,2.19,12.02,0,2.19,3.28,13.11,0,0,1.09,0,0,38.25,0,0,0,1.09,0,0,1.09,2.19,2.19,3.28,1.09
108-118,0,0,0,0,9.96,6.89,1.53,2.3,6.13,1.53,3.06,4.6,0,0,1.53,0,5.36,3.06,1.53,0,14.55,0.77,1.53,2.3,12.26,0,0,0,0,0.77,16.09,0,0,0,0,0,0,2.3,0,0,0,2.3
120,0,0,0,0,15.68,3.92,0,3.92,1.96,1.96,5.88,3.92,0,0,5.88,0,5.88,1.96,0,1.96,11.76,1.96,0,0,3.92,7.84,3.92,1.96,0,0,5.88,0,0,0,0,0,0,0,0,0,1.96,0
