stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,698.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,190.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,15.73,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,100.7,9.44,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,21,1,0,14,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,1,64,2,0,0,1,0,4,0,2,0,1,7,19,0,0,1,0,0
 24-34,0,0,0,16.42,0.82,0,17.24,0,2.46,0,2.46,0,0,1.64,2.46,0.82,0,0.82,0,0.82,7.39,0.82,0,2.46,109.17,2.46,1.64,0,0,0,14.78,0,0,1.64,0.82,1.64,27.91,0,0,4.1,0,0
 36-46,0,0,0,7.25,0,0,25.78,0,0,0.81,3.22,0.81,0,0,1.61,0,0,0.81,0,1.61,7.25,0,0,0.81,120.85,0.81,2.42,0,0,0,6.45,0,0,0,0,0,20.14,0,0,3.22,0,0.81
 48-58,0,0.57,0,1.15,0,0,58.53,0,0.57,0.57,10.33,0.57,0.57,0.57,1.15,0,0.57,0,0,0,12.05,0.57,1.15,1.15,152.06,0.57,2.3,1.15,0,0,8.03,0,0,0.57,0,0,21.23,0,0,6.31,0,0
 60-70,0,0,0,6.87,0.98,0,114.84,0.98,6.87,0,24.54,0,0,0,6.87,0,0,0,0,0.98,27.48,0,0.98,0.98,213.97,0,3.93,0,0,0,14.72,0,0,1.96,0,0,25.52,0,0.98,0,0,0
 72-82,0,0,0,6.87,0.98,0,63.81,0,2.94,2.94,11.78,0.98,0,1.96,3.93,0,1.96,1.96,0,0.98,31.41,0,1.96,1.96,150.19,0,1.96,3.93,0,0,15.71,0,0,0,0.98,0,12.76,0,0,3.93,2.94,2.94
 84-94,0,0,0,19.12,3.19,0,40.36,0,6.37,1.06,14.87,1.06,0,0,15.93,0,2.12,2.12,0,0,20.18,0,2.12,3.19,103.02,2.12,3.19,2.12,0,0,37.17,0,0,1.06,0,0,8.5,3.19,0,8.5,0,0
 96-106,0,0,0,8.74,1.09,1.09,30.6,0,5.46,3.28,9.84,1.09,0,0,17.49,1.09,0,2.19,1.09,0,17.49,1.09,3.28,4.37,74.31,1.09,2.19,3.28,0,0,31.69,0,0,0,0,0,5.46,1.09,0,4.37,2.19,0
108-118,0,0,0,16.09,0,3.06,32.94,0.77,2.3,2.3,9.96,0.77,0,0,11.49,2.3,1.53,3.06,3.06,0,23.74,3.06,0.77,0,95.75,0.77,1.53,5.36,0,0.77,29.11,0,0,0.77,0.77,0,1.53,0.77,0.77,2.3,0,2.3
120,0,0,0,19.6,0,0,43.12,1.96,13.72,0,3.92,0,0,1.96,7.84,1.96,0,1.96,1.96,0,13.72,1.96,1.96,1.96,111.71,0,0,1.96,0,0,17.64,0,0,0,0,0,1.96,1.96,0,1.96,1.96,0
