stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,1097.2,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,18.4,0,13.14,0,2.63,70.98,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,457.4,39.43,0,0,178.75,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,22.03,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.2,9.44,0,0,176.23,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,8,155,14,30,0,2,0,8,7,2,3,0,3,0,0,1,1,49,0,0,41,197,14,1,9,16,0,5,1,40,4,10,79,72,0,0,1,0,0
 24-34,0,0,1.64,2.46,20.52,0.82,15.6,0,0.82,0,5.75,0.82,0,0.82,0,0.82,0,0,1.64,1.64,41.04,0.82,0.82,20.52,152.68,2.46,0,2.46,0,0,6.57,0,0,0,1.64,6.57,32.83,0,0,3.28,0,2.46
 36-46,0,0,0,0,8.86,0.81,23.36,0.81,2.42,2.42,9.67,0.81,0.81,5.64,0,1.61,0,3.22,0,0,61.23,0,1.61,18.53,152.27,3.22,1.61,3.22,0,0,19.34,0,0,1.61,0,0,58.81,0,0,4.83,0.81,0
 48-58,0,0,0,0,7.46,0,26.4,1.72,1.15,1.15,8.03,0,0,0.57,0,0,0.57,0.57,0,0.57,36.15,0.57,1.15,5.16,63.12,1.72,0,0.57,0,0,5.16,0,0,1.15,1.72,0,15.49,0,0,4.02,0,1.15
 60-70,0,0,0,0,3.93,0,43.19,1.96,0.98,2.94,10.8,0,0,0,1.96,0,0,0.98,0,0.98,69.69,0,1.96,8.83,54.97,0,0.98,0.98,0,0,7.85,0,0,0.98,0,0,15.7,0,0.98,1.96,0,0
 72-82,0,0,2.94,0.98,7.85,0,21.6,1.96,0.98,1.96,24.54,2.94,0,1.96,1.96,0,2.94,2.94,0,0.98,73.62,0.98,1.96,9.82,51.05,0.98,0,0.98,0,1.96,5.89,0,0,0,0,0,7.85,0.98,1.96,2.94,1.96,1.96
 84-94,0,0,0,0,25.49,5.31,40.36,0,6.37,5.31,18.05,4.25,0,2.12,2.12,3.19,3.19,4.25,1.06,6.37,78.59,0,6.37,5.31,35.05,3.19,1.06,4.25,0,2.12,64.78,0,0,1.06,3.19,0,6.37,0,5.31,7.43,3.19,3.19
 96-106,0,0,0,0,8.74,3.28,18.58,1.09,9.84,3.28,18.58,4.37,0,0,0,0,0,1.09,0,1.09,48.09,1.09,3.28,3.28,24.04,0,1.09,2.19,0,1.09,30.6,0,0,2.19,1.09,0,6.56,0,1.09,5.46,2.19,2.19
108-118,0,0,0.77,0,32.94,1.53,33.7,4.6,9.19,3.06,26.04,4.6,0,0,0.77,0.77,3.83,4.6,5.36,3.83,78.89,1.53,1.53,10.72,74.3,3.83,0.77,6.89,0,2.3,59.75,0,0,1.53,3.83,0,3.83,4.6,1.53,10.72,6.13,4.6
120,0,0,0,0,1.96,1.96,3.92,0,1.96,1.96,3.92,1.96,0,0,0,0,0,0,0,0,15.68,0,0,0,25.48,0,0,0,0,0,5.88,0,0,0,0,0,3.92,0,1.96,0,0,0
