stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,1607.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,1066.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,15.77,0,0,0,0,44.69,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,439,10.51,0,0,105.15,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,12.59,0,0,66.09,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,371.34,18.88,0,0,94.41,0,0,6.29,0,15.73,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,49,13,6,0,0,0,3,3,0,3,5,0,0,0,0,2,39,0,0,29,106,23,0,0,1,0,0,1,19,8,0,21,37,0,0,4,0,1
 24-34,0,0,0,0,28.73,4.1,22.16,0,4.1,2.46,9.03,0,0,5.75,18.06,0,0,0,0,4.93,50.89,0,0,26.27,171.56,2.46,0,4.1,0,0,2.46,0,0,2.46,0,3.28,53.36,0,0,26.27,0,2.46
 36-46,0,0,0,0,3.22,1.61,8.86,0,1.61,0.81,30.62,0,0,7.25,25.78,0,1.61,0.81,0.81,3.22,91.04,0,2.42,30.62,112.79,5.64,0,2.42,0,0,0.81,0,0,3.22,0,0,41.89,0,0.81,16.92,0,11.28
 48-58,0.57,0,0,0,2.87,0,14.35,0.57,1.72,4.02,57.95,0,0,3.44,29.84,0,1.72,0,1.15,2.3,115.33,0,2.87,15.49,63.69,0,0,0,0,0,0,0,0,0,0,0,31.56,0,1.72,12.05,0,9.18
 60-70,0,0,0,0,3.93,0,15.7,0,2.94,2.94,142.32,0.98,0,3.93,54.97,0.98,12.76,0,0,1.96,187.47,0,4.91,17.67,59.87,0.98,0,3.93,0,2.94,0.98,0,0,1.96,0,0,13.74,0,7.85,8.83,3.93,10.8
 72-82,0,0,0.98,0.98,7.85,3.93,27.49,0,1.96,4.91,211.06,0.98,0,6.87,76.57,0,19.63,0.98,1.96,1.96,255.23,0,6.87,16.69,73.62,1.96,0.98,2.94,0,0.98,0.98,0,0,2.94,0,0,15.71,0.98,12.76,21.6,9.82,6.87
 84-94,0,0,0,2.12,9.56,2.12,43.54,0,1.06,9.56,128.51,3.19,0,3.19,105.14,0,13.81,3.19,2.12,2.12,193.29,1.06,14.87,10.62,54.16,4.25,1.06,2.12,0,2.12,0,0,0,2.12,0,0,9.56,1.06,10.62,15.93,18.05,8.5
 96-106,1.09,0,1.09,1.09,9.84,5.46,26.23,0,3.28,3.28,149.72,2.19,0,5.46,147.53,0,10.93,0,6.56,1.09,170.48,0,3.28,10.93,62.29,0,1.09,5.46,0,7.65,1.09,0,0,4.37,1.09,0,6.56,0,9.84,27.32,19.67,16.39
108-118,0,0,0,0,7.66,0.77,20.68,0,0.77,3.83,145.53,2.3,0,2.3,111.06,0.77,16.85,0,6.13,0.77,175.41,0.77,5.36,11.49,52.09,4.6,0,3.83,0,7.66,1.53,0,0,2.3,0,0,6.89,0,8.43,26.04,12.26,10.72
120,0,0,0,0,5.88,5.88,21.56,1.96,0,1.96,92.11,1.96,0,3.92,139.14,0,9.8,3.92,3.92,1.96,156.78,0,3.92,7.84,48.99,5.88,1.96,1.96,0,3.92,0,0,0,0,0,0,5.88,0,5.88,41.16,3.92,1.96
