stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,2134.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,527.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,7.89,0,0,0,5.26,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,81.49,5.26,0,0,15.77,0,15.77,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,3.15,0,0,0,0,66.09,0,0,0,0,0,0,0,0,0,0,0,349.31,9.44,0,0,34.62,0,6.29,6.29,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,98,3,0,1,1,0,0,2,30,0,0,4,0,0,0,0,5,2,0,1,22,24,0,0,0,0,33,0,1,0,0,0,30,0,0,0,0,0
 24-34,0,0,0,0,59.1,0.82,0,0,4.93,0,0,2.46,18.88,0.82,0.82,13.13,0,0.82,0.82,0,4.93,17.24,0,1.64,105.07,6.57,0,1.64,0,0,46.79,0.82,0,2.46,0,0.82,49.25,0,0,6.57,0,0
 36-46,0,0,0,0,24.17,0,0,2.42,4.83,0,4.03,2.42,7.25,2.42,0,4.83,0,1.61,0,0,0.81,16.92,0,0.81,136.16,3.22,0.81,0,0,0,45.92,0,0,0,0,0,23.36,0,0,3.22,0,0
 48-58,0,0,0,0,39.02,0.57,0,5.16,10.9,1.15,23.53,3.44,4.59,1.15,0,5.74,0,0.57,0,0,7.46,24.67,0,0.57,76.32,4.02,0.57,0.57,0,0,29.26,0,0,0.57,0.57,0,39.02,0,0,4.59,0,0
 60-70,0,0,0,0,31.41,0,0,10.8,7.85,1.96,79.5,7.85,0.98,3.93,4.91,3.93,0,4.91,0.98,0.98,4.91,32.39,0.98,0,52.02,0.98,0.98,0,0,0,37.3,0,0,1.96,0,0,19.63,1.96,0,4.91,0.98,0.98
 72-82,0,0,1.96,0,30.43,7.85,0,12.76,3.93,0.98,135.47,21.6,2.94,5.89,3.93,6.87,1.96,2.94,0.98,0,22.58,57.92,0,1.96,64.79,0,0,2.94,0,0.98,39.27,0,0,0,0,0,36.32,26.5,0.98,25.52,1.96,0
 84-94,0,0,1.06,0,82.84,4.25,0,16.99,22.3,2.12,81.78,46.73,3.19,1.06,6.37,12.74,0,5.31,0,0,12.74,41.42,0,1.06,58.41,1.06,4.25,0,0,0,112.58,0,0,0,0,0,27.61,113.64,0,19.12,0,0
 96-106,1.09,0,1.09,1.09,96.17,15.3,3.28,8.74,17.49,0,85.24,74.31,1.09,3.28,12.02,16.39,0,2.19,6.56,0,13.11,64.48,0,3.28,59.01,2.19,4.37,3.28,0,0,135.51,0,0,0,0,0,31.69,174.86,1.09,20.76,0,0
108-118,0,0,0,0,115.66,4.6,0,6.13,24.51,0,73.53,88.09,0.77,0.77,7.66,10.72,1.53,0.77,1.53,0,22.98,59.75,0,1.53,33.7,1.53,0.77,1.53,0,0,91.92,0,0,0,0,0,11.49,192.26,0,11.49,0.77,1.53
120,0,0,0,0,84.27,3.92,0,3.92,13.72,0,56.83,62.71,0,0,9.8,7.84,0,1.96,0,0,21.56,29.4,0,3.92,35.28,3.92,3.92,1.96,0,0,74.47,0,0,1.96,0,0,19.6,70.55,0,17.64,0,0
