stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,15.73,0,6.29,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,12,12,18,0,4,0,2,0,5,13,0,0,0,1,0,0,0,0,3,0,0,3,34,1,0,36,1,0,5,0,3,54,0,1,28,0,0,17,0,0
 24-34,0,0.82,25.45,10.67,1.64,0,42.68,0,0,0,14.78,14.78,0,1.64,0,0,0,4.1,0.82,0,24.63,0,0,1.64,121.49,0,0,24.63,0,0,7.39,0.82,0,53.36,0,0,36.94,0,0,105.89,0,0
 36-46,0,0,1.61,4.83,1.61,0,39.48,0,0,0,25.78,5.64,0,4.83,0.81,0,0,5.64,1.61,0,28.2,0,0.81,0.81,62.84,0.81,0,15.31,0,0.81,2.42,0,0,20.95,0,0,40.28,0,0,62.84,0,0.81
 48-58,0,0,0.57,2.87,0.57,0,37.87,0,0,0.57,41.31,8.03,0.57,5.16,0.57,0,0,2.3,3.44,0,31.56,0,1.15,1.15,49.92,0.57,0,18.36,0,0.57,1.15,0,0,12.05,0,0,44.18,0,0,44.76,0,0
 60-70,0,0.98,0,2.94,0.98,0,46.13,0,0.98,0,48.09,19.63,0.98,2.94,0.98,0.98,0,3.93,2.94,0,34.35,0,0.98,0,32.39,0.98,0.98,15.7,0,0,0,0,0,10.8,0,0,35.33,0,0,32.39,0,0
 72-82,0,0.98,0.98,1.96,1.96,0,71.66,0.98,0,0,131.54,62.83,0,0,3.93,0.98,0.98,8.83,3.93,0,79.51,0,5.89,3.93,45.16,0,0,24.54,0,0,0.98,0,0,18.65,0,0,13.74,0,0.98,70.68,1.96,0.98
 84-94,0,0,1.06,5.31,3.19,2.12,82.84,0,1.06,0,64.78,96.65,0,3.19,2.12,1.06,0,4.25,9.56,1.06,56.29,0,4.25,0,37.17,0,1.06,20.18,0,2.12,4.25,1.06,0,37.17,0,0,16.99,0,0,45.67,0,0
 96-106,0,1.09,2.19,4.37,2.19,4.37,77.59,0,0,0,84.15,86.33,0,4.37,3.28,2.19,3.28,4.37,6.56,0,60.11,2.19,5.46,3.28,45.9,0,3.28,27.32,0,0,4.37,0,0,29.51,1.09,0,14.21,0,1.09,48.09,1.09,1.09
108-118,0,0.77,1.53,3.06,0,8.43,65.11,0,0.77,0,88.09,114.89,0,1.53,1.53,0.77,0,3.83,8.43,0,40.6,0,3.83,0,32.94,0.77,0.77,30.64,0,0,3.83,0,0,19.92,0,0,5.36,0.77,0,42.13,0.77,0
120,0,1.96,1.96,1.96,0,3.92,31.36,0,0,0,56.83,96.03,0,3.92,3.92,0,0,1.96,9.8,0,19.6,0,1.96,0,19.6,1.96,0,23.52,0,0,1.96,0,0,35.28,0,0,5.88,0,0,17.64,0,1.96
