stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,632.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,380.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,76.23,5.26,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,75.53,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,14,5,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,10,53,1,0,2,0,0,3,9,0,1,4,17,0,0,1,0,0
 24-34,0,0,0,0.82,27.09,0.82,0,12.31,0,2.46,0.82,5.75,0,0,2.46,0,0,0,0,0,0,71.41,0,0.82,27.09,156.78,1.64,1.64,1.64,0,0.82,6.57,0,3.28,0,0.82,40.22,0,0,3.28,0,0.82
 36-46,0,0,0,0.81,20.14,0,0,18.53,0,1.61,1.61,15.31,0,0,0.81,0,0,0.81,0,0,0.81,140.19,0,0.81,36.26,204.64,2.42,0,3.22,0,0,10.47,0,0,0.81,0,48.34,0,0,4.83,0,7.25
 48-58,0,0,0,0,32.71,0,0,49.35,0,6.89,2.3,21.23,0.57,0,0,0.57,0.57,1.72,0.57,0.57,0,259.93,0.57,1.72,40.74,131.98,0.57,0.57,1.15,0,1.15,2.87,0,0.57,0,0,36.72,0,1.15,0,0,4.02
 60-70,0,0,0,0,38.28,0.98,0,54.97,0.98,10.8,8.83,21.59,0,0,0.98,0,0.98,4.91,0,1.96,0,371.02,0,11.78,30.43,145.27,2.94,4.91,2.94,0,0,4.91,0,0.98,0.98,0,19.63,0,8.83,1.96,2.94,2.94
 72-82,0,0,0,0,53.01,3.93,0,65.77,0,4.91,15.71,37.3,0.98,0,0,0,0.98,4.91,3.93,0.98,0.98,560.53,0,20.61,37.3,153.14,1.96,1.96,3.93,0,1.96,8.83,0,0,0.98,0,16.69,2.94,15.71,3.93,32.39,4.91
 84-94,0,0,2.12,0,52.04,1.06,0,66.91,3.19,9.56,4.25,12.74,4.25,0,1.06,3.19,3.19,6.37,0,1.06,2.12,333.48,0,10.62,26.55,69.03,3.19,5.31,5.31,0,0,11.68,0,1.06,1.06,0,9.56,5.31,18.05,5.31,12.74,1.06
 96-106,0,0,0,0,84.15,2.19,0,53.55,2.19,19.67,4.37,32.79,5.46,0,0,3.28,0,10.93,2.19,1.09,0,296.16,1.09,6.56,21.86,53.55,3.28,6.56,5.46,0,2.19,14.21,0,1.09,1.09,0,4.37,2.19,16.39,8.74,28.41,1.09
108-118,0,0,0,0,68.17,4.6,0.77,41.36,0,20.68,4.6,22.98,6.89,0,0,3.06,0,9.19,0,1.53,0.77,263.49,3.06,4.6,16.85,76.6,2.3,1.53,5.36,0,1.53,5.36,0,0.77,0,0,1.53,2.3,4.6,4.6,14.55,2.3
120,1.96,0,0,0,113.67,1.96,0,50.95,3.92,31.36,1.96,27.44,7.84,0,0,3.92,1.96,11.76,0,1.96,0,241.05,3.92,13.72,15.68,82.31,0,1.96,11.76,0,1.96,11.76,0,0,0,0,5.88,0,15.68,9.8,25.48,1.96
