stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,131.78,4664.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.98,0,0,0,0,0,0,0,0,0,0,0
  5-6,306.48,2304.74,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.94,6.13,0,0,12.26,0,300.35,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,21.03,34.17,0,0,0,57.83,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,294.42,21.03,0,0,68.35,0,94.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,22.03,0,3.15,0,481.49,0,0,0,0,0,28.32,0,0,0,0,0,3.15,0,0,0,0,0,1290.26,40.91,0,0,84.97,0,37.76,6.29,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,1,0,3,30,51,0,118,0,0,0,8,12,6,1,29,3,0,0,0,1,31,0,0,15,505,140,1,43,6,0,255,3,13,74,0,15,143,0,0,62,0,3
 24-34,0,0,0.82,26.27,9.03,0,45.97,0,3.28,0.82,18.88,4.1,1.64,9.03,57.46,3.28,0,4.93,1.64,6.57,31.19,0.82,0.82,9.03,370.21,36.94,4.1,16.42,0,0,176.48,0,0,65.67,0,3.28,147.75,0,0,177.3,0,0.82
 36-46,0,0,0,13.7,0,0,37.87,0,0,0,62.04,3.22,1.61,11.28,82.18,1.61,1.61,3.22,0.81,0.81,33.84,0,0,8.86,227.2,25.78,4.03,4.83,0,0,92.65,0,0,39.48,0,0,110.38,0,0.81,79.76,0,1.61
 48-58,0,0.57,0,6.31,0,0,29.84,0,0.57,1.72,157.8,1.15,14.92,10.9,75.17,3.44,1.15,1.15,0,0.57,101.56,0,1.15,4.02,90.09,5.74,1.72,9.18,0,0,88.94,0,0,21.23,0,0,97.55,0,1.15,39.02,0.57,2.3
 60-70,0,0,0,13.74,0,0,37.3,0,1.96,3.93,335.68,0.98,9.82,11.78,93.24,0.98,7.85,4.91,0.98,0,197.29,0.98,0.98,6.87,67.73,0.98,2.94,7.85,0,0,121.71,0,0,21.59,0,0,58.89,0,4.91,35.33,0,3.93
 72-82,0,0,0,12.76,0,0,67.73,0,0,2.94,513.41,0.98,4.91,20.61,118.78,1.96,3.93,4.91,2.94,1.96,249.34,0,0.98,7.85,82.46,4.91,0.98,16.69,0,0,162.96,0,0,29.45,0,0,20.61,0.98,4.91,47.12,1.96,4.91
 84-94,0,0,2.12,29.74,1.06,0,64.78,0,6.37,1.06,355.78,7.43,7.43,4.25,174.17,12.74,2.12,4.25,6.37,1.06,195.41,3.19,3.19,7.43,64.78,2.12,7.43,24.43,0,0,444.99,0,0,70.09,0,0,16.99,0,5.31,57.35,3.19,1.06
 96-106,0,0,1.09,39.34,2.19,0,57.92,1.09,9.84,6.56,422.93,5.46,1.09,30.6,207.64,9.84,7.65,6.56,3.28,1.09,184.69,5.46,6.56,5.46,77.59,3.28,16.39,34.97,0,1.09,398.89,0,0,51.36,1.09,0,21.86,0,4.37,74.31,3.28,0
108-118,0,0,0.77,29.87,2.3,0.77,42.89,0,13.02,4.6,356.17,4.6,0,11.49,134.04,13.79,6.89,3.83,3.06,0,134.81,3.06,4.6,3.83,73.53,3.06,12.26,21.45,0,0.77,314.04,0.77,0,60.51,0.77,0,7.66,0,10.72,41.36,3.06,0.77
120,0,0,0,21.56,0,0,43.12,1.96,5.88,0,254.77,3.92,0,7.84,127.39,5.88,1.96,5.88,1.96,0,99.95,3.92,5.88,1.96,52.91,5.88,5.88,9.8,0,0,268.49,0,0,33.32,0,0,7.84,0,0,37.24,5.88,0
