stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,57,24,0,16,0,1,0,2,4,0,0,0,1,0,1,0,0,27,0,0,18,77,6,0,4,8,0,2,1,33,4,1,25,70,0,0,14,0,0
 24-34,0,0,0,31.19,0.82,0,2.46,0,3.28,0.82,4.93,1.64,0,0.82,3.28,2.46,0.82,0,0,0.82,22.16,0.82,0,10.67,32.01,1.64,0.82,0,0,0,19.7,0,0,4.1,0,1.64,13.95,0,0,38.58,0,0
 36-46,0,0,0,39.48,0.81,0,2.42,0,2.42,1.61,4.83,2.42,1.61,12.09,0.81,0.81,0.81,0,0,0,54.79,2.42,1.61,17.72,50.76,5.64,0,3.22,0,0,28.2,0,0,4.03,0,0,18.53,0,0.81,34.64,0,0
 48-58,0,0,0,12.62,0,0,2.3,0.57,6.89,3.44,5.74,0,3.44,4.59,7.46,0.57,0,0.57,0,0.57,37.3,1.15,0,7.46,12.62,1.72,0.57,0.57,0,0,12.05,0,0,0,0,0,4.59,0,0,17.79,0,1.15
 60-70,0,0,0,21.59,0.98,0,7.85,0,19.63,2.94,29.45,0,1.96,5.89,7.85,1.96,0.98,0.98,0.98,0,105.02,2.94,1.96,7.85,32.39,4.91,0.98,3.93,0,1.96,22.58,0,0,0,0,0,6.87,0,2.94,24.54,0.98,2.94
 72-82,0,0,0.98,43.19,5.89,0,11.78,0,10.8,3.93,26.5,0.98,0.98,2.94,16.69,1.96,0.98,3.93,0.98,0,142.34,1.96,6.87,11.78,29.45,2.94,0.98,0,0,0.98,32.39,0,0,0,0,0,0.98,0,2.94,43.19,1.96,3.93
 84-94,0,0,0,73.28,2.12,0,9.56,0,29.74,4.25,18.05,5.31,0,3.19,16.99,5.31,3.19,3.19,1.06,0,103.02,6.37,2.12,15.93,19.12,3.19,6.37,3.19,0,1.06,94.52,0,0,3.19,0,0,2.12,2.12,2.12,52.04,1.06,0
 96-106,0,3.28,0,159.56,2.19,1.09,14.21,0,30.6,5.46,22.95,10.93,0,13.11,20.76,17.49,6.56,8.74,0,0,185.78,5.46,9.84,16.39,52.46,5.46,10.93,1.09,0,0,121.31,0,0,6.56,0,0,0,0,8.74,46.99,6.56,4.37
108-118,0,0.77,0,173.11,2.3,1.53,9.96,0,72.77,6.89,30.64,25.28,0,8.43,15.32,11.49,13.79,6.89,4.6,1.53,241.28,2.3,7.66,30.64,39.06,9.19,9.96,4.6,0,4.6,78.13,0,0,5.36,0,0,0.77,4.6,8.43,45.19,5.36,5.36
120,0,0,0,135.23,0,0,5.88,1.96,52.91,7.84,11.76,21.56,0,9.8,9.8,7.84,7.84,1.96,1.96,1.96,123.47,1.96,1.96,9.8,25.48,1.96,5.88,1.96,0,5.88,90.15,1.96,0,1.96,0,0,1.96,9.8,3.92,33.32,5.88,1.96
