stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,4,53,21,0,34,0,0,0,1,3,6,0,0,2,0,0,0,0,17,0,0,13,152,4,2,2,6,0,8,2,44,0,9,172,51,0,0,2,0,1
 24-34,0.82,0.82,9.85,4.1,0,44.33,0.82,0,0.82,3.28,0,0,0,0.82,4.1,0.82,0,0.82,0,22.98,0,0,9.85,186.33,3.28,3.28,0.82,0,0,17.24,0,0,0.82,0.82,23.8,40.22,0,0,4.1,0,0.82
 36-46,0,0,0,0.81,0,47.53,0.81,0,1.61,6.45,0.81,0,1.61,0.81,0.81,0,0,0.81,0,25.78,0,0.81,8.86,206.25,2.42,4.03,0,0,0,8.86,0.81,0,0,0.81,0,41.09,0,0,0.81,0,0.81
 48-58,0.57,0,5.16,1.15,0,75.74,5.16,1.72,2.87,17.21,0,0,1.72,1.15,0.57,1.72,0.57,2.3,1.15,52.79,1.15,1.15,16.64,230.67,2.3,6.31,1.15,0,0,6.89,0,0,1.15,0,0,39.59,0,0,5.16,0,1.72
 60-70,0,0,3.93,0,0,116.8,0.98,0.98,1.96,30.43,1.96,0,1.96,0,0,0,0.98,0.98,1.96,39.26,0,0.98,8.83,265.01,0,0.98,2.94,0,0,11.78,0,0,0,0,0,32.39,0,0.98,2.94,0,0.98
 72-82,0.98,0,2.94,4.91,0.98,112.89,0,1.96,3.93,23.56,2.94,0,2.94,1.96,0.98,0,1.96,0.98,0,77.55,0.98,1.96,11.78,193.39,0.98,1.96,3.93,0,0,14.72,0,0,1.96,0,0,15.71,0,0.98,6.87,1.96,0.98
 84-94,0,0,10.62,4.25,0,58.41,0,0,3.19,12.74,6.37,0,0,2.12,4.25,0,1.06,0,1.06,54.16,1.06,2.12,15.93,90.27,4.25,3.19,1.06,0,0,39.3,0,0,3.19,0,0,3.19,0,2.12,3.19,4.25,2.12
 96-106,0,0,14.21,6.56,3.28,54.64,1.09,3.28,2.19,18.58,5.46,0,0,7.65,2.19,1.09,4.37,1.09,3.28,49.18,0,2.19,7.65,67.76,1.09,3.28,3.28,0,3.28,29.51,1.09,0,0,2.19,0,5.46,1.09,1.09,5.46,0,4.37
108-118,0.77,0,19.92,3.83,3.83,40.6,0,7.66,1.53,9.19,7.66,0,2.3,6.13,2.3,3.06,0.77,1.53,1.53,29.11,3.06,1.53,13.02,92.68,0.77,2.3,3.06,0,0.77,26.81,0,0,0,0.77,0,2.3,1.53,1.53,2.3,0,1.53
120,0,0,33.32,3.92,3.92,19.6,5.88,3.92,3.92,19.6,7.84,0,1.96,9.8,1.96,0,0,1.96,0,21.56,1.96,1.96,17.64,64.67,3.92,3.92,1.96,0,0,19.6,0,0,0,0,0,3.92,0,0,11.76,0,0
