stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1106.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,67.43,711.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,15.77,26.29,0,0,0,78.86,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,444.25,31.54,0,0,191.9,0,2.63,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,22.03,0,0,0,50.35,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,352.46,12.59,0,0,129.03,0,3.15,0,3.15,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,2,20,10,0,7,0,0,0,3,1,0,0,0,0,0,0,1,0,14,0,0,13,117,3,2,1,4,0,8,1,16,0,1,15,47,0,0,1,0,0
 24-34,0,0,1.64,16.42,3.28,0,28.73,0,1.64,0.82,7.39,1.64,0,0.82,0,3.28,2.46,3.28,0,1.64,45.97,0,0,18.88,377.59,0,4.1,7.39,0,0,26.27,0,0,5.75,0.82,4.93,88.65,0,0,9.03,0,2.46
 36-46,0,0,0.81,5.64,0.81,0,124.07,0.81,2.42,0,15.31,0.81,0,0,1.61,0,0.81,1.61,0,1.61,37.06,0.81,0.81,12.09,459.23,2.42,2.42,1.61,0,0,25.78,0,0,3.22,4.03,0,92.65,0,0,7.25,0,0
 48-58,0,0,0,10.33,2.87,0,167.55,1.72,0.57,1.72,19.51,0.57,1.72,0,0.57,1.15,0.57,1.15,0.57,2.3,57.38,2.87,2.87,10.33,402.81,1.15,3.44,2.87,0,1.15,13.77,0,0,0.57,2.3,0,64.84,0,0.57,5.16,0,2.3
 60-70,0,0,0,12.76,0,0,211.03,0.98,1.96,3.93,27.48,1.96,0.98,1.96,1.96,1.96,1.96,0,0,0,56.93,1.96,0.98,6.87,378.87,1.96,0,2.94,0,0,20.61,0.98,0,1.96,1.96,0,57.91,0,0.98,7.85,0,0.98
 72-82,0,0,0,13.74,5.89,0.98,147.25,0,2.94,1.96,39.27,3.93,1.96,0.98,1.96,0.98,0,2.94,0,1.96,78.53,1.96,2.94,7.85,288.61,1.96,0.98,1.96,0,0,18.65,0,0,0.98,0,0,26.5,0,0.98,14.72,0,1.96
 84-94,0,0,0,22.3,5.31,1.06,100.89,1.06,3.19,3.19,23.36,6.37,1.06,2.12,3.19,5.31,3.19,4.25,0,1.06,47.79,3.19,6.37,10.62,130.63,2.12,5.31,3.19,0,0,57.35,0,0,3.19,4.25,0,14.87,6.37,2.12,7.43,1.06,1.06
 96-106,0,0,0,15.3,6.56,1.09,61.2,0,4.37,2.19,26.23,5.46,0,1.09,1.09,3.28,2.19,4.37,1.09,0,38.25,1.09,3.28,4.37,112.56,0,2.19,4.37,0,1.09,48.09,0,0,0,0,0,7.65,1.09,2.19,4.37,2.19,1.09
108-118,0,0,0,20.68,3.06,4.6,61.28,0,5.36,1.53,14.55,10.72,0,0.77,2.3,4.6,5.36,3.06,3.06,0.77,39.83,1.53,0,7.66,111.06,1.53,1.53,2.3,0,1.53,42.13,0,0,0.77,2.3,0,6.13,0,1.53,6.89,1.53,0.77
120,0,0,0,52.91,11.76,3.92,68.59,5.88,1.96,1.96,19.6,9.8,0,0,9.8,11.76,0,1.96,1.96,0,37.24,0,0,3.92,209.7,7.84,3.92,13.72,0,0,88.19,0,0,5.88,1.96,0,7.84,0,0,19.6,0,0
