stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,2.63,0,0,0,34.17,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,86.75,5.26,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,9.44,0,12.59,0,3.15,0,53.5,0,0,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,374.49,15.73,0,0,66.09,0,0,0,3.15,6.29,0,0,3.15,0,0,0,0,0
 14-21,0,1,8,66,63,0,26,0,1,0,14,1,4,3,0,2,0,0,0,2,42,0,0,39,403,1,7,10,6,0,2,1,29,2,6,73,153,0,0,26,0,0
 24-34,0,1.64,3.28,21.34,10.67,0,79.62,0,8.21,1.64,13.13,0.82,0.82,6.57,2.46,4.93,0.82,6.57,0.82,12.31,80.44,3.28,0.82,30.37,756.01,12.31,7.39,21.34,0,0,6.57,0,0,0.82,1.64,22.16,204.39,0,0,133.8,0,2.46
 36-46,0,0,0,4.03,0,0,128.91,0,1.61,3.22,37.87,0,0,7.25,4.83,3.22,0,4.03,0.81,4.83,73.32,1.61,1.61,15.31,638.09,3.22,8.06,6.45,0,0,5.64,0,0,0,1.61,0,190.14,0,0,73.32,0,2.42
 48-58,0,0,0,6.31,0.57,0,176.16,0.57,1.72,2.3,51.07,0,0,6.89,12.05,2.3,1.15,4.02,0,3.44,86.64,1.72,3.44,17.79,453.31,1.72,2.3,7.46,0,0,6.89,0,0,0,0.57,0,123.94,0,1.15,52.79,0,3.44
 60-70,0,0,0,8.83,0.98,0,196.3,0.98,3.93,6.87,51.04,0.98,0,6.87,17.67,0,0,4.91,0.98,1.96,99.13,1.96,2.94,14.72,353.35,1.96,6.87,7.85,0,1.96,5.89,0,0,0.98,0,0,43.19,0.98,1.96,44.17,0.98,3.93
 72-82,0,0.98,0,8.83,2.94,0.98,147.25,0,2.94,1.96,65.77,7.85,0,13.74,16.69,4.91,3.93,5.89,0.98,2.94,150.19,2.94,11.78,21.6,254.25,1.96,2.94,13.74,0,0.98,6.87,0,0,0,0.98,0,17.67,0.98,8.83,94.24,7.85,0.98
 84-94,0,2.12,0,12.74,4.25,2.12,86.03,2.12,7.43,4.25,44.61,5.31,0,12.74,39.3,9.56,7.43,3.19,1.06,6.37,84.96,2.12,10.62,12.74,173.11,1.06,1.06,9.56,0,1.06,14.87,0,0,0,1.06,0,11.68,1.06,7.43,81.78,5.31,3.19
 96-106,0,0,0,12.02,5.46,0,73.22,0,5.46,4.37,41.53,7.65,0,6.56,50.27,10.93,4.37,3.28,2.19,8.74,71.04,4.37,5.46,6.56,98.36,0,5.46,10.93,0,2.19,13.11,0,0,0,0,0,6.56,2.19,2.19,81.96,3.28,4.37
108-118,0,1.53,0,13.02,9.19,1.53,62.81,1.53,6.89,7.66,26.04,3.83,0,4.6,35.23,3.83,10.72,8.43,1.53,6.89,58.21,4.6,5.36,7.66,117.19,0,3.06,6.89,0,4.6,13.79,0,0,0.77,0.77,0,3.83,2.3,3.83,62.81,3.83,2.3
120,0,0,0,19.6,15.68,0,54.87,1.96,7.84,1.96,31.36,9.8,0,1.96,54.87,5.88,3.92,3.92,0,0,39.2,0,1.96,13.72,101.91,0,5.88,5.88,0,1.96,9.8,0,0,0,1.96,0,0,1.96,1.96,48.99,7.84,0
