stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,579.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,796.85,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,26.29,0,55.2,0,0,157.72,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,825.42,23.66,0,0,268.13,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,40.91,0,6.29,132.17,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,689.19,22.03,0,0,336.73,0,0,3.15,0,31.47,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,1,46,10,21,0,0,0,16,0,0,1,0,0,0,0,0,1,16,0,0,28,264,3,3,5,6,0,0,1,74,4,1,42,123,0,0,0,0,0
 24-34,0.82,0,0.82,0.82,15.6,0.82,30.37,0,2.46,3.28,7.39,1.64,0,2.46,0,0,0,0.82,0.82,0.82,45.97,0.82,0.82,13.95,325.06,2.46,11.49,4.1,0,0,7.39,0,0,1.64,0,5.75,90.29,0,0,2.46,0,0.82
 36-46,0,0,0,0,8.86,0.81,76.54,0,2.42,3.22,13.7,0,0,0.81,0.81,0,0,1.61,0,0.81,41.89,0.81,0.81,11.28,342.41,1.61,9.67,2.42,0,0,7.25,0,0,0.81,0,0,74.93,0,0,0.81,0,0.81
 48-58,0,0,0,0,2.3,0,105.58,0,1.72,2.87,17.79,0.57,0,0,0,0,0,1.15,0,0,43.04,1.15,0.57,14.35,275.43,1.15,9.18,0.57,0,0,3.44,0,0,0.57,0,0,55.09,0,0,2.87,0,1.72
 60-70,0,0,0,0,3.93,1.96,143.3,0,4.91,0,22.58,0.98,0,0.98,0.98,0,0,0.98,0,0,39.26,0,0.98,10.8,282.68,0.98,8.83,1.96,0.98,0,4.91,0,0,2.94,0,0,51.04,0,0.98,0.98,0,0.98
 72-82,0,0,2.94,0,6.87,0,123.69,0.98,0.98,4.91,33.38,3.93,0,0.98,0,0.98,1.96,4.91,1.96,0.98,80.5,0,3.93,7.85,248.36,0,16.69,6.87,0,0.98,1.96,0,0,0,0,0,21.6,1.96,0.98,3.93,0,0
 84-94,0,0,0,0,18.05,3.19,97.71,0,3.19,3.19,25.49,3.19,1.06,1.06,3.19,1.06,1.06,1.06,0,0,49.92,0,4.25,7.43,129.57,0,11.68,9.56,0,0,16.99,0,0,2.12,1.06,0,19.12,2.12,2.12,7.43,5.31,4.25
 96-106,0,0,0,0,12.02,4.37,76.5,1.09,2.19,4.37,16.39,3.28,0,2.19,2.19,1.09,2.19,3.28,5.46,0,60.11,0,0,3.28,119.12,0,19.67,18.58,0,0,18.58,0,0,0,0,0,6.56,4.37,3.28,1.09,5.46,0
108-118,0,0,1.53,0.77,6.89,0.77,53.62,0.77,6.89,2.3,19.92,4.6,0,0,2.3,2.3,1.53,1.53,2.3,0,46.72,0.77,1.53,8.43,130.21,3.06,13.79,11.49,0,0,7.66,0,0,0.77,0,0,5.36,0.77,0.77,0.77,0,1.53
120,1.96,0,0,0,25.48,1.96,45.08,1.96,0,0,7.84,3.92,0,1.96,3.92,3.92,0,3.92,1.96,0,47.03,0,3.92,7.84,162.66,3.92,17.64,13.72,0,0,11.76,0,0,1.96,0,0,3.92,1.96,0,3.92,0,0
