stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,2582.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,269.7,2580.58,0,12.26,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,61.3,0,0,0,6.13,0,49.04,0,0,0,0,0,0,0,0,0,0
  7-9,36.8,60.46,0,136.69,0,0,0,281.27,0,0,0,0,0,102.52,0,0,0,0,0,0,0,0,0,0,0,1543.05,60.46,0,0,415.34,0,0,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,69.23,0,66.09,0,3.15,0,232.88,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,1328.02,31.47,0,0,704.92,0,0,0,12.59,44.06,22.03,3.15,0,0,0,0,0
 14-21,0,1,1,52,595,26,0,60,0,2,0,18,11,3,6,0,5,0,3,1,0,92,0,0,80,776,2,0,21,22,0,1,1,321,11,314,242,0,0,0,0,0
 24-34,0,0,0.82,23.8,301.25,2.46,0,63.21,0,9.85,9.85,36.12,5.75,0,7.39,0,8.21,0,32.01,4.1,4.1,204.39,1.64,0.82,121.49,1168.08,2.46,2.46,23.8,0,0,0,0,1.64,4.1,57.46,308.64,0,0,13.95,0,0
 36-46,0,0,0,2.42,107.96,0,0,27.39,0,14.5,12.09,55.59,5.64,0,4.03,0,4.03,0.81,22.56,0.81,0,272.32,0.81,2.42,95.87,588.14,2.42,1.61,12.89,0,0.81,1.61,0,0,1.61,0,219.14,0,0,11.28,0,0
 48-58,0,0,0,0.57,75.17,0.57,0,46.48,0,19.51,17.21,80.91,1.15,0,5.74,0,2.87,0.57,23.53,0.57,0,364.94,0.57,4.02,76.32,218.05,1.15,0,17.21,0,0.57,1.15,0,0,0.57,0,156.65,0,0.57,2.3,0,1.15
 60-70,0,0,0,0,107.97,0.98,0,32.39,0,21.59,17.67,94.23,0.98,0,0.98,0,3.93,2.94,22.58,0.98,0.98,514.32,0.98,8.83,64.78,106,2.94,2.94,15.7,0,0,0.98,0,0,5.89,0,76.56,1.96,1.96,1.96,2.94,0
 72-82,0,0,1.96,0,86.39,0.98,0,70.68,0.98,19.63,32.39,127.62,6.87,0,0.98,0,6.87,1.96,32.39,0,0,685.2,1.96,12.76,76.57,117.8,0,2.94,27.49,0,1.96,2.94,0,0,1.96,0,49.08,7.85,4.91,6.87,12.76,0
 84-94,1.06,0,1.06,0,179.48,2.12,0,94.52,1.06,36.11,22.3,96.65,7.43,0,1.06,0,19.12,3.19,48.85,1.06,0,449.24,0,18.05,64.78,69.03,5.31,3.19,29.74,0,0,3.19,0,0,4.25,0,37.17,28.68,9.56,5.31,10.62,0
 96-106,0,0,1.09,0,150.81,3.28,2.19,71.04,1.09,37.16,18.58,93.98,14.21,0,0,4.37,10.93,1.09,65.57,2.19,1.09,471.02,2.19,14.21,44.81,93.98,3.28,7.65,30.6,0,5.46,5.46,0,0,0,0,26.23,20.76,5.46,3.28,5.46,0
108-118,0,0,1.53,0.77,160.09,1.53,0.77,58.98,0,41.36,22.21,92.68,18.38,0,3.06,0.77,11.49,2.3,46.72,2.3,1.53,399.07,3.06,10.72,52.09,78.13,3.06,6.13,32.17,0,1.53,1.53,0,0,2.3,0,9.96,22.21,3.06,2.3,12.26,1.53
120,1.96,0,3.92,0,209.7,3.92,0,66.63,0,70.55,23.52,99.95,9.8,0,3.92,0,11.76,0,31.36,3.92,0,511.5,7.84,15.68,68.59,119.55,3.92,1.96,41.16,0,5.88,0,0,0,1.96,0,15.68,17.64,7.84,3.92,7.84,0
