stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,2.63,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.35,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,59.79,0,18.88,0,0,0,748.98,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,3024.24,25.18,0,0,204.55,0,3.15,3.15,0,18.88,0,6.29,18.88,0,0,0,0,0
 14-21,0,0,2,129,3,0,896,0,0,0,40,1,0,1,0,0,0,0,0,0,10,0,0,7,4918,8,12,1,6,0,15,0,9,2,1,20,1223,0,0,0,0,0
 24-34,0,0,0,43.51,0,0,1800.14,0,2.46,0,64.03,0,0.82,0,1.64,0.82,0.82,0,1.64,0.82,31.19,0.82,0,10.67,4347.25,0.82,71.41,4.93,0.82,0,10.67,0,0,0.82,1.64,6.57,857.79,0,0,1.64,0,0
 36-46,0,0,0,15.31,0,0,2642.6,0.81,0.81,0.81,157.91,0.81,0,2.42,2.42,0,0,0.81,0.81,0,16.11,0,0,4.83,2496.77,2.42,42.7,0,0,0,19.34,0,0,1.61,0,0.81,858.04,0,0,3.22,0,0.81
 48-58,0,0,0,28.12,0,0,2831.73,4.02,1.72,1.72,296.08,0,0,0,2.3,1.72,1.72,0,0,0.57,43.61,1.72,1.72,8.61,1267.53,2.87,38.44,2.3,0,0,17.21,0,0,0.57,0.57,0,534.79,0,0,2.87,0,4.59
 60-70,0,0.98,0,26.5,0.98,0,2766.91,0.98,3.93,2.94,294.46,0.98,0,0,2.94,1.96,0.98,1.96,0.98,1.96,45.15,0.98,2.94,4.91,691.97,1.96,31.41,3.93,0,0,31.41,0,0,1.96,0.98,0,185.51,0,0.98,1.96,1.96,5.89
 72-82,0,1.96,0,53.99,11.78,0,2103.7,1.96,3.93,5.89,392.66,1.96,0.98,0,1.96,3.93,0,2.94,0.98,0,75.59,0,4.91,6.87,710.72,0,57.92,1.96,0,0,43.19,0,0,1.96,0,0,93.26,1.96,0.98,1.96,0,1.96
 84-94,0,1.06,0,98.77,2.12,0,1524.02,2.12,4.25,4.25,253.83,3.19,0,1.06,6.37,4.25,8.5,3.19,2.12,1.06,53.1,1.06,6.37,4.25,433.31,3.19,73.28,1.06,0,1.06,145.5,0,0,0,0,0,76.47,1.06,5.31,5.31,2.12,1.06
 96-106,0,2.19,0,110.38,3.28,2.19,1191.2,3.28,5.46,2.19,281.95,5.46,0,2.19,5.46,2.19,0,1.09,3.28,0,54.64,4.37,2.19,5.46,384.68,1.09,133.33,3.28,0,1.09,157.37,0,0,0,0,0,21.86,1.09,1.09,2.19,1.09,2.19
108-118,0,1.53,0,106.47,4.6,0.77,1126.73,0.77,2.3,0.77,216.77,3.06,0,0.77,3.06,2.3,0.77,0,1.53,0,25.28,0.77,0.77,6.13,432.77,0.77,85.79,3.06,0,0.77,161.62,0,0,0,0,0,13.02,0,0.77,4.6,2.3,1.53
120,0,0,0,94.07,1.96,3.92,942.66,0,9.8,0,205.78,3.92,0,0,3.92,1.96,1.96,1.96,3.92,1.96,15.68,1.96,1.96,5.88,542.86,0,56.83,1.96,0,0,115.63,0,0,0,0,0,13.72,0,0,3.92,0,0
