stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,869.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,392.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,15.77,0,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,44,25,2,0,0,0,0,0,0,29,1,0,0,29,0,0,7,0,4,6,0,2,14,4,0,0,0,0,320,4,7,0,2,6,0,0,0,0,0
 24-34,0,0,0,41.04,73.06,1.64,0,9.03,0,9.85,0,0.82,11.49,9.03,0.82,2.46,83.73,0,4.93,6.57,0,9.85,34.48,0.82,2.46,45.97,2.46,10.67,2.46,0,0.82,945.63,0,20.52,0,0,10.67,0,0,4.1,0,0
 36-46,0,0,0,4.03,68.48,0,0,19.34,0,13.7,0,0,11.28,4.83,0,0,33.03,0,2.42,7.25,0.81,16.11,37.87,0,6.45,25.78,4.03,13.7,0,0,0,1007.89,0,10.47,0,0,8.06,0,0.81,2.42,0,0.81
 48-58,0.57,0,0,1.15,66.56,0,0,22.95,0,25.82,3.44,1.72,6.89,7.46,0.57,1.72,14.35,0,9.18,7.46,0.57,51.64,21.23,0,5.74,28.12,2.3,6.89,2.87,0,0,674.79,0,4.02,0,0,11.48,0,0.57,5.74,0,0
 60-70,0,0,0,0,109.93,0,0,15.7,0,16.69,4.91,5.89,22.58,3.93,0,3.93,16.69,0.98,8.83,5.89,0,130.54,19.63,0.98,13.74,31.41,0,14.72,1.96,0,0.98,623.27,0,5.89,0,0,1.96,0.98,2.94,8.83,0,0
 72-82,0,0,0.98,0,232.65,2.94,0,38.28,0,28.47,21.6,10.8,92.28,1.96,0.98,5.89,39.27,0.98,14.72,17.67,0,425.06,40.25,3.93,15.71,62.83,0.98,25.52,2.94,0,3.93,716.61,0,9.82,0,0,7.85,8.83,11.78,29.45,3.93,0.98
 84-94,0,0,2.12,4.25,441.81,1.06,3.19,41.42,0,58.41,18.05,3.19,176.3,0,0,8.5,60.54,3.19,14.87,33.99,0,229.4,45.67,2.12,8.5,30.8,0,49.92,2.12,0,2.12,1972.2,0,12.74,0,0,5.31,24.43,3.19,28.68,3.19,0
 96-106,0,0,2.19,3.28,722.37,4.37,2.19,33.88,1.09,74.31,22.95,13.11,273.21,0,3.28,12.02,93.98,0,39.34,33.88,0,323.48,76.5,10.93,2.19,90.71,0,67.76,9.84,0,4.37,1988.98,0,8.74,2.19,0,5.46,40.44,9.84,42.62,6.56,2.19
108-118,0,0,1.53,5.36,793.54,2.3,6.89,21.45,0,111.06,18.38,11.49,338.56,0,0.77,9.19,114.13,2.3,17.62,53.62,0,320.17,55.92,8.43,6.13,78.13,0.77,49.02,9.19,0,6.89,1991.5,0,12.26,0,0,3.06,46.72,5.36,34.47,1.53,3.06
120,0,0,0,1.96,390,1.96,3.92,19.6,0,48.99,13.72,15.68,154.82,0,0,3.92,45.08,3.92,15.68,48.99,0,184.22,41.16,0,7.84,74.47,0,13.72,5.88,0,5.88,848.59,0,9.8,0,0,0,21.56,5.88,37.24,0,0
