stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,3.15,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,62.94,6.29,0,0,3.15,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,14,849,37,0,291,0,1,0,19,10,2,9,0,1,1,3,0,8,592,5,0,639,1393,135,0,7,26,0,8,0,134,78,11,625,379,0,0,4,0,15
 24-34,0,0.82,4.93,294.69,4.1,0,115.74,0.82,22.98,4.1,18.06,1.64,0,12.31,0.82,0,7.39,2.46,0,9.85,769.96,0.82,2.46,449.01,233.12,18.88,1.64,1.64,0,2.46,11.49,0,0,5.75,0,27.91,43.51,0,0,8.21,0,7.39
 36-46,0,0.81,0,137.77,0,0,109.57,6.45,82.18,20.14,23.36,7.25,0,18.53,0.81,0.81,11.28,2.42,0,3.22,947.47,4.03,23.36,347.24,335.96,29.81,4.83,20.14,0,0,8.86,0,1.61,5.64,0.81,2.42,74.93,0,1.61,9.67,0,8.06
 48-58,0,0,0,44.18,0,0,65.99,2.3,53.94,12.05,14.92,0.57,0,8.61,0.57,0.57,5.74,1.15,1.72,0,683.4,0.57,30.99,197.96,117.06,8.61,1.15,5.74,0,1.72,1.72,0,0,0.57,0.57,0,14.35,0,1.15,2.3,0.57,6.31
 60-70,0,0,0,70.67,0,0,131.52,0.98,62.82,19.63,69.69,2.94,0,6.87,0.98,0,6.87,0.98,9.82,0,970.73,0.98,51.04,170.78,237.53,8.83,3.93,23.56,0,13.74,5.89,0,0,1.96,0,0,35.33,0,19.63,1.96,10.8,1.96
 72-82,0,0,0,36.32,2.94,0.98,63.81,1.96,23.56,21.6,45.16,0.98,0,4.91,0,0.98,1.96,3.93,7.85,0.98,894.29,0.98,36.32,143.32,97.18,3.93,1.96,24.54,0,8.83,0.98,0,0,0,0,0,6.87,0,26.5,4.91,18.65,2.94
 84-94,0,0,0,65.85,0,1.06,108.33,2.12,63.72,15.93,39.3,1.06,0,6.37,1.06,1.06,13.81,2.12,48.85,0,726.43,2.12,43.54,151.87,82.84,4.25,3.19,27.61,0,14.87,2.12,0,0,0,0,0,3.19,0,22.3,7.43,15.93,2.12
 96-106,0,0,0,110.38,5.46,1.09,134.42,4.37,65.57,17.49,75.41,7.65,0,22.95,4.37,3.28,7.65,1.09,37.16,2.19,876.46,2.19,43.71,122.4,170.48,5.46,3.28,50.27,0,34.97,8.74,1.09,0,1.09,0,0,2.19,1.09,33.88,18.58,39.34,4.37
108-118,0,0,0,147.83,1.53,12.26,71.23,2.3,83.49,30.64,69.7,9.19,0,8.43,3.83,7.66,13.79,4.6,100.34,1.53,836.43,0,40.6,150.89,164.68,5.36,6.89,58.21,0,34.47,5.36,0,0,1.53,0.77,0,7.66,1.53,26.04,13.79,22.98,6.13
120,0,0,0,80.35,0,1.96,52.91,0,47.03,19.6,29.4,9.8,0,9.8,3.92,1.96,15.68,3.92,33.32,0,578.14,1.96,33.32,141.1,145.02,5.88,1.96,31.36,0,31.36,3.92,0,0,1.96,0,0,3.92,0,15.68,1.96,9.8,1.96
