stage,eye,glial,mesenchyme,neural,olfactory,periderm,spinal.cord
 14-21,0,0,0,1,0,0,3
 24-34,0,0,0,9.03,0.82,0,3.28
 36-46,2.42,0,0,40.28,2.42,0,5.64
 48-58,8.03,0.57,0.57,47.05,0,0,11.48
 60-70,16.69,0.98,0,54.97,0,0,8.83
 72-82,18.65,0,0,46.14,0,0,5.89
 84-94,18.05,1.06,1.06,25.49,0,1.06,1.06
 96-106,17.49,0,1.09,28.41,0,0,0
108-118,13.02,0.77,0,20.68,0,0,2.3
120,11.76,0,1.96,21.56,0,0,1.96
