stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,619.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,361.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77,0,0,0,5.26,0,5.26,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,12.59,0,3.15,3.15,3.15,3.15,0,0,0,0,0,0,0
 14-21,0,0,0,1,12,6,0,8,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,3,64,0,0,0,1,0,31,1,1,0,3,17,0,0,5,0,0
 24-34,0,0,0,0.82,36.12,1.64,0,49.25,0,0.82,0,3.28,0.82,0,2.46,0,2.46,0.82,1.64,0.82,10.67,13.13,1.64,0,6.57,293.87,0.82,0.82,6.57,0,0,114.92,0,0,2.46,0,40.22,0,0,43.51,0,4.93
 36-46,0,0,0,0,8.86,0.81,0,99.1,0.81,0.81,0,24.17,0.81,0.81,3.22,0.81,0,0,1.61,0,5.64,20.14,0,0.81,12.09,187.72,0.81,0,3.22,0,0,100.71,0,0,4.03,0,56.4,0,0,25.78,0,5.64
 48-58,0,0,0,0.57,15.49,0,0,84.35,0.57,2.3,1.72,35,0.57,3.44,2.3,2.3,0,0.57,2.3,0.57,12.05,14.35,3.44,0.57,4.59,85.5,0.57,2.3,2.3,0,0,56.81,0,0,3.44,0,27.54,0,0.57,29.84,0,8.61
 60-70,0,0,0,0.98,19.63,0,0,59.87,0.98,8.83,1.96,63.8,0.98,2.94,0,3.93,0.98,0.98,0.98,0,6.87,24.54,0,2.94,3.93,66.74,0.98,1.96,6.87,0,0,74.6,0,0,1.96,0,9.82,0.98,0.98,26.5,0,3.93
 72-82,0,0,0,0,18.65,4.91,0,48.1,0,1.96,2.94,97.18,10.8,2.94,2.94,8.83,1.96,5.89,3.93,0.98,8.83,92.28,4.91,2.94,4.91,65.77,0.98,3.93,11.78,0,0,94.24,0,0,0,0,3.93,0,0.98,74.61,0.98,6.87
 84-94,0,0,1.06,1.06,43.54,0,0,33.99,0,13.81,1.06,46.73,11.68,7.43,3.19,14.87,2.12,5.31,4.25,3.19,16.99,46.73,3.19,1.06,4.25,44.61,1.06,8.5,9.56,0,0,218.78,0,0,11.68,0,3.19,3.19,1.06,69.03,3.19,5.31
 96-106,0,0,0,1.09,56.83,7.65,1.09,30.6,0,7.65,0,56.83,21.86,0,3.28,20.76,6.56,4.37,17.49,2.19,6.56,34.97,6.56,1.09,1.09,52.46,2.19,12.02,15.3,0,0,213.11,0,0,8.74,0,2.19,4.37,3.28,74.31,1.09,9.84
108-118,0,0,0.77,0.77,70.47,2.3,1.53,31.4,0.77,21.45,2.3,69.7,21.45,0,1.53,13.79,11.49,11.49,6.89,3.83,11.49,42.89,3.06,2.3,1.53,49.79,0,12.26,10.72,0,0.77,171.58,0,0,9.96,0,1.53,3.06,4.6,49.02,1.53,12.26
120,0,0,0,1.96,68.59,1.96,0,23.52,0,9.8,1.96,52.91,13.72,0,1.96,11.76,0,3.92,5.88,0,5.88,37.24,1.96,3.92,0,39.2,0,9.8,11.76,0,1.96,133.27,0,0,1.96,0,5.88,0,3.92,54.87,0,5.88
