stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,1475.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,1170.76,0,6.13,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,26.29,18.4,0,28.92,0,0,55.2,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,525.74,21.03,0,0,191.9,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,44.06,0,6.29,56.65,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,534.98,22.03,0,0,176.23,0,0,3.15,18.88,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,5,45,6,23,0,0,0,11,2,2,0,0,0,0,0,0,1,16,0,0,18,345,2,3,2,8,0,0,28,3,1,30,115,0,0,3,0,0
 24-34,0,0,0.82,0,8.21,3.28,59.92,0,0.82,0,10.67,0.82,0,0,0,1.64,0,0,0.82,0.82,50.89,0,0,24.63,600.05,1.64,4.1,4.93,0,0,2.46,0,0.82,1.64,8.21,150.22,0,0,13.13,0,0
 36-46,0,0,0,0,5.64,0,175.64,0.81,0,1.61,13.7,0.81,0,1.61,0,0.81,0,0.81,0,0,46.73,0,0,15.31,544.63,2.42,8.86,0.81,0,0,6.45,0,0,0,0,136.96,0,0,7.25,0,1.61
 48-58,0,0,0,0,3.44,0,148.04,0.57,0.57,0.57,25.82,0,0,0.57,0.57,0,0,0.57,0,1.15,36.72,0,0.57,8.03,237.56,1.72,1.72,1.15,0,0,1.72,0,0.57,0,0,63.69,0,0,2.3,0.57,0
 60-70,0,0,0,0,1.96,0.98,211.03,0,0.98,0,32.39,0,0,0.98,1.96,0,0.98,0.98,0,0,71.65,0,0.98,7.85,322.92,0,2.94,0,0,0,5.89,0,0.98,0,0,59.87,0,0,0,0,0.98
 72-82,0,0,2.94,0,6.87,0.98,119.76,0,0.98,0.98,32.39,0.98,0,0.98,0.98,0,1.96,2.94,0,0,64.79,0,2.94,10.8,267.99,0,4.91,2.94,0,0.98,1.96,0,0,0,0,19.63,0,2.94,1.96,1.96,0.98
 84-94,0,0,0,0,6.37,4.25,110.45,0,0,4.25,11.68,4.25,0,0,0,1.06,3.19,0,0,0,50.98,0,3.19,12.74,111.51,0,2.12,5.31,0,1.06,12.74,0,0,0,0,19.12,0,2.12,2.12,3.19,1.06
 96-106,0,0,1.09,0,9.84,2.19,71.04,1.09,1.09,1.09,26.23,1.09,0,0,4.37,3.28,1.09,4.37,0,0,41.53,2.19,0,5.46,115.84,3.28,4.37,7.65,0,2.19,7.65,0,2.19,0,0,6.56,3.28,1.09,9.84,1.09,0
108-118,0,0,0,0,15.32,2.3,54.38,1.53,2.3,2.3,19.92,0.77,0,3.06,3.83,0.77,3.06,2.3,0.77,2.3,55.15,0,1.53,6.13,140.94,1.53,3.83,3.06,0,0,3.83,0,0,0,0,3.83,0.77,1.53,5.36,0.77,4.6
120,0,0,0,0,23.52,1.96,39.2,0,1.96,1.96,11.76,0,0,0,1.96,1.96,5.88,0,0,0,27.44,0,0,9.8,99.95,1.96,5.88,0,0,0,15.68,0,3.92,0,0,3.92,1.96,0,1.96,0,0
