stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,2.63,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,0,0,0,9.44,0,12.59,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3,47,51,0,1,0,0,0,0,4,0,3,4,4,0,0,0,0,14,2,0,3,18,1,1,1,3,0,18,4,2,6,0,8,6,0,0,12,0,0
 24-34,0,0,2.46,20.52,36.94,0,0.82,0,5.75,0,1.64,2.46,0.82,4.93,7.39,13.95,0,0.82,0,0,9.85,9.85,0.82,2.46,40.22,0,17.24,1.64,0,0.82,109.17,0,0,4.93,0,0,13.95,0,0,32.01,0,0
 36-46,0,0,0,7.25,28.2,0,0.81,0,1.61,0,2.42,1.61,0,0.81,12.89,4.83,0.81,3.22,0.81,2.42,11.28,4.03,1.61,2.42,60.43,0,20.95,1.61,0,0,152.27,1.61,0,4.03,0,0,16.92,0,0,28.2,0,0.81
 48-58,0,0,0.57,8.61,46.48,0,6.31,0,4.59,0.57,1.72,4.59,1.15,5.74,15.49,2.3,1.15,3.44,0,1.72,12.05,5.16,1.72,1.72,40.74,0.57,21.8,0.57,0,0,161.81,0,0,1.72,0,0,10.9,0,0.57,23.53,0,6.89
 60-70,0,0,0,27.48,47.11,0,9.82,0,12.76,0.98,9.82,18.65,0.98,8.83,30.43,8.83,0.98,11.78,1.96,0.98,48.09,4.91,2.94,4.91,45.15,0,20.61,1.96,0,2.94,226.73,0,0,2.94,0,0,9.82,3.93,1.96,31.41,0.98,5.89
 72-82,0,8.83,0,70.68,107.98,0.98,14.72,0,24.54,7.85,39.27,37.3,2.94,9.82,57.92,26.5,2.94,15.71,3.93,1.96,116.82,18.65,20.61,8.83,61.84,0,36.32,12.76,0,3.93,413.28,0,0,2.94,0,0,13.74,14.72,5.89,65.77,8.83,9.82
 84-94,0,8.5,1.06,141.25,96.65,1.06,28.68,2.12,33.99,4.25,24.43,62.66,2.12,9.56,72.22,39.3,6.37,13.81,11.68,3.19,91.34,27.61,22.3,9.56,70.09,1.06,39.3,5.31,0,1.06,1072.66,0,0,15.93,0,0,11.68,70.09,5.31,67.97,6.37,18.05
 96-106,0,14.21,1.09,240.43,99.45,2.19,27.32,2.19,72.13,5.46,30.6,88.52,0,17.49,95.08,66.66,6.56,20.76,15.3,3.28,153,49.18,18.58,14.21,75.41,2.19,93.98,9.84,0,6.56,1252.4,0,0,8.74,0,0,14.21,106.01,5.46,85.24,9.84,20.76
108-118,0,5.36,0.77,209.87,79.66,6.13,21.45,3.06,72.77,5.36,41.36,100.34,0,10.72,108.77,52.09,11.49,25.28,19.15,6.89,163.15,31.4,21.45,12.26,72,5.36,52.09,8.43,0,4.6,904.6,0,0,11.49,1.53,0,6.89,110.3,3.83,76.6,4.6,25.28
120,0,1.96,1.96,170.5,94.07,1.96,11.76,1.96,68.59,1.96,29.4,88.19,0,13.72,119.55,33.32,7.84,13.72,19.6,1.96,99.95,15.68,25.48,13.72,58.79,5.88,27.44,5.88,0,3.92,625.17,1.96,0,9.8,1.96,0,7.84,43.12,1.96,47.03,3.92,11.76
