stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,606.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.78,429.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,15.77,0,0,0,23.66,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,252.36,18.4,0,0,110.41,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,22.03,0,3.15,0,15.73,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,223.43,9.44,0,0,100.7,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,1,1,16,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,5,0,0,2,35,2,0,0,0,0,3,0,9,1,0,7,19,0,0,0,0,0
 24-34,0,0,0.82,5.75,0,0,8.21,0,0,0,2.46,0,0,0,0.82,0.82,0,2.46,0.82,0.82,7.39,0,0,4.93,66.49,1.64,1.64,2.46,0,0,18.88,0,0,0,0,0.82,18.06,0,0,7.39,0,0.82
 36-46,0,0,0,3.22,0.81,0,14.5,0,0.81,0,1.61,0,0,0,0,0.81,0,0.81,0,0.81,12.89,0.81,0,3.22,81.37,1.61,1.61,0,0,0,12.09,0,0,0,0,0,26.59,0,0,1.61,0,0.81
 48-58,0,0,0,2.87,0,0,36.72,0,1.72,0.57,9.18,0,0.57,0.57,0,0,0.57,0,0,1.15,21.23,0.57,2.3,4.02,102.14,1.15,0.57,0,0,0,7.46,0,0,1.15,0,0,29.84,0,0,2.3,0,3.44
 60-70,0,0,0,4.91,0.98,0,44.17,2.94,0,0.98,13.74,0,0,0,0.98,0.98,0,0,0,0,23.56,0.98,0.98,2.94,79.5,0.98,3.93,1.96,0,0,12.76,0,0,0,0.98,0,9.82,0,0,0.98,0.98,0
 72-82,0,0,0,0.98,2.94,0,52.03,0,0.98,2.94,14.72,0,0,0,1.96,0,0,0.98,0,0,27.49,0.98,0.98,0,59.88,0.98,0,1.96,0,1.96,6.87,0,0,0,0,0,10.8,0.98,0,0,1.96,0
 84-94,0,0,0,8.5,6.37,0,31.86,1.06,1.06,1.06,5.31,3.19,0,1.06,2.12,1.06,1.06,1.06,1.06,0,25.49,1.06,2.12,2.12,27.61,1.06,1.06,2.12,0,1.06,14.87,0,0,1.06,0,0,0,0,0,1.06,1.06,1.06
 96-106,0,0,0,5.46,2.19,0,21.86,0,0,2.19,6.56,4.37,0,0,1.09,0,0,0,0,0,21.86,4.37,1.09,2.19,14.21,0,2.19,5.46,0,1.09,7.65,0,0,0,0,0,2.19,2.19,1.09,1.09,0,0
108-118,0,0,0,7.66,1.53,0.77,17.62,0,2.3,2.3,5.36,3.83,0,0,3.06,1.53,0.77,0,0.77,0,9.19,0,0.77,0,32.17,0,0,0.77,0,0.77,6.13,0,0,0.77,0,0,0.77,0,0,2.3,0,0.77
120,0,0,0,9.8,0,0,15.68,0,0,0,3.92,0,0,0,3.92,1.96,0,0,0,0,9.8,1.96,1.96,0,27.44,0,1.96,0,0,0,5.88,0,0,0,0,0,0,0,0,1.96,0,0
