stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,6.29,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,29,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,5,29,5,1,14,1,0,0,1,3,0,0,0,14,0,0,1,0,0
 24-34,0,0,0,0.82,23.8,0,0,15.6,0,0,1.64,0.82,0,0,0,4.93,0,0,1.64,0,30.37,0,0,10.67,177.3,4.1,1.64,11.49,0,0,0.82,0.82,0,0,0.82,3.28,74.7,0,0,4.93,0,0
 36-46,0,0,0,0,5.64,0,0,6.45,0,0.81,0.81,1.61,0,0,0,1.61,0,0,0,0,18.53,0,0,6.45,288.43,0.81,4.83,2.42,0,0,0,1.61,0,0,0,0,149.85,0,0,0.81,0,0
 48-58,0,0,0,0,4.59,0,0,24.1,0,0,1.72,4.59,0,0,0,0.57,0,0,0,0,18.36,0,0.57,5.16,449.86,0,0.57,1.72,0,0.57,0,0,0,0,0,0,145.17,0,0,1.15,0,0.57
 60-70,0,0,0,0,7.85,0,0,58.89,0,0.98,2.94,11.78,0,1.96,0,0,0,0.98,0,0,25.52,0.98,0.98,5.89,938.33,0,2.94,2.94,0,0,2.94,0.98,0,0,0,0,240.47,0,0,0.98,0,0
 72-82,0,0,1.96,0,6.87,0.98,0,181.61,0,0,1.96,36.32,1.96,0.98,1.96,0.98,0,0,0,0.98,59.88,0,1.96,4.91,1618.76,0,2.94,2.94,0,0,2.94,0,0,0,0.98,0,303.33,0.98,1.96,1.96,0,0.98
 84-94,0,0,1.06,0,14.87,0,0,170.99,0,1.06,2.12,32.92,3.19,1.06,1.06,3.19,1.06,2.12,0,1.06,50.98,0,1.06,5.31,1039.73,0,3.19,4.25,0,0,2.12,0,0,1.06,0,0,160.37,1.06,7.43,0,2.12,1.06
 96-106,0,0,1.09,0,32.79,3.28,2.19,154.09,1.09,2.19,2.19,63.39,2.19,2.19,1.09,2.19,2.19,0,4.37,0,73.22,1.09,2.19,9.84,1121.26,2.19,5.46,8.74,0,2.19,7.65,0,0,0,0,0,101.63,1.09,1.09,1.09,1.09,0
108-118,0,0,0,0,16.09,5.36,0.77,163.92,0,0.77,5.36,49.79,0.77,1.53,0,0.77,3.06,0,1.53,1.53,53.62,0,0.77,3.83,1459.16,1.53,3.06,1.53,0,0.77,3.83,0,0,0.77,0,0,98.81,0.77,2.3,3.83,0.77,3.06
120,0,0,0,0,21.56,5.88,0,133.27,1.96,1.96,5.88,48.99,3.92,1.96,3.92,1.96,0,0,0,0,48.99,1.96,1.96,9.8,1607.02,3.92,3.92,5.88,0,1.96,5.88,0,0,0,0,0,105.83,3.92,0,5.88,3.92,0
