stage,axial,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,lateral_line,mesenchyme,mural_cell,muscle,neural,olfactory,otic,periderm,spinal_cord,vasculature,visceral_smooth_muscle,xanthophores
 24-34,0,0,0,13.95,0,0,0,0,0.82,0.82,0,3.28,0,0.82,13.95,0.82,0.82,1.64,1.64,1.64,0,0
 36-46,0,1.61,0,36.26,0,0,0.81,0,0,0,0,0.81,0,0,24.17,0,0,0,4.83,0,0,0.81
 48-58,0.57,0.57,0,28.69,0,1.15,2.3,0,0,0,0.57,1.72,0,1.15,16.64,0,0,0.57,4.02,0,0,0.57
 60-70,0,2.94,0,50.06,0,0,1.96,0,0,0.98,0,1.96,0,0.98,16.69,0,0.98,0.98,2.94,0,0,0
 72-82,0,0.98,0.98,33.38,0,0,2.94,0,0,0,0,7.85,0.98,1.96,10.8,0,0,0,1.96,0,0.98,0
 84-94,0,0,0,33.99,0,0,0,0,0,0,0,1.06,0,0,2.12,0,0,1.06,0,0,0,1.06
 96-106,0,0,0,18.58,0,0,0,2.19,0,0,0,2.19,0,1.09,1.09,0,0,0,0,0,0,0
108-118,0,0.77,0,27.57,0.77,0,1.53,0,0,0,0,3.06,1.53,0,5.36,0,0,0,0.77,0,0,0
120,0,0,0,23.52,0,0,0,0,0,0,0,1.96,0,0,7.84,0,1.96,0,0,0,0,0
