stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,856.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,2.63,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,9.44,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,119.58,6.29,0,0,34.62,0,3.15,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,2,19,4,0,5,0,0,0,4,0,0,1,0,0,0,0,5,0,11,0,0,4,57,4,0,0,1,0,18,0,7,1,0,8,39,0,0,1,0,0
 24-34,0,0,0.82,13.95,0,0,9.03,0,10.67,0,3.28,1.64,0.82,2.46,0,1.64,0,1.64,1.64,0,7.39,0,0.82,8.21,55,3.28,0.82,2.46,0,0,53.36,0,0,1.64,1.64,2.46,23.8,0,0,9.85,0,0
 36-46,0,0,0.81,6.45,0,0,7.25,1.61,7.25,0,7.25,0.81,0,2.42,0,0.81,1.61,1.61,0,1.61,8.06,0,0.81,5.64,33.84,0.81,0,0.81,0,0,61.23,0,0,0.81,0,0,17.72,0,0.81,10.47,0,2.42
 48-58,0,0,0,10.33,0,0,6.31,1.15,6.89,0.57,12.05,0.57,0,2.87,0,0,0,2.3,0.57,0.57,19.51,1.15,0.57,4.02,24.1,2.3,0.57,1.72,0,0,58.53,0,0,0,0.57,0,14.35,0,0.57,3.44,0,1.15
 60-70,0,0,0,12.76,0,0,4.91,2.94,14.72,0.98,9.82,0,0,0.98,1.96,0,1.96,1.96,0,0.98,25.52,1.96,1.96,4.91,19.63,1.96,0,2.94,0,0,63.8,0,0,0.98,0,0,7.85,0.98,0,8.83,0,4.91
 72-82,0,0,0,9.82,0,0,12.76,2.94,17.67,1.96,18.65,1.96,0,0.98,0,4.91,2.94,5.89,0,0.98,51.05,0,2.94,3.93,18.65,1.96,0,3.93,0,0,70.68,0.98,0,0.98,1.96,0,4.91,0,1.96,22.58,0.98,0.98
 84-94,0,0,0,22.3,2.12,0,18.05,5.31,27.61,1.06,8.5,2.12,1.06,0,0,2.12,5.31,2.12,1.06,3.19,27.61,2.12,2.12,7.43,11.68,2.12,2.12,4.25,0,1.06,198.6,0,0,4.25,0,0,2.12,1.06,1.06,12.74,2.12,0
 96-106,0,0,0,26.23,0,1.09,10.93,7.65,17.49,2.19,10.93,2.19,0,1.09,2.19,2.19,7.65,6.56,1.09,0,40.44,2.19,2.19,6.56,12.02,0,1.09,5.46,0,1.09,174.86,0,0,1.09,3.28,0,6.56,1.09,2.19,19.67,2.19,0
108-118,0,0,0,36,0,3.83,18.38,3.83,39.06,2.3,7.66,5.36,0,1.53,0.77,6.89,16.85,1.53,2.3,3.83,21.45,3.06,3.06,2.3,8.43,1.53,1.53,3.83,0,0,189.19,0,0,3.06,3.06,0,3.83,0,2.3,12.26,1.53,1.53
120,0,0,0,31.36,0,0,9.8,9.8,37.24,0,3.92,7.84,0,1.96,0,0,9.8,1.96,3.92,1.96,25.48,3.92,0,7.84,7.84,1.96,0,5.88,0,0,119.55,0,0,1.96,3.92,0,1.96,3.92,1.96,13.72,1.96,0
