stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,3189.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.85,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,1556.93,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,79.69,6.13,0,0,12.26,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,44.69,36.8,0,113.03,0,0,131.44,0,0,0,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,1285.44,94.63,0,0,454.77,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,0,122.73,0,12.59,110.14,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,1630.13,103.85,0,0,660.86,0,0,6.29,3.15,110.14,0,3.15,9.44,0,0,0,0,0
 14-21,0,0,2,8,120,35,53,0,1,0,64,7,0,1,0,5,1,1,0,1,88,0,0,84,798,32,2,16,30,0,1,1,126,52,4,107,488,0,0,7,0,0
 24-34,0,0,0.82,8.21,33.66,1.64,174.84,0,3.28,8.21,98.5,4.1,0,4.93,1.64,3.28,0.82,7.39,0,1.64,212.6,0,0.82,104.25,1637.61,9.85,11.49,23.8,0,0,8.21,0,0.82,10.67,1.64,22.98,551.62,0,0,19.7,0,3.28
 36-46,0,0,0.81,0.81,16.92,0,279.57,0,2.42,12.89,140.99,0,0,4.83,0,0.81,1.61,3.22,0.81,1.61,244.92,0.81,4.03,67.68,1250.4,6.45,11.28,12.09,0,0.81,4.03,0.81,0,8.86,2.42,0.81,435.87,0,0,18.53,0.81,2.42
 48-58,0,0,0,0.57,8.61,0,434.94,0,4.02,11.48,218.62,1.15,0,4.02,0,1.15,1.72,2.3,2.3,2.3,353.46,0,8.03,53.94,900.87,4.02,9.18,11.48,0,1.72,2.3,0.57,0,3.44,0,0,335.1,0,1.72,16.64,0.57,6.31
 60-70,0,0,0,0,14.72,0,365.13,0,4.91,8.83,175.69,1.96,0,2.94,0.98,0,0.98,1.96,2.94,0,305.25,0.98,9.82,26.5,502.54,0.98,7.85,16.69,0,0.98,6.87,0,0,0,0.98,0,100.12,0,4.91,6.87,0.98,1.96
 72-82,0,0,5.89,0,21.6,0,361.25,1.96,1.96,22.58,324.93,3.93,0.98,6.87,1.96,0.98,0.98,12.76,1.96,0.98,686.18,2.94,18.65,65.77,698.94,1.96,27.49,23.56,0,0.98,6.87,0,0,4.91,0,0,57.92,2.94,17.67,34.36,15.71,2.94
 84-94,0,0,5.31,1.06,31.86,1.06,246.39,0,6.37,15.93,133.82,10.62,0,2.12,8.5,3.19,4.25,6.37,1.06,2.12,405.7,3.19,21.24,39.3,323.92,8.5,12.74,19.12,0,5.31,21.24,0,0,6.37,0,0,54.16,0,11.68,21.24,5.31,2.12
 96-106,0,0,2.19,0,28.41,2.19,207.64,1.09,7.65,13.11,157.37,12.02,0,5.46,12.02,6.56,7.65,13.11,2.19,0,358.45,2.19,20.76,36.06,287.42,8.74,28.41,30.6,0,5.46,24.04,0,0,4.37,1.09,0,30.6,1.09,5.46,24.04,13.11,5.46
108-118,0,0,2.3,1.53,32.94,0,156.26,0,4.6,16.85,144.77,9.19,0,6.13,8.43,4.6,5.36,12.26,4.6,1.53,281.11,1.53,12.26,28.34,350.05,6.89,14.55,21.45,0,3.83,10.72,0,0,3.83,0,0,29.11,1.53,6.89,24.51,6.89,4.6
120,1.96,0,1.96,0,37.24,3.92,113.67,3.92,3.92,13.72,92.11,7.84,0,11.76,9.8,1.96,9.8,5.88,3.92,0,244.97,0,1.96,19.6,280.25,9.8,15.68,17.64,0,0,19.6,0,0,5.88,0,0,21.56,0,1.96,9.8,5.88,0
