stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,3.15,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.2,0,0,0,18.88,0,0,0,0,0,0,3.15,0,0,0,0,0
 14-21,0,1,0,1,1,0,64,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,415,0,2,0,1,0,0,1,0,0,4,213,0,0,0,0,0
 24-34,0,0,0,1.64,2.46,0,426.02,0,0,0.82,2.46,0,2.46,0,0,0,0,0,0,0,4.1,0,0,3.28,787.2,0,18.06,0,0,0,0.82,0,0,0.82,0.82,305.36,0,0,0.82,0,0
 36-46,0,0,0,1.61,0,0,980.5,0,0.81,0,8.06,0,0,0.81,0,0,1.61,0,0,0,5.64,0,0,0,800.03,0,5.64,0.81,0,0,0,0,0,0,0,351.27,0,0,0.81,0,0
 48-58,0,0,0,7.46,0.57,0,1171.71,0,1.15,2.3,25.82,0,0,0.57,0,0,0.57,0,0,0.57,21.23,0.57,0.57,2.87,984.08,1.15,6.89,1.15,0,0,4.59,0,0,0.57,0,328.79,0,0,4.02,0,1.72
 60-70,0,0,0,5.89,1.96,0,1525.29,0,0.98,0.98,35.33,0,0,0.98,0.98,0,1.96,0,0.98,1.96,18.65,0,0,3.93,972.69,0.98,2.94,1.96,0,0,2.94,0,2.94,0,0,274.83,0,0,1.96,0,1.96
 72-82,0,1.96,0,14.72,8.83,0,1532.37,0.98,1.96,3.93,60.86,2.94,0,0.98,3.93,0.98,0.98,0.98,0.98,0,66.75,0,2.94,5.89,1041.54,0,3.93,2.94,0,1.96,6.87,0,0.98,0.98,0,161.97,0,1.96,4.91,1.96,0
 84-94,0,1.06,0,47.79,3.19,0,945.21,0,4.25,1.06,71.16,3.19,0,1.06,6.37,3.19,1.06,1.06,1.06,1.06,44.61,0,3.19,4.25,677.58,1.06,4.25,3.19,0,0,18.05,0,1.06,0,0,122.13,0,2.12,5.31,2.12,2.12
 96-106,0,1.09,0,39.34,5.46,1.09,770.46,3.28,3.28,1.09,50.27,3.28,0,1.09,4.37,0,0,0,3.28,0,37.16,0,0,3.28,502.71,2.19,4.37,1.09,0,2.19,10.93,0,0,1.09,0,36.06,1.09,1.09,2.19,3.28,4.37
108-118,0,0,0,14.55,2.3,0.77,665.62,0,1.53,1.53,30.64,1.53,0,0,2.3,1.53,0,0,0,0,22.21,0.77,3.83,3.06,629.62,1.53,4.6,1.53,0,0,3.06,0,0,0,0,30.64,0.77,0.77,1.53,0,0.77
120,0,0,0,11.76,5.88,1.96,499.75,0,5.88,0,31.36,0,0,0,0,0,0,0,0,0,19.6,0,0,3.92,636.93,0,5.88,5.88,0,1.96,1.96,0,0,0,0,11.76,0,0,0,0,0
