stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,65.89,474.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,7.89,0,0,0,5.26,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,131.44,5.26,0,0,52.57,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,18.88,3.15,0,0,3.15,0,0,0,0,3.15,0,0,0,0,0,0,0
 14-21,0,0,2,4,2,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,2,1,1,0,0,6,0,1,0,1,3,0,0,0,0,0
 24-34,0,0,0,1.64,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,13.13,0,1.64,0.82,0,0,8.21,0,0,0,0,2.46,0,0,0,0,0
 36-46,0,0,0,0,2.42,0,0,8.06,0,0,0,0.81,0,0,0,0,0,0.81,0,0,0,0.81,0,0,0,12.89,0,3.22,0.81,0,0,12.89,0,0,0,0,3.22,0,0,0,0,0
 48-58,0,0,0,0,0.57,0,0,40.17,0,0,0,0.57,1.15,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,1.15,1.15,0,0,2.87,0,0,0.57,0,0.57,0,0,0,0,0
 60-70,0,0,0,0,2.94,0,0,428.93,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0.98,0,0,0,15.7,0,0.98,0.98,0,0,3.93,0,0,0,0,0.98,0,0,0,0,0
 72-82,0,0,0.98,0,5.89,2.94,0,963.01,0,2.94,0.98,34.36,2.94,0.98,1.96,0.98,1.96,0.98,0.98,0.98,0,17.67,0.98,2.94,0,98.17,0,2.94,2.94,0,1.96,4.91,0,0,0.98,0,5.89,0.98,0,0,0.98,2.94
 84-94,0,0,1.06,0,21.24,1.06,0,671.21,0,2.12,1.06,38.23,1.06,0,0,1.06,0,2.12,1.06,0,1.06,24.43,1.06,1.06,3.19,64.78,0,6.37,5.31,0,0,35.05,0,0,2.12,0,6.37,5.31,5.31,2.12,1.06,1.06
 96-106,0,0,1.09,0,42.62,2.19,1.09,778.11,3.28,3.28,0,37.16,5.46,0,2.19,3.28,3.28,3.28,2.19,1.09,1.09,32.79,0,3.28,2.19,87.43,0,3.28,3.28,0,1.09,18.58,0,0,2.19,0,5.46,5.46,1.09,3.28,1.09,0
108-118,0,0,0,0,29.87,3.06,2.3,595.15,0,0.77,1.53,21.45,0.77,0,0,3.83,3.06,0,2.3,4.6,1.53,29.11,0.77,0,4.6,77.36,0.77,1.53,5.36,0,0,60.51,0,0,2.3,0,1.53,11.49,0,2.3,1.53,0.77
120,0,0,0,1.96,27.44,11.76,0,536.98,0,7.84,1.96,19.6,1.96,0,1.96,7.84,0,0,1.96,5.88,0,27.44,1.96,1.96,7.84,99.95,0,1.96,7.84,0,0,54.87,0,0,5.88,0,1.96,1.96,1.96,3.92,1.96,0
